Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,12.52800,4.59600,-17.12400,0.45100,-16.67300,-16.67300,-16.67300,-16.67300,-16.67000,-17.12400,43.70500,43.70500,-0.38000,-0.38000,10.09590,0.22280,0.28660,,,,,,,,,-18.65430,-18.65430,-11.90620,-14.49880,2.04430,-0.2903,-0.2904
2024-06-30,1.14300,1.14300,15.27100,4.83200,-18.96000,1.71100,-17.24900,-17.24900,-17.24900,-17.24900,-18.50600,-18.96000,43.52100,44.04300,-0.40000,-0.43000,12.12970,0.19480,0.24190,100.00000,-1658.79300,-1658.79300,-1509.09900,-1509.09900,0.00740,2.09720,42.91340,-16.58270,-16.58270,-11.22230,-13.35260,2.38020,-0.3015,-0.3018
2024-03-31,0.74200,0.74200,12.90800,4.99600,-17.16200,0.96900,-16.19300,-16.19300,-16.19300,-16.19300,-16.69800,-17.16200,41.60700,41.60700,-0.39000,-0.39000,6.70710,0.19090,0.33520,100.00000,-2312.93800,-2312.93800,-2182.34500,-2182.34500,0.00420,0.95740,94.00270,-13.77110,-13.77110,-9.11770,-11.14180,2.71680,-0.36770,-0.37030
2023-12-31,1.50100,1.50100,9.64900,4.81400,-12.96200,0.95900,-12.00300,-12.00300,-12.00300,-12.00300,-12.50200,-12.96200,35.64700,35.64700,-0.34000,-0.34000,7.14060,0.22670,0.35310,100.00000,-863.55680,-863.55690,-799.66630,-799.66640,0.00860,1.11190,80.94600,-10.77720,-10.77720,-6.86540,-8.33370,2.84790,-0.1288,-0.1343
2023-09-30,5.89700,5.89700,10.83800,4.31000,-9.25100,0.96600,-8.28500,-8.28500,-8.28500,-8.28500,-8.80600,-9.25100,35.65400,35.65400,-0.23000,-0.23000,9.64460,0.25040,0.34890,100.00000,-156.87640,-156.87640,-140.49520,-140.49520,0.03340,0.99760,90.21370,-7.36820,-7.36820,-4.69710,-5.52310,3.15340,-0.2006,-0.2068
2023-06-30,8.08100,8.08100,9.58300,4.56500,-6.06700,0.96900,-5.09800,-5.09800,-5.09800,-5.09800,-5.63300,-6.06700,35.55800,35.55800,-0.14000,-0.14000,9.82270,0.24810,0.33000,100.00000,-75.07740,-75.07740,-63.08630,-63.08630,0.04360,1.16660,77.14760,-4.29850,-4.29850,-2.75220,-3.23190,3.32750,-0.301,-0.3059
2023-03-31,4.46400,4.46400,11.70600,4.98100,-12.22300,0.24100,-11.98200,-11.98200,-11.98200,-11.98200,-11.73800,-12.22300,34.78500,34.78500,-0.34000,-0.34000,7.20750,0.24390,0.32260,100.00000,-273.81270,-273.81270,-268.41390,-268.41400,0.02290,0.71370,126.10890,-9.89650,-9.89650,-6.14240,-7.48240,3.42970,-0.28450,-0.28940
2022-12-31,7.28300,7.28300,15.85900,4.60300,-13.17900,1.24900,-11.93000,-11.93000,-11.93000,-11.93000,-12.55900,-13.17900,28.86400,28.86400,-0.37000,-0.37000,5.84430,,,100.00000,-180.95570,-180.95560,-163.80620,-163.80610,0.04540,1.05120,85.61310,-9.75180,-9.75180,-7.44490,-9.75180,3.89190,-0.4414,-0.4626
2022-09-30,4.97000,4.97000,13.07000,4.43900,-12.53900,0.59600,-11.94300,-11.94300,-11.94300,-11.94300,-12.13500,-12.53900,29.76400,29.76400,-0.40000,-0.40000,5.45280,,,100.00000,-252.29370,-252.29370,-240.30180,-240.30180,0.02880,1.15580,77.86720,-9.12050,-9.12050,-6.92650,-9.12050,4.27780,-0.4471,-0.5096
2022-06-30,4.14800,4.14800,13.88700,5.23300,-14.97200,0.37800,-14.59400,-14.59400,-14.59400,-14.59400,-14.78700,-14.97200,27.51700,27.51700,-0.53000,-0.53000,5.07660,,,100.00000,-360.94500,-360.94500,-351.83220,-351.83220,0.02370,1.86850,48.16780,-11.23990,-11.23990,-8.32380,-11.23990,4.59160,-0.0087,-0.0491
