Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,8.89100,8.67300,0.21800,3.36300,1.62600,1.73700,-1.51900,0.16300,-1.35600,0.05800,-1.41400,-1.41400,,-0.36400,0.42100,-1.51900,8.08000,8.08000,-0.05000,-0.05000,0.37690,0.60490,-17.08470,-17.08470,-15.25140,-4.09400,0.01700,-0.47110,-0.47110,-0.27030,-0.29360,37.11790,-0.0847,0.1358
2024-06-30,8.49000,7.56800,0.92200,3.84200,,3.84200,-2.92000,0.18600,-2.73400,0.04400,-2.77800,-2.77800,,-1.72500,-1.30300,-2.92000,8.07200,8.07200,-0.21000,-0.21000,0.37480,0.59940,-34.39340,-34.39340,-32.20260,-20.31800,0.01650,-0.93380,-0.93380,-0.54050,-0.58380,36.83370,-1.0158,-2.0167
2024-03-31,26.50700,18.35700,8.15000,4.46500,,4.46500,3.68500,0.11400,3.79900,0.10200,3.69700,3.69700,,4.55200,5.32400,3.68500,8.02600,8.15100,0.57000,0.56000,0.35930,0.56090,13.90200,13.90200,14.33210,17.17280,0.05200,1.23300,1.23300,0.72560,0.78990,37.17840,0.80320,-0.19560
2023-12-31,4.26900,3.74700,0.52200,3.19400,,3.19400,-2.67200,0.41100,-2.26100,-0.49200,-1.76900,-1.69400,,-0.86100,-1.06000,-2.67200,7.99600,7.99600,-0.10000,-0.10000,0.37290,0.59460,-62.59070,-62.59070,-52.96320,-20.16870,0.00820,-0.57500,-0.57500,-0.32720,-0.36060,36.81180,-1.4993,-2.7269
2023-09-30,3.66900,3.81500,-0.14600,3.18300,,3.18300,-3.32900,0.47200,-2.85700,0.35600,-3.21300,-3.21700,,-2.84400,-2.13700,-3.32900,8.00300,8.00300,-0.36000,-0.36000,0.34530,0.52740,-90.73320,-90.73320,-77.86860,-77.51430,0.00730,-1.08700,-1.08700,-0.64080,-0.71170,36.96520,-1.5623,-3.1445
2023-06-30,3.53000,4.81100,-1.28100,4.07100,,4.07100,-5.35200,0.54400,-4.80800,0.49800,-5.30600,-5.30900,,-5.30100,-4.16000,-5.35200,7.99000,7.99000,-0.66000,-0.66000,0.31480,0.45940,-151.61470,-151.61470,-136.20400,-150.17000,0.00730,-1.77460,-1.77460,-1.09290,-1.21600,37.34840,-1.0439,-2.7292
2023-03-31,5.80200,6.67600,-0.87400,4.71900,,4.71900,-5.59300,0.48500,-5.10800,1.16200,-6.27000,-6.27300,,-5.80100,-4.48100,-5.59300,7.98600,7.98600,-0.73000,-0.73000,0.29600,0.42050,-96.39780,-96.39780,-88.03860,-99.98280,0.01210,-2.05520,-2.05520,-1.30760,-1.44690,38.26790,-2.30450,-3.55750
2022-12-31,13.29700,12.89200,0.40500,7.35400,0.00000,7.35400,-6.94900,0.33700,-6.61200,0.23000,-6.84200,-6.84700,0.52000,-6.10700,-6.82400,-6.94900,8.22800,8.22800,-0.68000,-0.52000,0.31090,0.45120,-52.25990,-52.25990,-49.72550,-45.92770,0.02990,-2.51660,-2.51660,-1.53820,-1.73410,34.04740,-0.7555,-2.7177
2022-09-30,9.97700,8.48500,1.49200,3.60200,-0.72000,4.32200,-2.83000,0.68000,-2.15000,0.42000,-2.57000,-2.57400,,-2.36000,-1.13200,-2.83000,8.27500,8.27500,-0.29000,-0.29000,0.30360,0.43600,-28.36520,-28.36520,-21.54960,-23.65440,0.02160,-0.90370,-0.90370,-0.55610,-0.62940,34.53580,-0.7547,-2.1649
2022-06-30,11.12500,7.18600,3.93900,3.44400,,3.44400,0.49500,0.08000,0.57500,0.04100,0.53400,0.53200,95.92500,96.62100,1.97100,0.49500,8.27300,8.38300,11.68000,11.53000,0.26820,0.36650,4.44940,4.44940,5.16850,868.50340,0.02300,0.17020,0.17020,0.10980,0.12450,37.79230,-3.0371,-4.5642
