,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-12-05,2024-10-31,--,$12.79
1,2024-08-22,2024-07-31,--,$9.75
2,2024-05-22,2024-04-30,--,$6.66
3,2024-02-22,2024-01-31,--,$2.75
4,2023-12-05,2023-10-31,--,$15.57
5,2023-08-30,2023-07-31,--,$7.38
6,2023-05-31,2023-04-30,--,$4.47
7,2023-02-28,2023-01-31,--,$2.26
8,2022-12-08,2022-10-31,--,$8.56
9,2022-09-01,2022-07-31,--,$10.82
10,2022-06-01,2022-04-30,--,$9.29
11,2022-03-01,2022-01-31,--,$3.07
12,2021-12-09,2021-10-31,--,$7.87
13,2021-09-09,2021-07-31,--,$6.72
14,2021-06-03,2021-04-30,--,$2.86
15,2021-03-02,2021-01-31,--,$2.99
16,2020-12-09,2020-10-31,--,$5.85
17,2020-09-03,2020-07-31,--,$1.96
18,2020-06-04,2020-04-30,--,$0.60
19,2020-03-05,2020-01-31,--,$-2.34
20,2019-12-05,2019-10-31,--,$6.79
21,2019-09-05,2019-07-31,--,$-1.27
22,2019-06-06,2019-04-30,--,$-2.56
23,2019-03-07,2019-01-31,--,$-3.00
24,2018-12-06,2018-10-31,--,$7.25
25,2018-09-10,2018-07-31,--,$-0.25
26,2018-06-07,2018-04-30,--,$-1.75
27,2018-03-08,2018-01-31,--,$-5.25
28,2017-12-21,2017-10-31,--,$2.00
29,2017-09-07,2017-07-31,--,$0.50
30,2017-06-02,2017-04-30,--,$-1.25
31,2017-03-08,2017-01-31,$1.25,$-0.50
32,2016-12-08,2016-10-31,$3.75,$5.00
33,2016-09-09,2016-07-31,$2.00,$0.25
34,2016-06-02,2016-04-30,$0.00,$-0.50
35,2016-03-09,2016-01-31,$-1.25,$-0.75
36,2015-12-04,2015-10-31,$2.50,$4.00
37,2015-09-09,2015-07-31,$0.00,$-1.25
38,2015-06-09,2015-04-30,$-1.50,$-2.75
39,2015-03-12,2015-01-31,$-1.50,$-2.25
