Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2099.82700,1407.99300,691.83420,246.42340,-9.94390,256.36700,435.46700,-164.13630,271.33060,91.96110,179.36950,,179.36950,5.75790,52.80650,607.13680,435.46700,1861.49200,1867.97800,0.02840,0.02830,1.85760,0.56770,1.42560,32.94720,20.73820,20.73820,12.92160,2.51480,0.08040,3.50230,1.89630,47.46200,2.02050,4.27380,0.68690,0.87350,4.75960,0.2757,0.1075
2024-06-30,2048.97200,1367.56500,681.40700,189.28350,-461.57260,650.85600,30.55080,-237.09690,-206.54610,-20.79280,-185.75330,,-185.75330,,-43.51390,198.71590,30.55080,1861.48200,1861.48200,-0.02340,-0.02340,1.78980,0.56640,1.46360,33.25600,1.49100,1.49100,-10.08050,-2.12370,0.07460,3.32520,1.66150,54.16790,-2.00900,-3.85330,-0.67630,-0.87110,4.96940,0.4187,0.2548
2024-03-31,1987.11100,1398.85100,588.25960,190.72670,0.15360,190.57300,397.68660,-347.63420,50.05240,-3.15710,53.20950,,53.20950,,-38.80010,580.86330,397.68660,1865.73300,1865.73300,-0.02080,-0.02080,1.79150,0.54310,1.32850,29.60380,20.01330,20.01330,2.51890,-1.95260,0.06880,3.56210,1.65720,54.30700,0.51760,0.93750,0.18430,0.23650,5.51560,0.21060,0.04440
2023-09-30,2099.93100,1424.40000,675.53110,220.21430,287.51320,-67.29900,742.83010,-286.71790,456.11210,102.42110,353.69100,,353.69100,,139.00840,742.83010,742.83010,1867.21700,1867.21700,0.07440,0.07440,1.62040,0.56050,1.41020,32.16920,35.37400,35.37400,21.72030,6.61970,0.07440,3.71930,1.91510,46.99610,3.62340,6.84490,1.25280,1.59260,5.22700,0.6306,0.3253
2021-06-30,1238.17100,932.72620,305.44480,125.62490,52.56190,73.06280,232.38180,43.05900,275.44090,49.80260,225.63830,,225.63830,,177.91680,232.38180,232.38180,1866.88700,1870.06500,0.09530,0.09480,1.94780,0.64490,1.94410,24.66900,18.76820,18.76820,22.24580,14.36930,0.08300,4.58470,1.43410,62.75620,5.40710,26.35290,1.51330,1.92030,2.23530,-4.4853,-1.2708
2020-12-31,1002.87700,768.56490,234.31200,173.13690,39.85080,133.28620,101.02590,-48.18650,52.83950,41.99540,10.84410,,10.84410,,-39.83030,207.53760,101.02580,223.63000,230.37100,-0.18440,-0.18760,1.86780,0.65920,2.20080,23.36400,10.07360,10.07360,5.26880,-3.97160,0.06180,4.23590,1.33590,67.37220,0.26850,1.59230,0.06680,0.09150,16.93810,1.8111,0.6488
2020-09-30,1071.44800,721.82500,349.62330,110.64560,-16.65040,127.29590,222.32730,-95.19580,127.13160,31.33590,95.79570,,95.79570,,41.48670,337.77560,222.32730,223.41600,229.65400,0.18570,0.18570,2.23720,0.68950,2.49230,32.63090,20.75020,20.75020,11.86540,3.87200,0.06880,4.36490,1.67730,53.65880,2.51010,15.40520,0.61470,0.77940,17.08220,1.5088,0.7312
2020-06-30,778.62090,520.95210,257.66880,117.77490,39.99620,77.77880,179.89000,-79.94450,99.94550,36.56200,63.38350,,63.38350,,19.00420,284.84550,179.89000,221.80900,229.65300,0.08570,0.08570,1.77000,0.73860,3.21360,33.09300,23.10370,23.10370,12.83620,2.44070,0.05320,3.21220,1.32900,67.71900,2.14410,-27.93620,0.43280,0.56050,12.79520,1.464,0.8157
2020-03-31,1111.99400,801.99270,310.00120,131.90840,-28.88400,160.79250,149.20870,-42.87900,106.32980,-12.37590,118.70570,,118.70570,,146.07890,276.41890,149.20870,221.80900,229.65300,0.65860,0.63510,1.84140,0.70570,2.60600,27.87800,13.41810,13.41810,9.56210,13.13670,0.07090,4.06670,1.43110,62.88690,3.29120,-50.31760,0.75730,0.96850,16.26070,-0.02010,-0.82700
2019-12-31,1228.56900,829.44100,399.12830,157.81690,-32.43190,190.24900,208.87940,0.86490,209.74440,12.48150,197.26290,,197.26290,,88.33220,356.14510,208.87940,227.56000,236.09000,0.40360,0.38650,1.79340,0.67040,2.28450,32.48720,17.00180,17.00180,17.07230,7.18980,0.07380,4.15740,1.59810,56.31640,4.79340,-129.06140,1.18460,1.57990,18.55350,2.1259,1.2008
2019-09-30,1446.55200,950.23710,496.31480,160.69650,135.46160,25.23490,471.07980,-83.38010,387.69980,97.80370,289.89600,,289.89600,,141.54240,618.08140,471.07980,230.93400,238.99600,0.61290,0.58970,1.61920,0.65180,2.10950,34.31020,32.56570,32.56570,26.80170,9.78480,0.08970,4.66950,1.78940,50.29740,6.91890,-409.90540,1.79670,2.40880,18.88960,2.2933,1.6554
2019-06-30,1294.59400,887.41870,407.17490,140.51340,0.86360,139.64930,267.52510,-63.86560,203.65950,65.68240,137.97720,,137.97720,,53.18390,403.58090,267.52510,230.93400,239.89800,0.23030,0.22070,1.64560,0.62100,1.83580,31.45200,20.66480,20.66480,15.73150,4.10820,0.08750,4.29990,1.56040,57.67920,3.33910,-76.01500,0.93230,1.26540,17.81690,1.5041,0.8809
2019-03-31,1253.21600,921.10630,332.11000,138.72560,-1.34580,140.07170,192.03860,-65.20470,126.83390,21.58200,105.25190,,105.25190,,50.50240,341.46300,192.03860,230.44800,239.89900,0.21910,0.20970,1.73120,0.62510,1.85300,26.50060,15.32370,15.32370,10.12070,4.02980,0.08150,4.71630,1.61060,55.87940,2.46320,-46.99770,0.68470,0.92340,18.54170,0.83510,0.06720
2018-12-31,1168.41300,865.40500,303.00780,146.23300,226.10490,-79.87180,382.87950,200.99020,583.86960,156.22170,427.64780,,427.64780,,211.79510,585.74820,382.87930,244.06500,254.12600,0.86740,0.83230,1.91640,0.57260,1.46560,25.93330,32.76920,32.76920,49.97120,18.12670,0.07580,4.41590,1.58580,56.75430,8.69840,156.80260,2.77330,3.71790,20.09360,1.3689,0.5338
2018-09-30,1213.71800,865.17460,348.54330,126.42620,-11.35530,137.78140,210.76180,-111.29900,99.46280,26.33140,73.13140,,73.13140,,16.00120,323.48170,210.76180,244.67600,254.12700,0.06540,0.06270,1.60210,0.58940,1.56900,28.71700,17.36500,17.36500,8.19490,1.31840,0.08700,4.42600,2.02410,44.46460,1.74530,-71.70780,0.52410,0.71650,17.12570,1.2361,0.6876
2018-06-30,1133.93100,810.77060,323.16020,134.66550,-5.80510,140.47050,182.68970,-187.83410,-5.14440,-0.08850,-5.05590,,-5.05590,,6.31270,324.42090,182.68970,243.64000,252.88000,0.02590,0.02500,1.58020,0.58880,1.60320,28.49910,16.11120,16.11120,-0.45370,0.55670,0.07450,3.82430,1.72700,52.11230,-0.11170,2.76970,-0.03320,-0.04590,18.50650,0.9959,0.259
2018-03-31,1092.43900,774.65920,317.77960,141.33060,-6.98640,148.31700,169.46260,-69.62340,99.83930,25.60460,74.23460,,74.23460,,32.77350,330.68380,169.46260,243.20290,257.76920,0.13480,0.12710,1.80530,0.53510,1.31420,29.08900,15.51230,15.51230,9.13910,3.00000,0.06380,3.89340,1.65940,54.23540,1.39280,67.00040,0.43370,0.64750,36.29180,2.18910,1.48200
2017-12-31,1143.56900,820.51870,323.04990,179.62660,304.49420,-124.86780,447.91770,-198.26440,249.65310,61.90020,187.75290,,187.75290,,101.33990,645.25200,447.91760,262.99900,268.55200,0.38720,0.44450,1.44460,0.55610,1.49870,28.24930,39.16840,39.16840,21.83110,8.86170,0.06560,3.95110,1.86200,48.33640,3.51400,698.64070,1.07770,1.55970,21.96970,1.17,0.2349
2017-09-30,1173.79700,760.90230,412.89430,149.04590,-9.65030,158.69630,254.19810,-33.82570,220.37220,47.09490,173.27740,,173.27740,,78.47720,415.10690,254.19810,264.86900,278.21100,0.29630,0.26230,1.43640,0.57320,1.55920,35.17600,21.65610,21.65610,18.77430,6.68580,0.06950,3.91730,2.12350,42.38240,3.39060,-79.25660,1.02620,1.44720,19.30760,1.3474,0.7479
2017-06-30,1049.96400,686.41700,363.54660,150.97000,-14.87430,165.84440,197.70230,-201.26840,-3.56620,11.21500,-14.78110,,-14.78110,,-13.95820,349.20400,197.70230,264.69100,264.69100,-0.05270,-0.07150,1.31520,0.57160,1.55840,34.62470,18.82940,18.82940,-0.33960,-1.32940,0.06510,3.79100,1.94020,46.38670,-0.30280,3.75540,-0.09160,-0.12970,18.03300,1.0839,0.406
2017-03-31,886.69850,623.69010,263.00840,147.99550,-5.10550,153.10100,109.90740,-114.50560,-4.59820,13.95080,-18.54890,,-18.54890,,6.72090,267.79380,109.90740,264.69100,264.69100,0.02540,0.00580,1.46470,0.57030,1.54890,29.66150,12.39510,12.39510,-0.51860,0.75800,0.05350,3.26660,1.75900,51.16500,-0.37000,4.68200,-0.11190,-0.15900,18.94240,1.16650,0.52240
2016-12-31,810.92810,655.55910,155.36900,156.92280,-12.73880,169.66180,-14.29280,-80.95620,-95.24890,-29.16120,-66.08780,,-66.08780,,-10.43130,130.00140,-14.29270,264.69100,264.69100,-0.04510,-0.01350,1.32280,0.54840,1.39560,19.15940,-1.76250,-1.76250,-11.74570,-1.28630,0.05600,3.62510,1.50680,59.72880,-1.43980,20.96150,-0.45670,-0.65030,17.34100,0.4333,-0.0787
2016-09-30,1009.66000,628.10780,381.55190,153.25050,-5.21430,158.46480,223.08720,-109.74860,113.33860,21.57830,91.76020,,91.76020,,48.80250,398.52630,223.08720,264.69100,264.69100,0.18900,0.17000,1.50370,0.51150,1.21380,37.79020,22.09530,22.09530,11.22540,4.83360,0.06240,2.94920,2.00830,44.81400,1.65460,35.57620,0.56730,0.80830,20.95140,1.7497,1.0207
2016-06-30,960.87320,569.96850,390.90470,152.80140,-5.73630,158.53770,232.36710,-142.70570,89.66130,20.07630,69.58500,,69.58500,,7.52900,369.20780,232.36710,264.69100,264.69100,0.02860,0.01140,1.09680,0.50860,1.19680,40.68220,24.18290,24.18290,9.33120,0.78360,0.06500,3.09690,2.15000,41.86050,1.37300,48.43390,0.47070,0.67470,19.14770,1.1105,0.3566
2016-03-31,807.48940,530.98870,276.50070,121.39910,-9.65450,131.05360,145.44710,-93.79650,51.65060,5.19650,46.45400,,46.45400,,33.74620,241.90840,145.44710,264.69100,264.69100,0.12850,0.11310,0.82870,0.53790,1.41670,34.24200,18.01230,18.01230,6.39640,4.17910,0.06100,3.15880,2.12990,42.25640,1.13880,-12.88430,0.35090,0.52630,15.41080,0.64420,0.26620
2015-12-31,1031.47400,659.21000,372.26400,22.24000,,22.24000,350.02400,-75.03000,181.98000,46.55000,135.43000,0.00000,120.69000,0.00000,120.69000,514.18400,350.02400,264.69100,264.69100,0.46000,0.46000,0.98740,0.54340,1.39380,27.07580,33.93440,33.93440,17.64270,11.70070,0.06460,3.28700,2.34870,38.31840,2.41720,-41.39460,0.75580,1.10380,,1.136,0.2651
2015-09-30,1026.43700,720.79000,305.64700,136.76000,,136.76000,168.88700,-141.50000,28.46000,4.78000,23.68000,0.00000,13.78200,0.00000,13.78200,245.88700,168.88700,264.69100,264.69100,0.05000,0.03000,0.96320,0.53240,1.34930,29.88100,16.45370,16.45370,2.77270,1.34270,0.07070,4.33790,2.19910,40.92560,0.30150,-4.17060,0.09490,0.14100,,1.6086,0.3363
2015-06-30,690.93200,704.69000,-13.75800,135.44000,,135.44000,-149.19800,-168.07000,75.42000,-26.98000,102.40000,0.00000,16.10000,0.00000,16.10000,-50.71800,-149.19800,405.85700,406.78800,0.04000,0.04000,0.94200,0.46640,1.01910,54.84330,-21.59370,-21.59370,10.91570,2.33020,0.04290,4.93580,1.35410,66.46460,0.30500,-5.08160,0.09990,0.16270,,0.7204,0.794
2015-03-31,704.73000,560.31000,144.42000,175.50000,,175.50000,-31.08000,-37.07000,-18.99000,-28.05000,9.06000,0.00000,3.14000,0.00000,3.14000,27.15000,-31.08000,264.69100,264.69100,0.01000,-0.01000,1.29090,0.39020,0.73670,27.46730,-4.41020,-4.41020,-2.69460,0.44560,0.06390,4.90120,1.84560,48.76420,0.06660,0.28610,0.02850,0.04060,,0.39960,0.15800
2014-12-31,706.42800,664.02000,42.40800,159.72000,,159.72000,-117.31200,-50.36000,30.85000,8.46000,22.39000,0.00000,8.70900,0.00000,8.70900,-49.71200,-117.31200,264.69100,264.69100,0.03000,0.03000,1.20000,0.35570,0.63030,34.10540,-16.60640,-16.60640,4.36700,1.23280,0.05570,4.39340,1.48610,60.56290,0.15110,0.63630,0.06860,0.09740,,0.2518,-0.2051
