,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-11,2024-09-30,$-0.30,$-0.28
1,2024-08-06,2024-06-30,$-0.29,$-0.27
2,2024-06-24,2024-03-31,$-0.47,$-0.36
3,2024-02-12,2023-12-31,$-0.61,$-0.50
4,2023-11-13,2023-09-30,$-0.47,$-0.51
5,2023-08-10,2023-06-30,$-0.46,$-0.45
6,2023-06-22,2023-03-31,$-0.44,$-0.67
7,2023-02-09,2022-12-31,$-0.42,$-0.43
8,2022-11-08,2022-09-30,$-0.36,$-0.40
9,2022-08-11,2022-06-30,$-0.28,$-0.37
10,2022-06-28,2022-03-31,$-0.24,$-0.26
11,2022-02-10,2021-12-31,$-0.25,$-0.29
12,2021-11-11,2021-09-30,$-0.25,$-0.36
13,2021-08-10,2021-06-30,$-0.19,$-0.31
14,2021-06-10,2021-03-31,$-0.33,$-0.24
15,2021-02-09,2020-12-31,$-0.31,$-0.33
16,2020-11-11,2020-09-30,$-0.31,$-0.30
17,2020-08-06,2020-06-30,$-0.31,$-0.40
18,2020-06-22,2020-03-31,$-0.35,$-0.36
19,2020-02-07,2019-12-31,$-0.33,$-0.43
20,2019-11-06,2019-09-30,$-0.33,$-0.38
21,2019-08-14,2019-06-30,$-0.22,$-0.42
22,2019-06-25,2019-03-31,$0.06,$-0.07
23,2019-02-13,2018-12-31,$-0.21,$0.11
24,2018-11-14,2018-09-30,$-0.21,$-0.53
25,2018-08-14,2018-06-30,$-0.22,$-0.36
26,2018-06-14,2018-03-31,$-0.35,$0.14
27,2018-03-19,2017-12-31,$-0.50,$-0.28
28,2017-11-03,2017-09-30,$-0.59,$-1.18
29,2017-08-11,2017-06-30,--,$-0.46
30,2017-05-15,2017-03-31,--,$-1.12
