Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,19.33000,5.10800,-24.43800,4.26100,-20.17700,-20.17700,-20.17700,-20.17700,-26.57900,-24.43800,25.76700,25.76700,-0.78000,-0.78000,40.33290,-6.28430,-6.28430,-6.14320,-6.28430,12.51780,-0.9077,-0.9077
2024-06-30,15.73400,6.23700,-21.97100,4.48400,-17.48700,-17.48700,-17.48700,-17.48700,-24.25100,-21.97100,25.72400,25.72400,-0.68000,-0.68000,46.86800,-5.16940,-5.16940,-5.07180,-5.16940,13.18940,-0.6604,-0.6604
2024-03-31,11.37600,6.14100,-17.51700,4.20600,-13.31100,-13.31100,-13.31100,-13.31100,-18.68800,-17.51700,24.08200,24.08200,-0.55000,-0.55000,62.17090,-3.75870,-3.75870,-3.70610,-3.75870,13.80820,-0.61970,-0.61970
2023-12-31,8.01500,6.87500,-14.89000,1.98800,-12.90200,-12.90200,-12.90200,-12.90200,-15.40100,-14.89000,4.74700,4.74700,20.86000,20.86000,41.75810,-6.29240,-6.29240,-6.13520,-6.29240,10.08170,11.3613,11.3993
2023-09-30,3.76200,2.88100,-6.64300,1.05200,-5.59100,-5.59100,-5.59100,-5.59100,-6.63400,-6.64300,1.08400,1.08400,-5.16000,-5.16000,18.63630,-3.91320,-3.91320,-3.70120,-3.91320,33.35840,-3.8101,-3.8226
2023-06-30,14.45400,1.92000,-16.37400,0.24500,-16.12900,-16.12900,-16.12900,-16.12900,-16.36700,-16.37400,0.99000,0.99000,-16.29000,-16.29000,15.41420,-10.86630,-10.86630,-10.13630,-10.86630,34.88330,-9.2824,-9.2932
2023-03-31,6.13700,1.36500,-7.50200,,-7.50200,-7.50200,-7.50200,-7.50200,-7.49600,-7.50200,0.90600,0.90600,-8.28000,-8.28000,16.58910,-4.63860,-4.63860,-4.34630,-4.63860,38.59010,-4.18430,-4.21080
2022-12-31,-24.83800,-12.11300,36.95100,,35.66500,35.66500,35.66500,35.66500,35.96900,36.95100,0.87700,0.87700,-8.97000,-8.97000,6.09830,-180.74700,-180.74700,392.00920,-180.74700,-22.75890,3.9913,4.5841
2022-09-30,14.98100,4.84200,-19.82300,0.81200,-19.01100,-19.01100,-19.01100,-19.01100,-19.78200,-19.82300,4.13800,4.13800,-4.59000,-4.59000,21.61070,-9.75590,-9.75590,-9.20430,-9.75590,46.97630,-3.1872,-3.2654
2022-06-30,13.18700,5.22800,-18.41500,0.31900,-18.09600,-18.09600,-18.09600,-18.09600,-17.95900,-18.41500,4.10880,4.10880,-4.40000,-4.40000,28.92330,-8.58680,-8.58680,-8.19130,-8.58680,51.21810,-4.1951,-4.4601
2022-03-31,14.19600,4.21800,-18.41400,0.15500,-18.25900,-18.25900,-18.25900,-18.25900,-17.92300,-18.41400,4.09800,4.09800,-4.50000,-4.50000,28.32210,-8.07810,-8.07810,-7.69620,-8.07810,55.09700,-3.97270,-4.29990
2021-12-31,11.02400,3.36400,-14.38800,0.14700,-14.24100,-14.24100,-14.24100,-14.24100,-14.15100,-14.38800,2.91260,2.91260,3.90000,3.90000,30.86440,-5.86510,-5.86510,-5.66420,-5.86510,59.34760,-6.3138,-6.8437
2021-09-30,9.18300,3.87400,-13.05700,0.11600,-12.94100,-12.94100,-12.94100,-12.94100,-12.81400,-13.05700,4.06690,4.06690,-3.20000,-3.20000,51.83200,-5.06200,-5.06200,-4.95210,-5.06200,62.79300,-0.0984,-0.2145
2021-06-30,7.57000,3.48700,-11.05700,-0.29500,-11.35200,-11.35200,-11.35200,-11.35200,-10.81500,-11.05700,2.73730,2.73730,-4.10000,-4.10000,58.02830,-4.24610,-4.24610,-4.16110,-4.24610,65.89760,5.3166,5.3871
2021-03-31,6.46800,2.53700,-9.00500,-0.29400,-9.29900,-9.29900,-9.29900,-9.29900,-8.67700,-9.00500,0.71610,0.71610,-13.00000,-13.00000,39.87800,20.01250,20.01250,-6.41750,20.01250,-64.50030,-12.63370,-12.89490
2020-12-31,4.38500,2.45000,-6.83500,0.05600,-6.77900,-6.77900,-6.77900,-6.77900,-6.48400,-6.83500,0.66850,0.66850,-9.70000,-9.70000,44.28640,17.77070,17.77120,-4.43720,17.77070,-53.82670,-8.8621,-9.2659
2020-09-30,3.95600,2.18200,-6.13800,-0.27900,-6.41700,-6.41700,-6.41700,-6.41700,-6.03900,-6.13800,0.68230,0.68230,-9.40000,-9.40000,,,,,,,-6.2205,-6.6539
2020-06-30,3.40200,1.33500,-4.73700,0.07400,-4.66300,-4.66300,-4.66300,-4.66300,-4.68800,-4.73700,0.63970,0.63970,-7.30000,-7.30000,,,,,,,-5.4527,-5.9931
2020-03-31,3.53500,1.43900,-4.97400,0.12600,-4.84800,-4.84800,-4.84800,-4.84800,-4.93100,-4.97400,0.63910,0.63910,-7.60000,-7.60000,,,,,,,-8.20370,-8.74980
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
