Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-09-30,1595.80000,1595.80000,830.10000,-36.80000,728.90010,191.60000,920.50000,221.90000,698.60000,698.60000,625.30000,778.60010,728.90010,227.00000,229.40000,2.75000,2.73000,3.51650,100.00000,45.67620,45.67620,57.68270,39.18410,0.15750,2.23250,40.31330,9.80010,10.80960,6.89320,9.80010,31.48980,1.2071,0.9885
2020-06-30,1415.40000,1415.40000,822.10000,-39.60000,553.70000,415.10000,968.80000,240.30000,728.50000,728.50000,586.20000,601.90000,553.70000,227.40000,229.50000,2.58000,2.55000,3.23730,100.00000,39.11970,39.11970,68.44710,41.41590,0.14930,2.15860,41.69350,10.79150,11.97210,7.68680,10.79150,29.74010,3.8226,3.558
2020-03-31,1462.60000,1462.60000,713.80000,-41.60000,707.20000,-500.30000,206.90000,40.30000,166.60000,166.60000,333.70000,753.29990,707.20000,234.10000,236.80000,1.43000,1.41000,4.54830,100.00000,48.35230,48.35230,14.14600,22.81550,0.16930,2.49890,36.01600,2.58940,2.88820,1.92890,2.58940,28.22120,3.32640,3.13220
2019-12-31,1468.70000,1468.70000,850.80010,-37.60000,580.30050,170.00000,750.30020,156.40000,593.89990,593.89990,530.70010,639.40050,580.30010,235.40000,238.60000,2.27000,2.23000,6.77570,100.00000,39.51120,39.51110,51.08600,36.13400,0.15740,2.27140,39.62280,8.36230,9.22720,6.36520,8.36230,30.19420,0.0816,-0.1508
2019-09-30,1426.70000,1426.70000,729.60000,-38.00000,659.10000,43.00000,702.10000,157.00000,545.10000,545.10000,532.00000,704.80000,659.10000,234.90000,238.20000,2.26000,2.23000,3.60310,100.00000,46.19750,46.19750,49.21150,37.28890,0.15180,2.29890,39.14910,7.96950,8.82880,5.80030,7.96950,29.14250,2.3336,2.1036
2019-06-30,1395.20000,1395.20000,746.70010,-33.40000,615.09990,124.50000,739.60000,183.70000,555.90000,555.90000,513.70000,659.19980,615.09990,235.90000,239.20000,2.18000,2.15000,3.90990,100.00000,44.08690,44.08690,53.01030,36.81910,0.15650,2.25100,39.98140,8.44950,9.40070,6.23740,8.44950,27.93460,1.5513,1.3553
2019-03-31,1327.30000,1327.30000,750.60000,-44.20000,532.50010,202.80000,735.30000,181.30000,554.00000,554.00000,499.60000,574.40010,532.50010,236.60000,239.60000,2.11000,2.09000,3.74320,100.00000,40.11900,40.11900,55.39820,37.64030,0.15690,2.19530,40.99600,8.77830,9.81350,6.54930,8.77830,26.69270,2.41530,2.21620
2018-12-31,1305.00000,1305.00000,737.90010,-24.80000,542.30000,-151.90000,390.40010,118.40010,272.00010,272.00010,386.69990,586.90000,542.30030,242.20000,246.90000,1.45000,1.43000,4.86400,100.00000,41.55560,41.55560,29.91570,29.63220,0.16970,2.37450,37.90350,4.44130,4.98300,3.53740,4.44130,25.72490,0.5553,0.3638
2018-09-30,1394.60000,1394.60000,716.10000,-37.90000,640.59990,124.90000,765.50000,183.90000,581.60000,581.60000,569.30000,680.79990,640.59990,242.80000,247.50000,2.34000,2.30000,3.17620,100.00000,45.93430,45.93430,54.89030,40.82170,0.16350,2.39170,37.63020,9.00240,10.03660,6.81780,9.00240,26.63040,2.2494,2.0761
2018-06-30,1345.00000,1345.00000,713.20000,-37.10000,594.70000,34.10000,628.80000,169.20000,459.60000,459.60000,438.40000,632.50000,594.70000,242.20000,247.40000,1.81000,1.77000,3.27280,100.00000,44.21560,44.21560,46.75090,32.59480,0.17060,2.38310,37.76650,7.51640,8.43470,5.83090,7.51640,25.14430,1.6706,1.4998
2018-03-31,1328.00000,1328.00000,702.10000,-42.10000,583.80000,16.10000,599.90000,144.40000,455.50000,455.50000,443.10000,620.70010,583.80000,244.30000,249.80000,1.81000,1.77000,3.86770,100.00000,43.96090,43.96090,45.17320,33.36600,0.18010,2.23720,40.22890,7.71790,8.69910,6.17690,7.71790,24.25950,2.08570,1.93880
2017-12-31,1297.60000,1297.60000,731.49990,-35.10000,531.00010,102.00000,633.00010,246.40000,386.60010,386.60010,339.20000,567.70010,530.99990,241.20000,245.10000,1.40000,1.37000,6.27990,100.00000,40.92170,40.92170,48.78240,26.14060,0.17220,2.29540,39.20850,6.63760,7.49410,5.13050,6.63760,23.76230,-0.5071,-0.7382
2017-09-30,1238.70000,1238.70000,652.30000,-37.90000,548.49990,67.30000,615.80000,211.60000,404.20000,404.20000,382.10000,583.49990,548.49990,240.30000,244.40000,1.59000,1.56000,3.57970,100.00000,44.28030,44.28030,49.71340,30.84690,0.16790,2.43890,36.90240,7.31190,8.31290,5.47730,7.31190,22.82280,0.8707,0.6824
2017-06-30,1186.00000,1186.00000,644.00000,-34.40000,507.60000,112.00000,619.60000,229.60000,390.00000,390.00000,365.40000,543.90000,507.60000,239.80000,243.00000,1.52000,1.50000,3.99700,100.00000,42.79930,42.79930,52.24280,30.80940,0.18160,2.42680,37.08520,7.54560,8.66110,5.97010,7.54560,21.51240,-0.195,-0.3439
2017-03-31,1132.60000,1132.60000,622.30000,11.40000,521.70000,115.00000,636.70000,236.30000,400.40000,400.40000,377.20000,557.30000,521.70000,242.10000,245.50000,1.56000,1.54000,3.37030,100.00000,46.06220,46.06220,56.21580,33.30390,0.18050,2.34740,38.34100,8.00770,9.23750,6.38030,8.00770,20.72540,0.76780,0.57680
2016-12-31,1153.10000,1153.10000,946.70020,256.90000,563.30000,12.20000,575.50000,208.70000,366.80000,366.80000,371.40000,596.70000,563.30000,245.50000,250.30000,1.53000,1.50000,5.30860,100.00000,48.85090,48.85090,49.90890,32.20880,0.18520,2.53370,35.52080,7.32340,8.44600,5.89240,7.32340,20.46130,-0.3912,-0.5339
2016-09-30,1092.90000,1092.90000,482.90000,-100.30000,475.70000,88.30000,564.00000,201.30000,362.70000,362.70000,320.50000,509.70000,475.70000,245.60000,250.10000,1.30000,1.28000,2.55450,100.00000,43.52640,43.52640,51.60580,29.32570,0.16250,2.44550,36.80210,7.50360,8.70200,5.39450,7.50360,19.74320,1.1286,0.9924
2016-06-30,1044.70000,1044.70000,462.30000,-265.10000,283.50000,41.50000,325.00000,113.80000,211.20000,211.20000,199.30000,317.30000,283.50000,246.90000,252.60000,0.81000,0.79000,3.19740,100.00000,27.13700,27.13700,31.10940,19.07730,0.15870,2.44430,36.82010,4.34490,5.03430,3.20890,4.34490,19.56080,-0.3445,-0.5181
2016-03-31,994.10000,994.10000,453.60000,-97.40000,410.90000,85.10000,496.00000,182.70000,313.30000,313.30000,298.30000,443.10000,410.90000,246.70000,251.50000,1.21000,1.18000,3.14650,100.00000,41.33390,41.33390,49.89440,30.00700,0.16020,2.32210,38.75770,6.57670,7.64500,5.05000,6.57670,19.19880,0.28830,0.14830
2015-12-31,1052.20000,1052.20000,461.79990,-103.50000,455.00040,43.40000,498.40010,195.20000,303.20010,303.20010,303.70000,486.90040,455.00020,254.60000,260.90000,1.22000,1.20000,5.86340,100.00000,43.24280,43.24270,47.36740,28.86330,0.20600,2.35920,38.14860,6.36710,7.40180,5.93710,6.36710,19.01230,0.4772,0.3404
2015-09-30,1049.00000,1049.00000,471.00000,-86.60000,458.30000,0.30000,458.60000,181.50000,277.10000,277.10000,273.00000,491.40010,458.30000,252.70000,258.60000,1.08000,1.06000,2.69110,100.00000,43.68920,43.68920,43.71780,26.02480,0.19920,2.43160,37.01240,5.92900,6.91380,5.26150,5.92900,18.56780,2.0379,1.8968
2015-06-30,1072.40000,1072.40000,453.60000,-78.80000,507.80000,33.00000,540.80000,207.60000,333.20000,333.20000,329.10000,540.00010,507.80000,257.70000,264.60000,1.28000,1.24000,3.83270,100.00000,47.35170,47.35170,50.42890,30.68820,0.19800,2.38630,37.71540,6.70810,7.74630,6.15270,6.70810,19.29510,1.3044,1.1579
2015-03-31,1027.00000,1027.00000,447.60000,-72.50000,477.80000,26.80000,504.60000,195.10000,309.50000,309.50000,301.10000,506.90010,477.80000,258.70000,265.70000,1.16000,1.13000,2.35180,100.00000,46.52390,46.52390,49.13340,29.31840,0.17230,2.29600,39.19860,6.18750,7.13740,5.19120,6.18750,19.19600,2.04670,1.89120
2014-12-31,1022.40000,1022.40000,437.70000,-76.40000,480.00010,38.80000,518.79990,202.90000,315.89990,315.89990,312.10010,508.30010,480.00020,259.60000,267.40000,1.21000,1.18000,7.82060,100.00000,46.94840,46.94840,50.74330,30.52620,0.18110,2.30890,38.97890,5.85520,6.67940,5.59670,5.85520,20.66260,0.4779,0.3149
2014-09-30,1020.80000,1020.80000,432.40000,-71.40000,488.70000,5.20000,493.90000,190.30000,303.60000,303.60000,299.80000,516.99990,488.70000,259.70000,267.40000,1.15000,1.12000,3.82630,100.00000,47.87420,47.87420,48.38360,29.36910,0.17700,2.40980,37.34720,5.80770,6.65530,5.26350,5.80770,20.05530,1.8475,1.7608
2014-06-30,984.30000,984.30000,412.40000,-70.80000,473.10000,26.10000,499.20000,193.40000,305.80000,305.80000,302.40000,501.10000,473.10000,260.70000,268.70000,1.16000,1.13000,5.38770,100.00000,48.06460,48.06460,50.71620,30.72230,0.17360,2.31060,38.95150,5.79870,6.63640,5.39430,5.79870,20.05040,0.8869,0.7593
2014-03-31,954.60000,954.60000,410.60000,-67.80000,449.10000,42.10000,491.20000,186.90000,304.30000,304.30000,301.10000,476.20000,449.10000,260.40000,268.60000,1.16000,1.12000,5.07160,100.00000,47.04590,47.04590,51.45610,31.54200,0.17470,2.27450,39.56950,6.04110,6.96100,5.57030,6.04110,19.16460,1.81350,1.71890
2013-12-31,929.79970,929.79970,393.50000,-71.10000,440.09970,31.70000,471.80000,184.10000,287.70000,287.70000,284.80000,465.19970,440.09990,258.30000,266.30000,1.11000,1.07000,8.35720,100.00000,47.33270,47.33280,50.74210,30.63030,0.18470,2.33150,38.60190,5.97120,6.92850,5.71620,5.97120,18.38460,0.2846,0.1672
2013-09-30,884.40000,884.40000,369.40000,-67.00000,425.90000,11.60000,437.50000,167.20000,270.30000,270.30000,267.70000,448.00000,425.90000,258.70000,266.50000,1.03000,1.00000,3.51230,100.00000,48.15690,48.15690,49.46860,30.26910,0.17250,2.41900,37.20490,5.95300,6.97570,5.27230,5.95300,17.40550,1.6119,1.4879
2013-06-30,854.30000,854.30000,370.60000,-63.00000,398.80000,1.40000,400.20000,152.40000,247.80000,247.80000,245.80000,420.70000,398.80000,258.20000,266.20000,0.95000,0.92000,3.73140,100.00000,46.68150,46.68150,46.84540,28.77210,0.17800,2.33100,38.61060,5.74880,6.79870,5.16370,5.74880,16.57530,1.0002,0.9303
2013-03-31,815.70000,815.70000,363.40000,-58.20000,372.60000,18.30000,390.90000,149.00000,241.90000,241.90000,240.10000,394.10000,372.60000,256.90000,264.90000,0.93000,0.91000,3.27740,100.00000,45.67860,45.67860,47.92200,29.43480,0.17690,2.23720,40.22800,5.88990,7.02930,5.24660,5.88990,15.84140,1.73420,1.64820
2012-12-31,787.30000,787.30000,344.99990,-59.80000,361.20010,16.90000,378.10000,146.10000,232.00000,232.00000,230.30000,382.20010,361.20000,253.40000,261.00000,0.91000,0.88000,3.45670,100.00000,45.87830,45.87830,48.02490,29.25190,0.18730,2.22460,40.45600,6.03210,7.29470,5.52010,6.03210,14.96430,0.1513,0.0707
2012-09-30,769.70000,769.70000,336.70000,-53.50000,358.90000,41.40000,400.30000,153.00000,247.30000,247.30000,245.70000,379.60000,358.90000,253.00000,260.30000,0.97000,0.94000,2.86670,100.00000,46.62860,46.62860,52.00730,31.92150,0.17470,2.31700,38.84370,6.40860,7.74460,5.61330,6.40860,15.14320,1.4102,1.3366
2012-06-30,736.80000,736.80000,336.40000,-52.50000,328.00000,7.40000,335.40000,128.60000,206.80000,206.80000,205.60000,348.00000,328.00000,253.40000,260.60000,0.81000,0.79000,2.82400,100.00000,44.51680,44.51680,45.52120,27.90450,0.17900,2.27270,39.60100,5.65370,6.91150,5.02320,5.65370,14.41680,0.8791,0.81
2012-03-31,728.70000,728.70000,338.80000,-54.60000,316.20000,5.10000,321.30000,123.80000,197.50000,197.50000,196.50000,335.40000,316.20000,253.10000,261.00000,0.78000,0.75000,3.19160,100.00000,43.39230,43.39230,44.09220,26.96580,0.17870,2.25950,39.83120,5.44060,6.66240,4.84440,5.44060,14.23930,1.01840,0.94710
2011-12-31,671.60020,671.60020,301.70000,-57.30000,293.60030,12.90000,306.50000,118.10000,188.39990,188.39990,187.50000,312.70030,293.60000,255.60000,263.30000,0.74000,0.73000,3.43940,100.00000,43.71650,43.71650,45.63730,27.91840,0.17810,2.20560,40.80550,5.50760,6.83850,4.99690,5.50760,13.50600,-0.0153,-0.1375
2011-09-30,679.40000,679.40000,320.30000,-45.40000,295.20000,1.30000,296.50000,111.00000,185.50000,185.50000,184.60000,313.80000,295.20000,253.70000,260.00000,0.73000,0.71000,2.27580,100.00000,43.45010,43.45010,43.64150,27.17100,0.17690,2.29680,39.18460,5.67350,7.12390,4.83120,5.67350,12.93480,1.3282,1.2615
2011-06-30,713.70000,713.70000,319.50000,-49.70000,326.60000,5.60000,332.20000,127.50000,204.70000,204.70000,203.80000,344.60000,326.60000,258.00000,266.70000,0.79000,0.76000,2.86780,100.00000,45.76150,45.76150,46.54620,28.55540,0.18380,2.20280,40.85750,5.99800,7.45150,5.27250,5.99800,13.30430,1.0377,0.9576
2011-03-31,682.40000,682.40000,308.70000,-45.60000,311.50000,3.90000,315.40000,120.80000,194.60000,194.60000,193.80000,328.20000,311.50000,258.70000,268.50000,0.75000,0.72000,3.22320,100.00000,45.64770,45.64770,46.21920,28.39980,0.17560,2.12320,42.38860,5.63100,6.97440,5.00770,5.63100,13.31080,1.25140,1.20780
2010-12-31,644.79990,644.79990,277.40010,-28.30000,282.79980,15.40000,298.20000,106.60000,191.60000,191.60000,190.80000,298.69980,280.09990,257.20000,265.10000,0.74000,0.73000,3.24460,100.00000,43.85850,43.43980,46.24690,29.59060,0.17700,2.09420,42.97610,5.81220,7.28300,5.26080,5.81220,12.73960,0.0465,-0.0113
2010-09-30,587.00000,587.00000,261.10000,-47.20000,261.90000,8.90000,270.80000,101.70000,169.10000,169.10000,168.40000,278.80000,262.80000,255.50000,261.80000,0.66000,0.64000,2.17600,100.00000,44.61670,44.77000,46.13290,28.68820,0.16470,2.13300,42.19420,5.51820,7.04970,4.74560,5.51820,11.95320,1.0158,0.8844
2010-06-30,578.30000,578.30000,261.00000,-47.80000,253.10000,3.90000,257.00000,98.50000,158.50000,158.50000,157.80000,269.60000,254.00000,258.20000,265.70000,0.61000,0.59000,2.23620,100.00000,43.76620,43.92180,44.44060,27.28690,0.16990,2.24930,40.01210,5.35600,6.91050,4.65770,5.35600,11.50650,0.7376,0.5756
2010-03-31,557.10000,557.10000,256.90000,-45.20000,238.70000,5.30000,244.00000,91.00000,153.00000,153.00000,152.40000,255.10000,239.60000,258.20000,266.20000,0.59000,0.57000,2.65400,100.00000,42.84690,43.00840,43.79820,27.35600,0.16420,2.15100,41.84170,5.08830,6.53510,4.51010,5.08830,11.59070,0.96430,0.87040
2009-12-31,539.10000,539.10000,252.40010,-13.90000,229.80000,10.20000,240.00000,87.50000,152.50000,152.50000,152.00000,245.50000,226.29990,255.90000,262.30000,0.59000,0.58000,3.01580,100.00000,42.62660,41.97740,44.51860,28.19510,0.16790,2.18970,41.10180,5.29110,6.88020,4.75030,5.29110,11.14820,0.2718,0.1521
2009-09-30,499.10000,499.10000,235.30000,-39.10000,207.30000,5.20000,212.50000,79.60000,132.90000,132.90000,132.40000,224.80000,208.30000,256.10000,263.60000,0.52000,0.50000,2.28440,100.00000,41.53480,41.73510,42.57660,26.52780,0.15790,2.23710,40.23040,4.85090,6.40790,4.20440,4.85090,10.64830,0.7391,0.598
2009-06-30,443.50000,443.50000,237.80000,-33.90000,153.90000,7.90000,161.80000,61.80000,100.00000,100.00000,99.70000,171.90000,155.20000,255.20000,261.70000,0.39000,0.38000,2.29980,100.00000,34.70120,34.99440,36.48250,22.48030,0.15000,2.23990,40.18040,3.87580,5.22360,3.38250,3.87580,10.07770,0.4928,0.3621
2009-03-31,385.70000,385.70000,223.50000,-33.70000,110.60000,-36.00000,74.60000,26.40000,48.20000,48.20000,48.00000,128.60000,111.80000,255.40000,259.00000,0.19000,0.19000,2.37810,100.00000,28.67510,28.98630,19.34150,12.44490,0.13810,2.30270,39.08480,1.95890,2.68540,1.72610,1.95890,9.63270,0.53820,0.41930
