Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,32.80500,11.42800,21.37700,15.46200,15.76600,5.61100,-0.28100,5.33000,0.79800,4.53200,4.53200,,4.50400,14.10340,14.10340,0.31000,0.31000,0.38070,0.61470,25.72770,21.74060,0.00880,1.78960,2.99280,0.19310,1.10830,17.94800,0.7804,0.7402
2024-06-30,31.04500,11.74800,19.29700,15.73500,16.03300,3.26400,-2.32000,0.94400,0.01900,0.92500,0.92500,,0.92500,14.03300,14.03300,0.07000,0.07000,0.39800,0.66130,5.02960,4.92830,0.00790,0.37720,0.66470,0.03900,0.22710,17.32720,3.9386,3.8615
2024-03-31,28.68700,10.86300,17.82400,14.58600,14.82200,3.00200,-0.77500,2.22700,0.31200,1.91500,1.91500,,1.90300,13.11200,13.11200,0.15000,0.15000,0.41040,0.73880,12.58260,10.75200,0.00780,0.81960,1.31890,0.08390,0.48320,17.66960,-0.95290,-1.01830
2023-12-31,27.91600,8.65100,19.26500,15.68400,15.88000,3.38500,-3.91400,-0.52900,-0.23600,-0.29300,-0.29300,,-0.32000,11.41790,11.41790,-0.06000,-0.06000,0.32470,0.89470,-3.10320,-1.87720,0.00740,-0.12450,-0.20030,-0.01280,-0.08410,17.86120,0.7033,0.6419
2023-09-30,23.24600,6.09700,17.14900,11.71500,11.82800,5.32100,-0.30200,5.01900,0.94900,4.07000,4.07000,,4.04100,11.03870,11.03870,0.37000,0.37000,0.35870,0.70840,29.07370,23.40840,0.00870,2.02140,2.89110,0.20540,1.29620,18.10200,0.4758,0.4203
2023-06-30,22.34900,4.52600,17.82300,11.58100,11.69300,6.13000,-0.41500,5.71500,1.02100,4.69400,4.69400,,4.69400,11.05600,11.05600,0.42000,0.42000,0.08220,0.64460,32.11940,26.38120,0.00910,2.32010,3.31500,0.24060,2.12940,18.20040,0.4113,0.4098
2023-03-31,21.49900,3.97600,17.52300,12.33200,12.44300,5.08000,-0.02500,5.05500,0.89800,4.15700,4.15700,,4.12700,11.18900,11.18900,0.37000,0.37000,0.08350,0.46600,28.75430,23.47550,0.00910,2.03700,2.90320,0.21600,1.86690,18.21750,0.22270,0.17020
2022-12-31,21.34800,1.51100,19.83700,11.93300,12.04600,7.79100,,7.79100,1.38300,6.40800,6.40800,,6.35100,11.41100,11.41100,0.57000,0.57000,0.08680,0.45110,39.23750,31.98530,0.01030,3.19320,4.58940,0.33390,2.91610,17.82350,0.5866,0.5558
2022-09-30,20.28500,1.26000,19.02500,12.08000,12.19300,6.83200,,6.83200,1.25300,5.57900,5.57900,,5.55100,11.28420,11.28420,0.49000,0.49000,0.11160,0.14600,35.61670,28.93860,0.01010,2.85460,4.15650,0.29290,2.53620,17.30470,0.6262,0.6774
2022-06-30,19.73600,1.04100,18.69500,11.73400,11.84600,6.84900,,6.84900,1.23100,5.61800,5.61800,,5.58900,11.33780,11.33780,0.49000,0.49000,0.10970,0.14780,37.38950,30.51100,0.00960,2.76800,3.96860,0.29370,2.46450,17.84260,0.6098,0.7332
2022-03-31,18.67200,0.89900,17.77300,12.15900,12.29900,5.47400,,5.47400,0.95100,4.52300,4.52300,,4.52300,11.81900,11.81900,0.38000,0.38000,0.04610,0.16800,30.88470,25.51910,0.00930,2.18630,3.11230,0.23810,2.08550,18.14380,0.38950,0.38550
2021-12-31,19.53600,0.87900,18.65700,11.54000,11.80300,6.85400,,6.85400,1.22700,5.62700,5.62700,,5.60700,12.58960,12.58960,0.45000,0.45000,0.04020,0.04190,35.76310,29.25650,0.01010,2.35830,3.18070,0.29560,2.26340,19.21900,0.2281,0.1706
2021-09-30,19.13000,0.95100,18.17900,12.07200,12.33500,5.84400,,5.84400,1.02700,4.81700,4.81700,,4.79900,12.45530,12.45530,0.39000,0.39000,0.05920,0.06290,32.69740,26.85060,0.00950,2.02040,2.72880,0.25560,1.90080,19.17630,0.5943,0.5708
2021-06-30,19.74300,1.06000,18.68300,11.93300,12.19300,6.49000,,6.49000,1.20000,5.29000,5.29000,,5.27100,12.74400,12.74400,0.41000,0.41000,0.05880,0.06250,34.70960,28.19020,0.01010,2.20460,2.97390,0.28490,2.07490,18.99260,0.2774,0.228
2021-03-31,19.00000,1.16300,17.83700,11.18300,11.44000,6.39700,,6.39700,1.15700,5.24000,5.24000,,5.22200,12.79500,12.79500,0.41000,0.41000,0.06630,0.07110,35.75940,29.19110,0.00980,2.19020,2.96180,0.28820,2.04490,18.66190,0.31570,0.29250
2020-12-31,20.25000,1.43200,18.81800,11.53000,11.79300,7.02500,,7.02500,1.28300,5.74200,5.74200,,5.70700,12.91430,12.91460,0.44000,0.44000,0.08370,0.09140,37.03410,30.08590,0.01090,2.38430,3.22310,0.32890,2.18470,18.72960,0.3397,0.2914
2020-09-30,19.60000,1.79300,17.80700,12.36600,12.62900,5.17800,,5.17800,0.92800,4.25000,4.25000,,4.24000,12.93790,12.93790,0.33000,0.33000,0.11830,0.13410,30.76470,25.19160,0.00980,1.78130,2.41720,0.24630,1.57070,18.45630,0.3384,0.3098
2020-06-30,19.27600,1.95900,17.31700,10.87200,11.13200,6.18500,,6.18500,1.12800,5.05700,5.05700,,5.05700,12.94100,12.94100,0.39000,0.39000,0.12540,0.14340,35.74940,29.22950,0.01000,2.13330,2.90190,0.29140,1.86570,18.26810,0.2801,0.2234
2020-03-31,20.39500,2.37800,18.01700,11.98500,12.24500,5.77200,,5.77200,0.74600,5.02600,5.02600,,5.02600,12.92600,12.92800,0.39000,0.39000,0.13360,0.15420,34.26740,29.83850,0.01030,2.15270,2.94770,0.30720,1.86510,18.00280,0.10090,0.06710
2019-12-31,19.64600,2.57700,17.06900,10.73800,11.00100,6.06800,,6.06800,1.23800,4.83000,4.83000,,4.82300,13.07890,13.08290,0.37000,0.37000,0.15240,0.17980,35.53730,28.24600,0.01040,2.11800,2.93050,0.29460,1.79530,17.62760,0.5313,0.4409
2019-09-30,19.68500,2.75100,16.93400,10.95600,11.21900,5.71500,-0.02700,5.68800,0.96100,4.72700,4.72700,,4.72000,12.93300,12.93720,0.36000,0.36000,0.15700,0.18620,34.12120,28.31430,0.01010,2.09630,2.91750,0.28750,1.76720,17.44350,0.5226,0.4071
2019-06-30,19.32600,2.73800,16.58800,10.60700,10.86700,5.72100,-0.02000,5.70100,0.97300,4.72800,4.72800,,4.71900,13.19270,13.19670,0.36000,0.36000,0.15850,0.18830,34.48050,28.54120,0.01010,2.12040,2.96880,0.28790,1.78440,17.17940,0.4504,0.3827
2019-03-31,18.88500,2.72200,16.16300,10.27100,10.52800,5.63500,-0.06700,5.56800,0.94100,4.62700,4.62700,,4.61900,13.28360,13.28730,0.35000,0.35000,0.16100,0.19190,34.22670,28.39320,0.01000,2.06550,2.89120,0.28340,1.73300,16.82580,0.17480,0.14960
2018-12-31,18.53900,2.33400,16.20500,9.45200,9.71500,6.49000,-0.16400,6.32600,1.13300,5.19300,5.19300,,5.20100,11.93540,11.94230,0.40000,0.40000,0.17680,0.47150,38.94360,32.01800,0.00990,2.37140,3.35630,0.31720,1.95210,16.47120,0.7967,0.8388
2018-09-30,17.99800,1.96700,16.03100,10.35100,10.63700,5.39400,-0.34600,5.04800,0.84700,4.20100,4.20100,,4.19600,13.28520,13.29070,0.32000,0.32000,0.09750,0.10810,32.83890,27.29640,0.00950,1.96750,2.82090,0.25930,1.77560,16.04770,0.2843,0.2728
2018-06-30,15.32900,1.17000,14.15900,9.89200,10.08000,4.07900,-0.85500,3.22400,0.48600,2.73800,2.73800,,2.73500,11.09950,11.10500,0.25000,0.25000,0.11310,0.12750,23.13600,19.62680,0.00850,1.28930,1.85370,0.16780,1.14340,15.96860,0.4309,0.4149
2018-03-31,13.77800,0.95400,12.82400,8.68500,8.87000,3.95400,-0.75800,3.19600,0.48300,2.71300,2.71300,,2.71300,10.02100,10.02900,0.27000,0.27000,0.04020,0.04190,25.07650,21.28680,0.00990,1.82590,2.36320,0.21050,1.75260,14.79770,0.14120,0.13270
2017-12-31,14.18900,0.95300,13.23600,8.29500,8.48400,4.75200,,4.63400,1.01700,3.61700,3.61700,,3.61700,10.00600,10.01300,0.37000,0.36000,0.00200,0.31480,34.98410,27.30640,0.01020,2.40700,3.11040,0.27920,2.40210,14.99260,0.5578,0.5094
2017-09-30,13.71400,0.90800,12.80600,8.47100,8.66000,4.14600,,4.14600,1.04000,3.10600,3.10600,,3.10600,10.00900,10.01500,0.31000,0.31000,0.00240,0.20280,32.34510,24.23160,0.00980,2.07460,2.68850,0.23630,2.06960,14.94290,0.4703,0.4185
2017-06-30,13.72400,0.86100,12.86300,8.64500,8.83300,4.03000,,4.03000,1.02700,3.00300,3.00300,,3.00300,10.00400,10.01100,0.30000,0.30000,0.00270,0.21710,31.88040,23.75600,0.00950,2.03010,2.64480,0.22480,2.02460,14.77200,0.5962,0.3791
2017-03-31,13.29400,0.87700,12.41700,7.79800,7.98300,4.43400,,4.43400,1.18800,3.24600,3.24600,,3.24600,9.99500,10.00300,0.32000,0.32000,0.00330,0.11310,35.75230,26.17320,0.00940,2.23370,2.93110,0.24610,2.22640,14.51730,0.18680,-0.03260
2016-12-31,13.84100,0.88700,12.95400,7.77400,7.96300,4.99100,,4.99100,1.33700,3.65400,3.65400,,3.65400,9.94800,9.97600,0.37000,0.37000,0.00420,0.29830,38.69290,28.32780,0.00990,2.55620,3.37770,0.27960,2.54560,14.29730,0.456,0.0611
2016-09-30,13.74100,0.88500,12.85600,8.77600,8.96500,3.89100,,3.89100,0.99500,2.89600,2.89600,,2.89600,9.96300,9.97300,0.29000,0.29000,0.00450,0.12020,31.16790,23.19770,0.00940,1.97130,2.58700,0.21720,1.96250,14.69940,0.3988,0.258
2016-06-30,13.75800,0.88300,12.87500,8.67600,8.86400,4.01100,,4.01100,1.04300,2.96800,2.96800,,2.96800,9.92200,9.94000,0.30000,0.29000,0.00500,0.21460,32.14200,23.78400,0.00950,2.03690,2.68500,0.22610,2.02680,14.66340,0.5134,0.1602
2016-03-31,13.26300,0.84900,12.41400,8.19500,8.38200,4.03200,,4.03200,1.06800,2.96400,2.96400,,2.96400,9.91600,9.99700,0.30000,0.30000,0.00550,0.08720,32.71670,24.05060,0.00960,2.07370,2.75550,0.23050,2.06230,14.39120,0.18390,0.16630
2015-12-31,13.41200,0.90600,12.50600,8.41700,8.60700,3.89900,-0.00200,3.89700,1.01300,2.88400,2.88400,,2.88400,9.70500,9.81100,0.29000,0.29000,0.04070,0.30930,32.13760,23.78360,0.00950,2.05840,2.75900,0.22520,1.97460,14.11530,0.4809,0.4875
2015-09-30,12.79500,0.91200,11.88300,8.09000,8.27900,3.60400,-0.04900,3.55500,0.92200,2.63300,2.63300,,2.63300,9.89800,10.00600,0.26000,0.26000,0.04100,0.14870,30.53340,22.61450,0.00910,1.86940,2.50610,0.20650,1.79280,14.22310,0.3571,0.3362
2015-06-30,14.17900,0.74800,13.43100,8.40600,8.58100,4.85000,-0.52200,4.32800,1.20500,3.12300,3.12300,,3.12300,9.69500,9.80500,0.33000,0.32000,0.04230,0.13660,33.93450,24.48640,0.01020,2.26800,3.07100,0.25000,2.17200,13.91310,0.452,0.4397
2015-03-31,12.39600,0.76200,11.63400,7.50200,7.64800,3.98600,-0.07000,3.91600,1.08200,2.83400,2.83400,,2.83400,9.31300,9.41100,0.30000,0.30000,0.04570,0.15250,33.86080,24.50500,0.01020,2.20410,2.94170,0.25090,2.10350,13.79870,0.05940,0.05980
2014-12-31,12.81600,0.84400,11.97200,7.34300,7.49300,4.47900,-0.03400,4.44500,1.22800,3.21700,3.21700,,3.21700,9.29700,9.40600,0.34000,0.34000,0.08290,0.22280,37.73670,27.31130,0.01060,2.55940,3.44890,0.29030,2.34730,13.49960,0.736,0.7179
2014-09-30,12.22100,0.91100,11.31000,7.48500,7.63500,3.67500,-0.00400,3.67100,0.95300,2.71800,2.71800,,2.71800,9.30000,9.40500,0.30000,0.29000,0.08490,0.29540,33.65110,24.91520,0.00970,2.20650,2.84490,0.24200,2.01920,13.23790,0.486,0.5443
2014-06-30,12.22700,0.92000,11.30700,7.63700,7.78500,3.52200,-0.07000,3.45200,0.84100,2.61100,2.61100,,2.61100,9.29300,9.40200,0.28000,0.28000,0.08580,0.28580,31.23420,23.62470,0.00960,2.13000,2.75000,0.22680,1.94720,13.18390,0.3697,0.3171
