,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-09-10,2024-07-31,$-0.01,$0.01
1,2024-06-07,2024-04-30,$-0.10,$-0.12
2,2024-03-26,2024-01-31,$0.25,$0.22
3,2023-12-06,2023-10-31,$-0.12,$0.00
4,2023-09-06,2023-07-31,$-0.15,$-0.03
5,2023-06-07,2023-04-30,$-0.17,$-0.14
6,2023-03-21,2023-01-31,$-0.16,$0.16
7,2022-12-07,2022-10-31,$-0.29,$-0.31
8,2022-09-07,2022-07-31,$-0.38,$-0.35
9,2022-06-01,2022-04-30,$-0.34,$-0.52
10,2022-03-17,2022-01-31,$0.19,$-0.47
11,2021-12-08,2021-10-31,$-0.06,$-0.35
12,2021-09-08,2021-07-31,$-0.11,$-0.19
13,2021-06-09,2021-04-30,$-0.17,$-0.11
14,2021-03-23,2021-01-31,$0.37,$0.34
15,2020-12-08,2020-10-31,$-0.20,$-0.13
16,2020-09-09,2020-07-31,$-0.32,$-0.35
17,2020-06-09,2020-04-30,$-0.44,$-0.40
18,2020-03-26,2020-01-31,$0.21,$0.32
19,2019-12-10,2019-10-31,$0.02,$-0.12
20,2019-09-10,2019-07-31,$-0.06,$-0.08
21,2019-06-04,2019-04-30,$-0.01,$0.02
22,2019-04-02,2019-01-31,$0.40,$0.36
23,2018-11-29,2018-10-31,$0.14,$0.17
24,2018-09-06,2018-07-31,$0.02,$0.01
25,2018-05-31,2018-04-30,$0.09,$0.10
26,2018-03-28,2018-01-31,$0.49,$0.51
27,2017-11-21,2017-10-31,$0.11,$0.14
28,2017-08-24,2017-07-31,$0.04,$0.04
29,2017-05-25,2017-04-30,$0.12,$0.16
30,2017-03-23,2017-01-31,$0.57,$0.60
31,2016-11-22,2016-10-31,$0.12,$0.12
32,2016-08-25,2016-07-31,$0.07,$0.07
33,2016-05-26,2016-04-30,$0.15,$0.17
34,2016-03-24,2016-01-31,$0.56,$0.60
35,2015-11-23,2015-10-31,$0.15,$0.14
36,2015-08-27,2015-07-31,$0.06,$0.08
37,2015-05-28,2015-04-30,$0.15,$0.17
38,2015-03-26,2015-01-31,$0.54,$0.54
