Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.61200,2.61200,12.80700,6.22500,,-16.42000,-0.02400,-16.44400,-16.44400,-16.44400,-16.44400,-13.31000,-16.42000,55.15600,55.15600,-0.30000,-0.30000,1.61140,0.50100,1.35030,100.00000,-628.63710,-628.63710,-629.55590,-629.55590,0.01710,5.37450,16.74580,-142.45860,-142.45860,-10.76690,-71.09380,0.20810,-0.2541,-0.2543
2024-06-30,2.13400,2.13400,12.94000,5.77400,,-16.58000,0.27500,-16.30500,-16.30500,-16.30500,-16.30500,-15.95500,-16.58000,55.15000,55.15000,-0.30000,-0.30000,2.19480,0.32960,0.64390,100.00000,-776.94470,-776.94470,-764.05810,-764.05810,0.01270,3.08380,29.18460,-62.08590,-62.08590,-9.69240,-41.62520,0.47610,-0.2297,-0.2369
2024-03-31,2.36000,2.36000,15.41500,7.39600,,-20.45100,0.32200,-20.12900,-20.12900,-20.12900,-20.12900,-18.62300,-20.45100,55.15000,55.15000,-0.36000,-0.36000,2.87240,0.25150,0.43280,100.00000,-866.56780,-866.56780,-852.92380,-852.92380,0.01280,2.05400,43.81780,-48.67490,-48.67490,-10.95870,-36.43190,0.74980,-0.21410,-0.22380
2023-12-31,0.98800,0.98800,15.53000,6.15800,,-20.70000,0.48600,-20.21400,-20.21400,-20.21400,-20.21400,-18.89900,-20.70000,54.01100,54.01100,-0.36000,-0.36000,3.35310,0.20420,0.32550,100.00000,-2095.14100,-2095.14200,-2045.95100,-2045.95100,0.00480,0.16110,558.49190,-34.84210,-34.84210,-9.89110,-27.72800,1.05210,-0.3446,-0.3539
2023-09-30,0.83100,0.83100,16.50600,7.22800,,-22.90300,0.65500,-22.24800,-22.24800,-22.24800,-22.24800,-21.02600,-22.90300,55.14000,55.14000,-0.40000,-0.40000,3.79990,0.17260,0.26120,100.00000,-2756.07700,-2756.07700,-2677.25700,-2677.25600,0.00380,2.09320,42.99640,-29.25710,-29.25710,-10.21450,-24.20710,1.37900,-0.4167,-0.4297
2023-06-30,0.75900,0.75900,25.04200,6.55700,,-30.84000,1.15300,-29.68700,-29.68700,-29.68700,-29.68700,-29.01000,-30.84000,55.07100,55.07100,-0.54000,-0.54000,3.71190,0.10810,0.20810,100.00000,-4063.24100,-4063.24100,-3911.33000,-3911.33100,0.00330,0.63200,142.41110,-30.95010,-30.95010,-12.96250,-27.60500,1.73960,-0.3777,-0.3965
2023-03-31,0.51600,0.51600,20.09100,6.24300,,-25.81800,0.53900,-25.27900,-25.27900,-25.27900,-25.27900,-24.50200,-25.81800,50.62700,50.62700,-0.50000,-0.50000,8.22210,0.10290,0.16220,100.00000,-5003.48900,-5003.48900,-4899.03100,-4899.03100,0.00330,1.08630,82.84880,-20.55200,-20.55200,-16.17180,-18.43680,2.23540,-0.55530,-0.55530
2022-12-31,0.73400,0.73400,26.91900,6.86600,,-30.96800,0.14200,-30.82600,-30.82600,-30.82600,-30.82600,-29.61900,-30.96800,47.88100,47.88100,-0.64000,-0.64000,6.26430,0.13550,0.18810,100.00000,-4219.07500,-4219.07600,-4199.72900,-4199.72700,0.00500,1.18770,75.77660,-29.08910,-29.08910,-21.11400,-25.14890,2.20440,-0.5054,-0.5114
2022-09-30,0.59500,0.59500,20.67000,5.19800,-0.71200,-25.98500,0.18600,-25.79900,-25.79900,-25.79900,-25.79900,-24.65400,-25.98500,47.85500,47.85500,-0.54000,-0.54000,10.95650,0.12960,0.14890,100.00000,-4367.22700,-4367.22700,-4335.96600,-4335.96600,0.00350,0.94590,95.14290,-19.30330,-19.30330,-15.17010,-16.80150,2.79270,-0.5188,-0.5257
2022-06-30,0.47600,0.47600,19.38700,6.20200,-0.74100,-25.85400,-0.05800,-25.91200,-25.91200,-25.91200,-25.91200,-24.51500,-25.85400,47.85000,47.85000,-0.54000,-0.54000,13.45650,0.11220,0.12640,100.00000,-5431.51200,-5431.51200,-5443.69700,-5443.69700,0.00250,0.81930,109.85290,-16.46420,-16.46420,-13.42270,-14.61680,3.28900,-0.5449,-0.5576
2022-03-31,0.26800,0.26800,14.19100,5.40600,-0.63000,-19.95900,-0.20500,-20.16400,-20.16400,-20.16400,-20.16400,-18.72100,-19.95900,47.80700,47.80700,-0.42000,-0.42000,15.23110,0.09880,0.10960,100.00000,-7447.38800,-7447.38800,-7523.88000,-7523.88000,0.00120,0.67850,132.64930,-11.11860,-11.11860,-9.27930,-10.02020,3.79080,-0.48840,-0.49160
2021-12-31,,,14.64400,5.76200,-0.40200,-20.80800,-0.20100,-20.86500,-20.86500,-20.86500,-20.85400,-20.42000,-20.66400,22.40400,22.40400,3.88000,3.88000,19.13430,0.09010,0.09900,,,,,,,,,-10.39990,-10.39990,-8.94220,-9.46270,4.19790,-1.282,-1.3083
2021-09-30,,,12.28900,4.45900,-0.47300,-17.22100,-1.30700,-18.52800,-18.52800,-18.52800,-18.52800,-16.84200,-17.22100,32.30400,32.30400,-0.57000,-0.57000,16.68590,0.03290,0.05440,,,,,,,,,-8.40890,-8.40890,-7.61620,-8.13260,4.61260,4.1926,4.3526
2021-06-30,,,11.18400,3.63700,-0.38400,-15.20500,-0.19400,-15.39900,-15.39900,-15.39900,-15.41000,-14.83600,-15.20500,4.58900,4.58900,-3.36000,-3.36000,10.61840,-0.10520,-0.12770,,,,,,,,,16.65050,16.65050,-11.84120,18.40270,-19.90190,-3.1362,-3.3247
2021-03-31,,,9.74800,2.74500,-0.44900,-12.94200,-0.54600,-13.48800,-13.48800,-13.48800,-13.48800,-12.59800,-12.94200,4.49700,4.49700,-3.00000,-3.00000,,,,,,,,,,,,,,,,,-2.34580,-2.35650
2020-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,4.2652,4.5726
2020-09-30,,,5.50500,2.04700,-0.49300,-8.04500,-0.19600,-8.24100,-8.24100,-8.24100,-8.24100,-7.75900,-8.04500,4.18100,4.18100,-1.97000,-1.97000,,,,,,,,,,,,,,,,,-1.4728,-1.7206
2020-06-30,,,4.89500,1.01000,-0.22500,-6.13000,-0.19300,-6.32300,-6.32300,-6.32300,-6.32300,-6.13000,-6.13000,4.00800,4.00800,-1.58000,-1.58000,,,,,,,,,,,,,,,,,-2.7924,-2.852
