,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,--,$-0.06
1,2024-09-23,2024-06-30,--,$0.06
2,2024-05-13,2024-03-31,--,$0.02
3,2024-02-12,2023-12-31,--,$0.12
4,2023-11-13,2023-09-30,--,$0.05
5,2023-09-27,2023-06-30,--,$0.04
6,2023-05-15,2023-03-31,--,$0.00
7,2023-02-10,2022-12-31,--,$0.12
8,2022-11-10,2022-09-30,--,$0.21
9,2022-09-23,2022-06-30,--,$0.19
10,2022-05-16,2022-03-31,--,$-0.04
11,2022-02-14,2021-12-31,--,$0.20
12,2021-11-15,2021-09-30,--,$0.23
13,2021-10-01,2021-06-30,--,$-0.25
14,2021-05-14,2021-03-31,--,$0.04
15,2021-02-11,2020-12-31,--,$0.06
16,2020-11-13,2020-09-30,--,$0.00
17,2020-09-23,2020-06-30,--,$0.05
18,2020-05-21,2020-03-31,--,$0.05
19,2020-02-13,2019-12-31,--,$0.11
20,2019-11-13,2019-09-30,--,$0.07
21,2019-09-23,2019-06-30,--,$0.12
22,2019-05-14,2019-03-31,--,$0.04
23,2019-02-13,2018-12-31,--,$0.09
24,2018-11-13,2018-09-30,--,$0.02
25,2018-09-25,2018-06-30,--,$0.18
26,2018-05-18,2018-03-31,--,$-0.20
27,2018-02-12,2017-12-31,--,$0.18
28,2017-11-09,2017-09-30,--,$0.16
29,2017-09-20,2017-06-30,--,$0.09
30,2017-05-11,2017-03-31,--,$0.10
31,2017-02-10,2016-12-31,--,$0.09
32,2016-11-14,2016-09-30,--,$0.08
33,2016-09-28,2016-06-30,--,$0.05
34,2016-05-11,2016-03-31,--,$0.04
35,2016-02-09,2015-12-31,--,$0.05
36,2015-11-16,2015-09-30,--,$0.08
37,2015-09-28,2015-06-30,--,$0.10
38,2015-05-13,2015-03-31,--,$0.06
39,2015-02-17,2014-12-31,--,$0.03
