Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,79.92200,79.92200,25.65500,-50.22900,4.03800,2.40600,6.44400,-0.01400,6.45800,6.45800,1.50700,9.11500,4.03800,16.29000,19.99300,0.09000,0.09000,2.76810,,,100.00000,5.05240,5.05240,8.06290,1.88560,0.18600,0.58920,152.75180,2.32950,2.43980,1.50280,2.32950,4.39520,0.8178,0.6019
2024-06-30,65.86600,65.86600,25.70000,-40.93700,-0.77100,2.35800,1.58700,0.09900,1.48800,1.48800,0.05500,4.35200,-0.77100,16.48000,19.23500,0.00000,0.00000,2.99220,,,100.00000,-1.17060,-1.17060,2.40940,0.08350,0.16120,0.53580,167.96190,0.54720,0.57370,0.36420,0.54720,4.29200,0.706,0.5052
2024-03-31,53.39300,53.39300,23.97300,-35.11200,-5.69200,2.37900,-3.31300,-0.09900,-3.21400,-3.21400,-0.94700,-0.55800,-5.69200,15.94900,15.94900,-0.06000,-0.06000,3.24210,,,100.00000,-10.66060,-10.66060,-6.20490,-1.77360,0.13520,0.47040,191.33070,-1.18840,-1.24630,-0.81360,-1.18840,4.26410,0.24060,-0.01400
2023-12-31,64.40600,64.40600,24.33100,-39.19300,0.88200,2.39600,3.27800,-0.03000,3.30800,3.30800,0.62600,5.89300,0.88200,15.22400,15.22400,0.04000,0.04000,3.12740,,,100.00000,1.36940,1.36940,5.08960,0.97200,0.15910,0.54830,164.15510,1.20560,1.26370,0.81700,1.20560,4.36810,1.5373,1.2799
2023-09-30,59.58500,59.58500,25.28800,-37.11600,-2.81900,2.32800,-0.49100,0.18100,-0.67200,-0.67200,-0.52600,1.96200,-2.81900,15.38800,15.38800,-0.03000,-0.03000,3.59910,,,100.00000,-4.73110,-4.73110,-0.82400,-0.88280,0.15740,0.56190,160.16630,-0.25010,-0.26250,-0.17750,-0.25010,4.29060,0.2253,0.0244
2023-06-30,57.22300,57.22300,22.77900,-39.69500,-5.25100,2.04800,-3.20300,,-3.20300,-3.20300,-1.06300,-0.74000,-5.25100,15.13500,15.13500,-0.07000,-0.07000,4.02420,,,100.00000,-9.17640,-9.17640,-5.59740,-1.85760,0.15830,0.63600,141.49960,-1.21300,-1.27490,-0.88610,-1.21300,4.23000,0.7555,0.5099
2023-03-31,41.72000,41.72000,23.59700,-29.23100,-11.10800,1.73200,-9.37600,,-9.37600,-9.37600,-2.48000,-6.72800,-11.10800,14.74800,14.74800,-0.17000,-0.17000,4.54050,,,100.00000,-26.62510,-26.62510,-22.47360,-5.94440,0.11950,0.51630,174.32640,-3.57840,-3.76420,-2.68600,-3.57840,4.21600,-0.03830,-0.21960
2022-12-31,54.50900,54.50900,25.96000,-37.75500,-9.20600,1.19800,-8.00800,,-8.00800,-8.00800,-2.19400,-4.92100,-9.20600,14.18500,14.18500,-0.15000,-0.15000,3.61420,,,100.00000,-16.88890,-16.88900,-14.69120,-4.02500,0.14420,0.53620,167.84790,-3.01320,-3.16920,-2.11920,-3.01320,4.30560,0.6818,0.5087
2022-09-30,48.83000,48.83000,28.59900,-33.10600,-12.87500,0.44900,-12.42600,,-12.42600,-12.42600,-3.12600,-8.85900,-12.87500,14.30600,14.30600,-0.22000,-0.22000,4.23710,,,100.00000,-26.36700,-26.36700,-25.44750,-6.40180,0.13620,0.52160,172.53350,-4.67330,-4.92070,-3.46610,-4.67330,4.32050,-0.3271,-0.4689
2022-06-30,51.20000,51.20000,29.01100,-35.96100,-13.77200,-0.32000,-14.09200,,-14.09200,-14.09200,-3.40100,-9.88900,-13.77200,14.11400,14.11400,-0.24000,-0.24000,4.29340,,,100.00000,-26.89840,-26.89840,-27.52340,-6.64260,0.14230,0.54770,164.32210,-5.21580,-5.49330,-3.91560,-5.21580,4.40490,-1.4415,-1.5968
