Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.89700,0.37200,1.52500,1.55200,2.61600,,4.85100,-3.32600,-1.82500,-5.15100,-0.14700,-5.00400,-5.00400,-5.00400,-2.29400,-3.32600,15.70000,15.70000,-0.32000,-0.32000,0.44850,0.19870,0.45950,80.39010,-175.32950,-175.32950,-271.53400,-263.78490,0.06010,4.11500,21.87140,-35.05430,47.43580,-15.84800,-28.09030,0.88860,-0.127,-0.1273
2024-06-30,1.76600,0.35300,1.41300,1.73100,2.64900,,5.06300,-3.65000,-1.76500,-5.41500,-0.15900,-5.25600,-5.25600,-5.25600,-2.62400,-3.65000,15.25500,15.25500,-0.34000,-0.34000,0.52190,0.13140,0.40020,80.01130,-206.68170,-206.68170,-306.62510,-297.62180,0.05230,2.89980,31.03620,-31.89320,58.22530,-15.56230,-27.70250,1.07950,-0.1252,-0.1257
2024-03-31,1.81800,0.32700,1.49100,1.59900,2.79600,,5.07800,-3.58700,-1.79000,-5.37700,-0.20700,-5.17000,-5.17000,-5.17000,-2.55700,-3.58700,15.25400,15.25400,-0.34000,-0.34000,0.59650,,0.16150,82.01320,-197.30470,-197.30470,-295.76460,-284.37840,0.05260,1.19140,75.54460,-24.75940,97.38180,-14.96080,-24.75940,1.36890,-0.04260,-0.04380
2023-12-31,1.71900,0.34300,1.37600,1.86200,2.26600,-0.34900,41.18500,-39.80900,0.48800,-39.32100,-0.61400,-38.70700,-38.70700,-38.70700,-1.86900,-39.80900,11.40300,11.40300,-3.28000,-3.28000,0.87520,,0.12020,80.04650,-2315.82200,-2315.82300,-2287.43400,-2251.71600,0.04700,0.79330,113.45550,-152.40180,2624.20600,-105.81180,-152.40170,1.66500,-0.7445,-0.7499
2023-09-30,1.77000,0.35800,1.41200,1.56800,3.34600,-0.03000,5.64100,-4.22900,5.25300,1.02400,-0.41700,1.44100,1.44100,1.44100,-4.48400,-4.22900,10.81800,10.81800,0.13000,0.13000,1.15110,,,79.77400,-238.92660,-238.92660,57.85310,81.41240,0.02400,1.65580,54.35590,2.25570,446.13270,1.95790,2.25570,4.18790,0.0084,0.0065
2023-06-30,1.91500,0.48000,1.43500,1.66800,2.58900,-0.16400,5.11800,-3.68300,-12.02800,-15.71100,-0.98100,-14.73000,-14.73000,-14.73000,-2.86800,-3.68300,14.07000,14.07000,-1.05000,-1.05000,0.37060,,,74.93470,-192.32380,-192.32380,-820.41780,-769.19060,0.02650,1.29220,69.65010,-28.95050,110.12260,-20.37650,-28.95050,3.61620,-0.154,-0.151
2023-03-31,1.96200,0.57000,1.39200,1.66600,3.67200,,6.26000,-4.86800,1.68600,-3.18200,-1.56000,-1.62200,-1.62200,-1.62200,-3.66600,-4.86800,14.07000,14.07000,-0.12000,-0.12000,1.39760,,,70.94800,-248.11420,-248.11420,-162.18140,-82.67080,0.02570,0.70750,127.20180,-2.47430,-239.23250,-2.12350,-2.47430,4.65910,-0.68050,-0.68600
2022-12-31,1.99700,0.43600,1.56100,2.39400,2.46500,-0.87900,8.65200,-7.09100,1.64100,-5.45000,0.09100,-5.54100,-5.54100,-5.54100,-5.90300,-7.09100,,,,0.00000,1.58250,,,78.16720,-355.08250,-355.08250,-272.90920,-277.46600,0.06820,1.23960,72.60390,-23.68860,-135.08040,-18.92420,-23.68860,,0,0
2022-09-30,1.74200,0.49900,1.24300,2.50800,7.28000,,10.75900,-9.51600,-1.41300,-10.92900,,-10.92900,-10.92900,-10.92900,-8.29700,-9.51600,,,,0.00000,0.14080,,,71.35480,-546.26870,-546.26870,-627.38230,-627.38230,0.17620,,,432.86250,432.86290,-110.54610,432.86250,-0.36590,0,0
2022-06-30,2.14900,0.54000,1.60900,2.43000,3.49600,-0.98900,12.45500,-10.84600,-0.22600,-11.07200,-0.03800,-11.03400,-11.03400,-11.03400,-4.09200,-10.84600,,,,0.00000,0.21450,,,74.87200,-504.69990,-504.69990,-515.21640,-513.44810,0.22050,,,324.80380,324.73780,-113.20320,324.80380,-0.49230,0,0
2022-03-31,2.58200,0.58900,1.99300,1.99100,3.42600,1.85200,3.56500,-1.57200,0.00100,-1.57100,0.10000,-1.67100,-1.67100,-1.67100,-0.39600,-1.57200,,,,0.00000,0.48070,,,77.18820,-60.88300,-60.88300,-60.84430,-64.71730,0.00920,,,12.63460,12.63460,-0.59850,12.63460,-1.91680,0.00000,
2021-12-31,,,,,,-0.42720,,-0.42720,4.38380,3.95650,,3.95650,3.95650,3.95650,-0.42720,-0.42720,6.90000,6.90000,0.12000,0.12000,0.69440,,,,,,,,,,,-18.75690,-18.75690,1.41620,-18.75690,-3.05710,-0.0117,-0.0117
2021-09-30,,,,,,-0.34640,,-0.34640,4.58220,4.23590,,4.23590,4.23590,4.23590,-0.34640,-0.34640,6.90000,6.90000,0.12000,0.12000,1.37160,,,,,,,,,,,-16.90950,-16.90950,1.51530,-16.90950,-3.63050,-0.0277,-0.0277
2021-06-30,,,,,,-0.32710,,-0.32710,-4.56720,-4.89430,,-4.89430,-4.89430,-4.89430,-0.32710,-0.32710,6.90000,6.90000,-0.14000,-0.14000,2.14320,,,,,,,,,,,-97.88520,-97.88460,-1.74900,-97.88520,0.48570,-0.012,-0.012
2021-03-31,,,,,,-0.39720,,-0.39720,6.30690,5.90970,,5.90970,5.90970,5.90970,-0.39720,-0.39720,6.90000,6.90000,0.17000,0.17000,3.51760,,,,,,,,,,,118.19450,118.19320,2.11040,118.19450,0.50970,-0.03490,-0.03490
2020-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
