Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,73.09500,28.92400,44.17100,32.81700,33.42100,10.75000,,10.75000,1.61000,9.14000,9.14000,9.14000,16.72700,16.84000,0.55000,0.54000,0.09050,0.09950,25.84380,21.97330,0.00850,1.86900,2.38210,0.18620,1.69990,28.89180,0.737,0.7451
2024-06-30,68.88900,28.47100,40.41800,29.47600,30.08400,10.33400,,10.33400,2.33100,8.00300,8.00300,8.00300,16.77100,16.85000,0.48000,0.48000,0.10410,0.11610,26.13890,20.24280,0.00810,1.69390,2.18340,0.16360,1.51760,27.91360,0.9836,1.0573
2024-03-31,68.16300,28.06200,40.10100,27.50100,28.11300,11.98800,,11.98800,2.63000,9.35800,9.35800,9.35800,16.85000,16.92500,0.56000,0.55000,0.10020,0.11130,29.57010,23.08280,0.00820,2.00470,2.59760,0.18890,1.80390,27.36680,0.41810,0.43780
2023-12-31,65.07500,25.97900,39.09600,30.62300,31.26600,7.83000,,7.83000,1.64000,6.19000,6.19000,6.19000,16.80500,16.91100,0.36000,0.37000,0.10710,0.12000,20.86610,16.49570,0.00780,1.34600,1.75480,0.12820,1.20180,27.06960,0.693,0.6091
2023-09-30,55.96600,24.26900,31.69700,28.55400,29.20100,2.49600,-0.11000,2.38600,0.31900,2.06700,2.06700,2.06700,16.80800,16.91900,0.12000,0.12000,0.11180,0.12580,7.72120,6.68890,0.00640,0.46280,0.61000,0.04310,0.41110,26.28140,0.3933,0.3567
2023-06-30,59.22400,20.51900,38.70500,26.84800,27.52300,11.18200,,11.18200,2.34600,8.83600,8.83600,8.83600,16.80600,16.89800,0.53000,0.52000,0.11460,0.12940,28.97490,22.89590,0.00810,1.98630,2.62660,0.18620,1.75880,26.16130,0.5902,0.5016
2023-03-31,60.10300,17.19600,42.90700,27.42000,28.07900,14.82800,,14.82800,3.32800,11.50000,11.50000,11.50000,16.79100,16.89600,0.69000,0.68000,0.11670,0.13210,35.00720,27.15020,0.00890,2.59360,3.44020,0.24110,2.29090,26.07620,0.67200,0.61650
2022-12-31,54.43800,9.70000,44.73800,27.56200,28.24900,16.48900,0.04500,16.53400,3.52900,13.00500,13.00500,13.00500,16.74000,16.87100,0.78000,0.77000,0.16240,0.19400,37.62000,29.59050,0.00950,3.00730,4.03030,0.28040,2.51880,25.58740,0.9018,0.7984
2022-09-30,48.54700,5.58900,42.95800,27.46700,28.11700,14.84100,-0.08700,14.75400,3.21100,11.54300,11.54300,11.54300,16.74900,16.87200,0.69000,0.68000,0.12720,0.14570,35.14200,27.49380,0.00880,2.78340,3.79390,0.24060,2.42950,24.55660,0.7804,0.6164
2022-06-30,43.53800,3.24700,40.29100,26.46200,27.09500,13.19600,-0.08100,13.11500,2.90000,10.21500,10.21500,10.21500,16.73500,16.86800,0.61000,0.61000,0.11480,0.12970,33.59290,26.16480,0.00820,2.42970,3.23420,0.21330,2.15080,24.88030,1.0497,0.6688
2022-03-31,40.02600,2.79700,37.22900,25.64800,26.28500,10.94400,-0.43900,10.50500,2.24600,8.25900,8.25900,8.25900,16.71800,16.85800,0.49000,0.49000,0.15770,0.18730,29.00090,22.80040,0.00770,1.96620,2.62330,0.17500,1.65610,24.86490,0.63440,0.66120
2021-12-31,39.58300,2.92200,36.66100,24.82100,25.48100,11.18000,-2.76200,8.41800,1.76200,6.65600,6.65600,6.65600,15.57300,15.69900,0.37000,0.38000,0.23170,0.30160,23.22910,18.36700,0.00790,1.55000,2.05700,0.14430,1.19080,25.55680,0.0387,-0.0321
2021-09-30,39.62000,2.92900,36.69100,23.28300,23.99400,12.69700,-0.46400,12.23300,2.63300,9.60000,9.60000,9.60000,15.55800,15.69100,0.62000,0.61000,0.23530,0.30760,34.41840,27.01030,0.00810,2.26030,3.00200,0.21900,1.72860,25.27950,0.8416,0.9396
2021-06-30,34.99500,2.95500,32.04000,19.97900,20.42000,11.62000,-0.37200,11.24800,2.47000,8.77800,8.77800,8.77800,15.00400,15.12600,0.59000,0.58000,0.24050,0.31660,35.10060,27.39270,0.00880,2.35090,3.10810,0.24020,1.78550,24.71170,0.9967,1.0589
2021-03-31,34.98300,3.03200,31.95100,18.98400,19.42800,12.52300,-0.10300,12.42000,2.66400,9.75600,9.75600,9.75600,15.01200,15.11200,0.65000,0.65000,0.25100,0.33510,38.95370,30.59840,0.00900,2.67980,3.51300,0.27430,2.00710,24.10180,1.06470,1.00440
2020-12-31,34.78800,3.30600,31.48200,18.67900,19.25000,12.23200,-0.70200,11.53000,2.49900,9.03100,9.03100,9.03100,14.95500,15.01900,0.61000,0.60000,0.25230,0.33750,36.62290,28.68530,0.00950,2.52850,3.33620,0.27330,1.89050,23.64260,0.4743,0.4346
2020-09-30,33.97900,3.81500,30.16400,21.10900,21.51100,8.65300,-0.29000,8.36300,1.96800,6.39500,6.39500,6.39500,15.16100,15.21100,0.42000,0.42000,0.50630,1.02550,30.37780,23.22920,0.00810,1.82820,2.43080,0.18880,0.90260,22.96260,1.377,1.3401
2020-06-30,33.45600,4.19900,29.25700,19.77400,20.17900,9.07800,-1.47700,7.60100,1.42700,6.17400,6.17400,6.17400,15.15300,15.20200,0.41000,0.41000,0.10270,1.04270,28.78400,23.38020,0.00810,1.79740,2.40080,0.18900,1.61290,22.57280,-0.5444,-0.583
2020-03-31,30.81600,5.42700,25.38900,19.53500,19.89700,5.49200,-2.09600,3.39600,0.66400,2.73200,2.73200,2.73200,14.39500,14.48000,0.19000,0.19000,0.10460,0.50830,15.30490,12.31240,0.00770,0.81260,1.09410,0.09510,0.72760,22.08650,0.62860,0.46910
2019-12-31,29.87000,5.92400,23.94600,15.97200,16.31300,7.63300,-0.42700,7.20600,0.47300,6.73300,6.73300,6.73300,13.95300,14.04600,0.48000,0.48000,0.18480,0.22660,30.97890,28.94550,0.00950,2.15290,2.85840,0.27490,1.75510,22.32630,0.2675,0.1419
2019-09-30,29.54000,6.20400,23.33600,15.01800,15.35900,7.97700,-0.07300,7.90400,1.94100,5.96300,5.96300,5.96300,13.95600,14.05300,0.43000,0.42000,0.11360,0.22570,34.95490,26.37100,0.00950,1.94840,2.60960,0.24940,1.72700,21.92580,0.5818,0.4252
