Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,660.32200,276.61000,383.71200,21.72700,-20.87200,223.07800,160.63400,-112.82200,47.81200,47.81200,47.81200,47.76600,95.08400,346.80700,160.63400,612.67500,613.64500,0.16000,0.15000,0.35130,0.92340,24.32660,24.32660,7.24070,14.39960,0.03360,0.48040,0.49320,0.24350,0.31160,16.24480,0.5114,0.528
2024-06-30,653.45100,266.81700,386.63400,21.49800,-10.35300,208.47300,178.16100,-147.99700,30.16400,30.16400,30.16400,43.26700,72.98100,359.64000,178.16100,612.62880,613.82340,0.12000,0.12000,0.34980,0.86660,27.26460,27.26460,4.61610,11.16860,0.03400,0.29960,0.30750,0.15680,0.19480,16.43290,0.6024,0.6451
2024-03-31,646.03900,261.63400,384.40500,23.44800,-4.13700,202.89800,181.50700,-89.21900,92.28800,92.28800,92.28800,50.49800,142.15800,361.68000,181.50700,612.22000,613.80700,0.23000,0.23000,0.34760,0.85790,28.09540,28.09540,14.28520,22.00460,0.03360,0.90740,0.93110,0.48040,0.59210,16.60460,0.43270,0.56140
2023-12-31,624.32090,253.78810,370.53290,22.38700,-3.06900,198.61490,171.91790,-91.06900,80.84910,80.84910,80.84910,49.09200,129.36800,349.93990,171.91810,611.89400,613.28900,0.20000,0.22000,0.34720,0.85630,27.53680,27.53680,12.94990,20.72140,0.03250,0.79340,0.81400,0.42060,0.51790,16.65220,0.1436,0.2476
2023-09-30,617.69500,252.88700,364.80800,22.71400,-2.49600,195.90600,168.90200,-94.67000,74.23200,74.23200,74.23200,57.98900,131.63700,344.26100,168.90200,612.00100,613.58000,0.22000,0.21000,0.34560,0.84980,27.34390,27.34390,12.01760,21.31100,0.03170,0.72280,0.74150,0.38130,0.47300,16.78150,0.6854,0.7987
2023-06-30,600.37200,237.38800,362.98400,19.79100,-1.86800,187.41800,175.56600,-84.07200,91.49400,91.49400,91.49400,46.78800,137.69800,345.68900,175.56600,611.95430,613.31650,0.23000,0.22000,0.34530,0.77240,29.24290,29.24290,15.23960,22.93550,0.03240,0.88980,0.91270,0.49340,0.58260,16.80300,0.4574,0.573
2023-03-31,589.89000,232.08100,357.80900,17.45200,-1.16300,183.28800,174.52100,-83.60800,90.91300,90.91300,90.91300,29.67100,120.07100,343.50500,174.52100,611.58800,612.56400,0.20000,0.20000,0.34610,0.77490,29.58540,29.58540,15.41190,20.35480,0.03190,0.88670,0.90960,0.49130,0.57990,16.75620,0.51880,0.57190
2022-12-31,579.83600,232.38500,347.45100,16.92100,-5.82300,186.06210,161.38890,-81.74000,79.64910,79.64910,79.64910,21.21300,100.42600,329.01490,161.38900,609.77100,611.11200,0.17000,0.17000,0.34450,0.76960,27.83350,27.83360,13.73650,17.31970,0.03130,0.77150,0.79130,0.42970,0.50570,16.88490,0.1995,0.1745
2022-09-30,568.67500,226.17200,342.50300,20.12300,-20.00400,200.55500,141.94800,-86.47100,55.47700,55.47700,55.47700,23.95200,79.03200,306.68500,141.94800,610.84600,612.64800,0.13000,0.13000,0.34330,0.76610,24.96120,24.96120,9.75550,13.89760,0.03040,0.53620,0.54990,0.29700,0.35210,16.92210,0.5729,0.5303
2022-06-30,557.30000,212.49400,344.80600,19.34200,-1.35500,179.26900,165.53700,-81.54000,83.99700,83.99700,83.99700,27.50800,110.81500,328.15900,165.53700,610.33200,611.62000,0.18000,0.18000,0.34470,0.77080,29.70340,29.70340,15.07210,19.88430,0.03010,0.81690,0.83800,0.45390,0.53530,16.84580,0.516,0.483
2022-03-31,532.31000,203.23600,329.07400,17.63900,-1.51500,174.95000,154.12400,-79.14700,74.97700,74.97700,74.97700,18.02600,92.39500,313.92000,154.12400,606.41000,607.90800,0.15000,0.15000,0.37370,0.78470,28.95380,28.95380,14.08520,17.35740,0.02870,0.73330,0.75230,0.40430,0.45920,16.76680,0.38660,0.33920
2021-12-31,520.22500,198.05600,322.16900,19.66800,-3.04600,174.37390,147.79510,-87.48200,60.31300,60.31300,60.31300,14.55800,74.47600,295.55010,147.79500,577.68100,579.21000,0.12000,0.12000,0.38820,0.82980,28.40980,28.40980,11.59360,14.31610,0.02810,0.61300,0.62950,0.32540,0.37510,16.36950,0.215,0.1702
2021-09-30,509.53200,202.37000,307.16200,19.36900,-4.29400,174.35700,132.80500,-76.35700,56.44800,56.44800,56.44800,13.04700,69.10800,291.83300,132.80500,577.01100,578.57100,0.12000,0.12000,0.42520,0.83760,26.06410,26.06410,11.07840,13.56300,0.02790,0.59270,0.60930,0.30930,0.34070,16.00830,0.5263,0.5081
2021-06-30,491.63300,193.11800,298.51500,19.82800,-0.98000,166.08800,132.42700,-89.65800,42.76900,42.76900,42.76900,17.91900,60.24200,284.98900,132.42700,567.93100,569.28300,0.11000,0.11000,0.48680,0.94860,26.93610,26.93610,8.69940,12.25350,0.02810,0.49620,0.51150,0.24460,0.25460,15.15630,0.4028,0.43
2021-03-31,475.22500,184.21500,291.01000,16.95000,-0.35600,161.80700,129.20300,-85.96500,43.23800,43.23800,43.23800,14.48400,57.27200,281.36300,129.20300,567.37550,568.82610,0.10000,0.10000,0.48660,0.94790,27.18780,27.18780,9.09840,12.05160,0.02720,0.50090,0.51630,0.24720,0.25710,15.20720,0.42300,0.44400
2020-12-31,464.10000,183.51600,280.58400,16.67900,3.97400,154.79520,125.78880,-67.78000,58.00890,58.00890,58.00890,13.12100,70.58600,268.10490,125.78890,553.99300,555.45900,0.12000,0.12000,0.48910,0.95710,27.10380,27.10380,12.49920,15.20920,0.02650,0.67800,0.69910,0.33140,0.34640,15.08690,0.1407,0.1522
2020-09-30,459.18400,192.82100,266.36300,17.97200,-1.72300,157.84200,108.52100,-90.76200,17.75900,17.75900,17.75900,15.10600,32.54000,254.85000,108.52100,560.59900,561.87140,0.06000,0.06000,0.50460,1.01850,23.63350,23.63350,3.86750,7.08650,0.02590,0.21320,0.22000,0.10000,0.10560,14.86330,0.3936,0.49
2020-06-30,449.75500,181.53100,268.22400,14.42600,0.18000,151.51200,116.71200,-84.70100,32.01100,32.01100,32.01100,11.16700,42.78400,264.70000,116.71200,548.81200,549.92000,0.08000,0.08000,0.50480,1.01940,25.95010,25.95010,7.11740,9.51270,0.02530,0.38360,0.39590,0.18040,0.19000,14.88560,0.3932,0.4486
