,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-12-03,2024-10-31,$-0.03,$0.07
1,2024-08-28,2024-07-31,$-0.08,$0.21
2,2024-05-29,2024-04-30,$-0.40,$-0.13
3,2024-02-28,2024-01-31,$-0.49,$-0.14
4,2023-11-29,2023-10-31,$-0.73,$-0.45
5,2023-08-30,2023-07-31,$-0.71,$-0.72
6,2023-05-31,2023-04-30,$-0.82,$-0.75
7,2023-03-01,2023-01-31,$-0.81,$-0.70
8,2022-11-30,2022-10-31,$-1.34,$-1.09
9,2022-08-31,2022-07-31,$-1.41,$-1.19
10,2022-06-02,2022-04-30,$-1.37,$-1.36
11,2022-03-02,2022-01-31,$-1.27,$-1.20
12,2021-12-01,2021-10-31,$-1.48,$-1.08
13,2021-09-01,2021-07-31,$-0.77,$-1.35
14,2021-05-26,2021-04-30,$-0.62,$-0.59
15,2021-03-03,2021-01-31,$-0.42,$-0.37
16,2020-12-02,2020-10-31,$-0.38,$-0.38
17,2020-08-27,2020-07-31,$-0.34,$-0.31
18,2020-05-28,2020-04-30,$-0.48,$-0.38
19,2020-03-05,2020-01-31,$-0.34,$-0.32
20,2019-12-05,2019-10-31,$-0.38,$-0.37
21,2019-08-28,2019-07-31,$-0.32,$-0.32
22,2019-05-30,2019-04-30,$-0.40,$-0.39
23,2019-03-07,2019-01-31,$-0.27,$-0.24
24,2018-12-05,2018-10-31,$-0.28,$-0.24
25,2018-09-06,2018-07-31,$-0.36,$-0.32
26,2018-06-06,2018-04-30,$-0.30,$-0.23
27,2018-03-07,2018-01-31,$-0.31,$-0.24
28,2017-12-06,2017-10-31,$-0.39,$-0.34
29,2017-09-07,2017-07-31,$-0.26,$-0.29
30,2017-06-07,2017-04-30,$-0.61,$-0.50
