Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,122.81000,31.36100,91.44900,9.06800,-11.04400,53.64100,37.80800,-16.49000,21.31800,,21.31800,21.31800,,16.65700,72.22500,37.80800,60.32000,76.50200,0.28000,0.28000,0.65060,1.86180,30.78580,30.78580,17.35850,13.56320,0.03620,1.87340,1.87340,0.62770,0.65460,18.68510,0.6848,0.3655
2024-06-30,110.89000,29.50500,81.38500,8.73700,-10.84300,50.59100,30.79400,-15.50000,15.29400,,15.29400,15.29400,,11.90400,62.64000,30.79400,60.31300,76.49400,0.20000,0.20000,0.59740,1.48380,27.76990,27.76990,13.79210,10.73500,0.03710,1.33500,1.33500,0.51100,0.53750,18.81150,0.775,0.57
2024-03-31,110.69500,29.84100,80.85400,8.84200,-11.24600,50.30500,30.54900,-5.92600,24.62300,,24.62300,24.62300,,19.26000,61.60100,30.54900,60.30900,76.49100,0.32000,0.32000,0.59520,1.47060,27.59750,27.59750,22.24400,17.39920,0.03700,2.13110,2.13110,0.82400,0.86260,18.97380,0.71610,0.57310
2023-12-31,112.49100,32.67200,79.81900,9.47200,-11.03900,50.41900,29.40000,-15.90800,13.49200,,13.49200,13.49200,,10.48100,60.14300,29.40000,60.15900,76.34050,0.17000,0.17000,0.59550,1.47230,26.13540,26.13540,11.99390,9.31720,0.03770,1.16950,1.16950,0.45200,0.47300,18.94500,0.5086,0.2631
2023-09-30,111.19800,29.91200,81.28600,8.88000,-11.39900,50.14700,31.13900,-16.00400,15.13500,,15.13500,15.13500,,11.77800,61.84200,31.13900,60.15100,76.33200,0.20000,0.20000,0.59230,1.45290,28.00320,28.00320,13.61090,10.59190,0.03690,1.29510,1.29510,0.50270,0.52800,19.24500,0.6784,0.4188
2023-06-30,109.72100,28.71100,81.01000,8.60900,-11.08600,49.51800,31.49200,-16.09500,15.39700,,15.39700,15.39700,,11.98300,62.14900,31.49200,60.14600,76.32800,0.20000,0.20000,0.59060,1.44290,28.70190,28.70190,14.03290,10.92130,0.03640,1.30910,1.30910,0.51110,0.53590,19.36790,0.6046,0.344
2023-03-31,107.75400,27.50600,80.24800,8.99900,-11.63200,50.53200,29.71600,-9.05000,20.66600,,20.66600,20.66600,,16.13600,60.50100,29.71600,60.14500,76.32600,0.27000,0.27000,0.58980,1.43800,27.57760,27.57760,19.17890,14.97490,0.03570,1.75180,1.75180,0.68430,0.71850,19.42960,0.68090,0.35960
2022-12-31,106.00000,29.20900,76.79100,9.01300,-10.59500,49.71800,27.07300,-14.66700,12.40600,,12.40600,12.40600,,9.62900,57.83400,27.07300,60.04900,76.23050,0.15000,0.15000,0.58290,1.39750,25.54060,25.54060,11.70380,9.08400,0.03550,1.04650,1.04650,0.41520,0.43650,19.52480,0.5008,0.1667
2022-09-30,111.02300,28.43800,82.58500,8.37600,-11.47700,51.58200,31.00300,-14.63400,16.36900,,16.36900,16.36900,,12.77200,63.38300,31.00300,60.04400,76.22600,0.21000,0.21000,0.58030,1.38280,27.92490,27.92490,14.74380,11.50390,0.03690,1.36670,1.36670,0.54410,0.57350,19.78790,0.7193,0.3881
2022-06-30,104.15500,25.85300,78.30200,7.61200,-11.28700,49.98600,28.31600,-14.72800,13.58800,,13.58800,13.58800,,10.58200,60.04200,28.31600,60.04000,76.22200,0.18000,0.18000,0.58010,1.38170,27.18640,27.18640,13.04590,10.15990,0.03460,1.13240,1.13240,0.45190,0.47540,19.82500,0.6154,0.1794
