Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,32.58900,14.78900,17.80000,10.73400,19.26400,29.99800,-12.19800,-0.55500,-12.75300,,-12.75300,-12.75300,-12.75300,-4.86700,-12.19800,43.51500,43.51500,-0.29000,-0.29000,0.53880,0.27890,0.77240,54.61970,-37.42980,-37.42980,-39.13280,-39.13280,0.23920,11.79910,7.62770,-29.77520,-29.77520,-9.36040,-21.47190,0.96760,0.1022,0.0285
2024-06-30,31.28500,14.05600,17.22900,9.58900,17.44900,27.03800,-9.80900,-0.53900,-10.34800,,-10.34800,-10.34800,-10.34800,-2.78400,-9.80900,42.15200,42.15200,-0.25000,-0.25000,0.61230,0.25510,0.71830,55.07110,-31.35370,-31.35370,-33.07660,-33.07660,0.24480,17.24640,5.21850,-22.94560,-22.94560,-8.09850,-17.09200,1.05160,0.049,-0.0316
2024-03-31,29.96800,14.15700,15.81100,9.74600,16.57500,26.32100,-10.51000,-0.53700,-11.04700,0.00600,-11.05300,-11.05300,-11.05300,-3.59800,-10.51000,40.22500,40.22500,-0.27000,-0.27000,0.69570,0.25540,0.70870,52.75960,-35.07070,-35.07070,-36.86270,-36.88270,0.22720,18.48740,4.86820,-23.29200,-23.29200,-8.38070,-17.34240,1.14430,0.08490,-0.00860
2023-12-31,28.73700,13.65300,15.08400,9.43000,17.27900,26.70900,-11.62500,-0.58300,-12.20800,,-12.20800,-12.20800,-12.20800,-4.81800,-11.62500,36.01100,36.01100,-0.31000,-0.31000,0.67470,0.27960,0.79950,52.48980,-40.45310,-40.45310,-42.48180,-42.48180,0.21820,35.92130,2.50550,-27.16630,-27.16630,-9.27050,-19.57160,1.14780,0.0849,-0.0354
2023-09-30,25.29900,13.54600,11.75300,9.63900,17.68000,27.31900,-15.56600,-0.48900,-16.05500,,-16.05500,-16.05500,-16.05500,-9.09300,-15.56600,36.66500,36.66500,-0.44000,-0.44000,0.73610,0.23150,0.83240,46.45640,-61.52810,-61.52810,-63.46100,-63.46100,0.18770,12.70670,7.08290,-33.90130,-33.90140,-11.91480,-26.05360,1.26410,0.0077,-0.0895
2023-06-30,24.58900,12.53800,12.05100,9.92500,16.04000,25.96500,-13.91400,-0.42300,-14.33700,,-14.33700,-14.33700,-14.33700,-7.78300,-13.91400,35.14900,35.14900,-0.41000,-0.41000,0.87630,0.29270,0.74920,49.00970,-56.58630,-56.58630,-58.30660,-58.30660,0.18270,29.76880,3.02330,-26.45940,-26.45940,-10.65510,-18.71600,1.50580,-0.1437,-0.2873
2023-03-31,23.39400,12.42500,10.96900,10.53300,17.23600,27.76900,-16.80000,-0.31300,-17.11300,,-17.11300,-17.11300,-17.11300,-11.06700,-16.80000,33.92300,33.92300,-0.50000,-0.50000,1.08630,0.26240,0.64380,46.88810,-71.81330,-71.81330,-73.15130,-73.15130,0.16370,29.65020,3.03540,-28.25370,-28.25370,-11.97340,-20.84000,1.75480,-0.15300,-0.34340
2022-12-31,22.92600,11.21900,11.70700,8.61400,16.63800,25.25200,-13.54500,-0.91800,-14.46300,0.03000,-14.49300,-14.49300,-14.49300,-8.08300,-13.54500,31.66200,31.66200,-0.44000,-0.44000,1.32210,0.22350,0.55750,51.06430,-59.08150,-59.08140,-63.08560,-63.21640,0.15040,26.78270,3.36040,-21.08130,-21.08130,-9.50620,-16.36870,2.05880,-0.1027,-0.3041
2022-09-30,22.05100,10.83600,11.21500,8.15200,15.12300,23.27500,-12.06000,-0.74000,-12.80000,,-12.80000,-12.80000,-12.80000,-6.73200,-12.06000,31.99400,31.99400,-0.40000,-0.40000,1.55900,0.21150,0.51380,50.85940,-54.69140,-54.69140,-58.04730,-58.04730,0.14050,30.62640,2.93860,-16.72720,-16.72720,-8.15740,-13.18960,2.35920,-0.0699,-0.2341
2022-06-30,20.68800,9.55600,11.13200,8.40000,13.55100,21.95100,-10.81900,-0.79300,-11.61200,-0.03700,-11.57500,-11.57500,-11.57500,-6.32100,-10.81900,31.18300,31.18300,-0.37000,-0.37000,1.81900,0.19080,0.44840,53.80900,-52.29600,-52.29600,-56.12920,-55.95030,0.12890,52.91050,1.70100,-13.94810,-13.94810,-7.21290,-11.28650,2.62350,-0.2332,-0.3169
