Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.26090,2.82460,-6.08550,0.20130,-5.88420,-5.88420,-5.88420,-5.88420,-5.98380,-6.08550,170.17450,170.17450,-0.03000,-0.03000,0.33870,,-0.43030,45.29650,95.05290,-137.17830,95.05300,-0.03620,-0.0192,-0.0192
2024-06-30,4.12450,4.47460,-8.59900,-1.06440,-9.66340,-9.66340,-9.66340,-6.07540,-8.49900,-8.59900,154.16700,154.16700,-0.04000,-0.04000,0.23060,,-0.21630,92.61600,126.58600,-291.92420,126.58600,-0.04520,-0.0182,-0.0182
2024-03-31,20.81160,8.70510,-29.51670,40.78160,11.26480,11.26480,11.26480,11.26480,-29.41840,-29.51670,137.33400,142.38800,0.08000,-0.26000,0.26850,,-0.28450,-92.21640,-194.13210,334.92360,-194.13210,-0.03530,-0.01520,-0.01520
2023-12-31,,-1.06430,4.55980,52.21830,56.77810,56.77810,56.77810,56.77810,4.55980,4.55980,13.43330,13.43330,0.46500,0.46500,0.02020,-0.17730,-1.00530,-60.12790,-60.12790,1031.29800,-70.78780,-0.78690,-0.0509,-0.0498
2023-09-30,1.11690,1.20810,-2.32500,-1.57990,-3.90500,-3.90500,-3.90500,-3.90500,-2.23140,-2.32500,120.00000,120.00000,-0.03000,-0.03000,0.21870,,-0.03870,24.15910,24.15910,-14.78590,24.15910,-1.20330,-0.015,-0.015
2023-06-30,1.03140,1.15310,-2.18450,-19.99990,-22.18440,-22.18440,-22.18440,-22.18440,-2.09180,-2.18450,120.00000,120.00000,-0.18000,-0.18000,0.45990,,-0.04020,142.66200,142.66200,-84.11040,142.66200,-1.15760,-0.0185,-0.0184
2023-03-31,1.34720,0.97710,-2.32430,-28.43190,-30.75610,-30.75610,-30.75610,-30.75610,-2.23310,-2.32430,120.00000,120.00000,-0.26000,-0.26000,0.14550,,,200.65320,200.65320,-120.75210,200.65320,-1.14110,-0.01810,-0.01930
2022-12-31,,0.21280,-0.21280,2.82730,2.61450,2.61450,2.61450,2.61450,-0.21280,-0.21280,13.43330,13.43330,0.06000,0.06000,0.78290,,,-17.68540,-17.68540,0.73210,-17.68540,-1.10050,0.0008,0.0008
2022-09-30,,0.19880,-0.19880,1.81170,1.61290,1.61290,1.61290,1.61290,-0.19880,-0.19880,11.98300,11.98300,0.03000,0.03000,1.48510,,,-11.00360,-11.00360,0.45490,-11.00360,-1.09120,-0.0035,-0.0035
2022-06-30,,0.25860,-0.25860,0.46560,0.20700,0.20700,0.20700,0.20700,-0.25860,-0.25860,11.98330,11.98330,0.00000,0.00000,2.29430,,,-1.47360,-1.47360,0.05860,-1.47360,-1.04570,-0.0039,-0.0039
2022-03-31,,0.28290,-0.28290,0.25690,-0.02600,-0.02600,-0.02600,-0.02600,-0.28290,-0.28290,11.98300,11.98300,0.00000,0.00000,4.10150,,,0.18230,0.18230,-0.00740,0.18230,-1.06110,-0.00940,-0.00940
2021-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2021-09-30,,0.00010,-0.00010,,-0.00010,-0.00010,-0.00010,-0.00010,-0.00010,-0.00010,10.32000,10.32000,0.00000,0.00000,,,6.00130,-0.84650,-0.84650,-0.06890,-0.84650,0.00110,0,0
