Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,3.13810,1.71690,1.42120,0.33610,1.06450,1.42440,-0.00310,-0.08610,-0.08920,0.01350,-0.10270,-0.10270,-0.10270,0.27320,-0.00310,54.32000,54.32000,0.00000,0.00000,5.89860,45.28950,-0.09990,-0.09990,-2.84320,-3.27330,0.31250,0.47510,2.93490,30.66510,-1.15330,-1.21770,-1.02300,-1.15330,0.16400,0.0048,0.0021
2023-06-30,2.15250,1.35990,0.79260,0.42570,1.13970,1.58940,-0.79680,-0.15890,-0.95570,0.09140,-1.04710,-1.04710,-1.04710,-0.52030,-0.79680,54.32000,54.32000,-0.02000,-0.02000,5.68560,36.82080,-37.01960,-37.01960,-44.40130,-48.64750,0.21290,0.36540,2.26740,39.69350,-11.70240,-12.35310,-10.35550,-11.70240,0.16470,-0.0122,-0.0147
2023-03-31,2.46000,1.37340,1.08660,0.34740,0.99200,1.36350,-0.27690,-0.50980,-0.78670,,-0.78670,-0.78670,-0.78670,-0.00030,-0.27690,54.32000,54.32000,-0.01000,-0.01000,5.18170,44.17020,-11.25640,-11.25640,-31.97930,-31.97930,0.21340,0.33620,2.41600,37.25230,-7.87070,-8.26020,-6.82350,-7.87070,0.18400,0.00010,-0.00180
2022-12-31,2.38950,1.34680,1.04260,0.19110,1.18900,1.46620,-0.42350,0.12710,-0.29700,0.12330,-0.42030,-0.42030,-0.42030,-0.28420,-0.42350,54.32000,54.32000,,0.00000,6.26030,43.63470,-17.72380,-17.72380,-12.42890,-17.59030,0.19670,0.32500,1.72900,52.05240,-3.89840,-4.07660,-3.46020,-3.89840,0.19850,0.0028,0.0011
2022-09-30,2.70840,1.54400,1.16440,0.27680,0.93700,1.32790,-0.16350,-0.19180,-0.35470,0.00680,-0.36150,-0.36150,-0.36150,0.16500,-0.16350,54.32000,54.32000,-0.01000,-0.01000,9.15380,42.99270,-6.03690,-6.03690,-13.09730,-13.34840,0.21770,0.34590,1.94810,46.19940,-3.25110,-3.32460,-2.90630,-3.25110,0.20470,0.0141,0.0091
2022-06-30,2.86950,1.59590,1.27360,0.29280,0.95290,1.34330,-0.06970,-0.41380,-0.48350,0.03590,-0.51940,-0.51940,-0.51940,0.21450,-0.06970,54.32000,54.32000,-0.01000,-0.01000,10.04860,44.38270,-2.42880,-2.42880,-16.85120,-18.10220,0.22480,0.34050,1.62620,55.34360,-4.52420,-4.65470,-4.06960,-4.52420,0.21140,0.0001,-0.0068
2022-03-31,2.96390,1.53550,1.42840,0.30800,1.00600,1.41590,0.01250,-0.06660,-0.05410,,-0.05410,-0.05410,-0.05410,0.30460,0.01250,54.32000,54.32000,0.00000,0.00000,9.10290,48.19390,0.42100,0.42100,-1.82650,-1.82650,0.21970,0.27700,2.15540,41.75600,-0.45110,-0.46660,-0.40130,-0.45110,0.22090,-0.01120,-0.01100
2021-12-31,1.99660,1.04760,0.94900,1.21710,1.03370,2.58110,-1.63200,1.36580,-1.10560,0.02540,-1.13100,-1.13100,-1.13100,-0.26520,-1.63200,53.08300,53.08300,-0.01000,-0.02000,8.16330,47.53230,-81.74010,-81.74010,-55.37150,-56.64450,0.14540,0.18930,2.47410,36.37700,-9.38170,-9.76560,-8.23810,-9.38170,0.22190,0.0022,0.0097
2021-09-30,2.09330,1.24860,0.84460,0.16050,0.93590,1.13390,-0.28930,-0.96430,-0.41430,0.01900,-0.43330,-0.43330,-0.43330,-0.21890,-0.28930,51.24200,52.79200,-0.01000,-0.01000,8.29240,40.35090,-13.81970,-13.81970,-19.79030,-20.69800,0.13510,0.21840,1.66940,53.91220,-3.09080,-3.23100,-2.79640,-3.09080,0.25810,-0.006,-0.0124
2021-06-30,2.11540,1.16610,0.94930,0.16450,0.98010,1.17730,-0.22810,-0.03790,-0.26600,0.12820,-0.39420,-0.39420,-0.39420,-0.16240,-0.22810,49.47900,51.02900,-0.01000,-0.01000,9.02440,44.87630,-10.78270,-10.78270,-12.57470,-18.63610,0.13440,0.20310,2.24550,40.08090,-2.72800,-2.84780,-2.50390,-2.72800,0.26600,-0.0099,-0.0129
2021-03-31,1.22050,0.76700,0.45350,0.15540,0.97470,1.16740,-0.71390,-0.08620,-0.80010,,-0.80010,-0.80010,-0.80010,-0.64370,-0.71390,47.70300,54.51300,-0.02000,-0.01000,12.49330,37.15870,-58.49260,-58.49260,-65.55690,-65.55690,0.07720,0.13550,1.88800,47.66840,-5.39520,-5.62580,-5.06190,-5.39520,0.27330,-0.02060,-0.02070
2020-12-31,1.39500,0.90100,0.49390,0.70330,1.12440,1.87050,-1.37650,-0.14800,-1.52450,0.13070,-1.65520,-1.65520,-1.65520,-0.84130,-1.37650,47.17000,47.17000,-0.04000,-0.04000,7.52540,35.40740,-98.67950,-98.67950,-109.28550,-118.65810,0.11610,0.16490,2.60420,34.55970,-15.10120,-15.98800,-13.77460,-15.10120,0.23240,-0.0083,-0.0278
2020-09-30,1.58620,0.98550,0.60080,0.22200,0.93490,1.19200,-0.59130,-0.11270,-0.70390,-0.02240,-0.68150,-0.68150,-0.68150,-0.48790,-0.59130,47.17000,48.67000,-0.01000,-0.01000,7.60760,37.87370,-37.27650,-37.27650,-44.37870,-42.96590,0.11660,0.16430,2.93840,30.62920,-5.53180,-5.81900,-5.01170,-5.53180,0.26120,-0.0155,-0.0208
2020-06-30,2.52450,1.42890,1.09570,0.23440,0.84720,1.11600,-0.02040,-0.09340,-0.11380,0.14070,-0.25440,-0.25440,-0.25440,0.11700,-0.02040,47.17010,48.87010,-0.01000,-0.01000,7.09970,43.40120,-0.80740,-0.80740,-4.50650,-10.07820,0.17490,0.28400,1.80190,49.94710,-1.97170,-2.06920,-1.76280,-1.97170,0.27360,-0.0188,-0.0238
2020-03-31,5.64340,3.04110,2.60230,0.23200,1.02910,1.28900,1.31340,-0.03010,1.28330,,1.28330,1.28330,1.28330,1.43600,1.31340,47.17000,48.67000,0.03000,0.03000,4.10950,46.11250,23.27240,23.27240,22.73960,22.73960,0.34980,0.70900,1.94530,46.26440,9.75250,10.22500,7.95370,9.75250,0.27900,0.00950,0.00300
2019-12-31,5.30320,2.75000,2.55320,0.15500,1.45180,1.64200,0.91120,-0.18910,0.72220,-0.52040,1.24250,1.24250,1.24250,0.92560,0.91120,47.17010,48.18650,0.02000,0.02000,5.42040,48.14530,17.18260,17.18260,13.61730,23.43000,0.38620,0.81020,2.90660,30.96450,10.48970,11.05730,9.04880,10.48970,0.25110,0.0643,0.0572
