Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,,,19.96200,12.24500,-32.20700,-1.67500,-33.88200,-33.88200,-33.88200,-33.88200,-34.08600,-32.20700,105.71800,105.71800,-0.32000,-0.32000,22.76310,0.24190,0.31910,,,,,,,,,-10.38720,-10.38720,-7.51180,-7.87440,2.88030,-0.241,-0.2409
2023-06-30,31.01600,31.01600,19.53700,11.57800,-0.09900,-0.70900,-0.80800,-0.80800,-0.80800,-0.80800,-1.87800,-0.09900,102.15040,102.15040,-0.01000,-0.01000,12.52210,0.47790,0.91550,100.00000,-0.31920,-0.31920,-2.60510,-2.60510,0.13680,,,-0.74530,-0.74530,-0.35650,-0.38910,1.10840,-0.2517,-0.2524
2023-03-31,,,18.55100,8.32400,-26.87500,-1.90300,-28.77800,-28.77800,-28.77800,-28.77800,-27.99400,-26.87500,97.97110,97.97110,-0.29000,-0.29000,5.21980,,,,,,,,,,,-27.62100,-27.62100,-11.73090,-27.62100,1.07050,0.06560,0.06370
2022-12-31,,,16.23000,7.24700,-23.47700,-3.15600,-26.63300,-26.63300,-26.63300,-26.63300,-23.88300,-23.47700,87.80410,87.80410,-0.30000,-0.30000,8.94200,0.71390,2.49560,,,,,,,,,-73.66550,-73.66540,-18.77520,-21.07360,0.42690,-0.2136,-0.2138
2022-09-30,,,15.45900,5.90400,-21.36300,-3.14200,-24.50500,-24.50500,-24.50500,-24.50500,-21.49600,-21.36300,87.80430,87.80430,-0.28000,-0.28000,12.20390,0.58880,1.43160,,,,,,,,,-40.72090,-40.72090,-15.38800,-16.74640,0.71060,-0.1996,-0.1997
2022-06-30,,,17.89100,5.87800,-23.76900,-3.32500,-27.09400,-27.09400,-27.09400,-27.09400,-23.69400,-23.76900,87.80290,87.80290,-0.31000,-0.31000,13.26520,0.49960,0.99850,,,,,,,,,-32.85830,-32.85830,-15.24500,-16.44150,0.97380,-0.2555,-0.2569
2022-03-31,,,18.41500,6.08700,-24.50200,-3.26700,-27.76900,-27.76900,-27.76900,-27.76900,-24.20200,-24.50200,87.80290,87.80290,-0.32000,-0.32000,13.67950,0.42290,0.73280,,,,,,,,,-25.86030,-25.86030,-13.84010,-14.92430,1.26810,-0.28890,-0.28890
2021-12-31,,,18.40500,6.10400,-24.50900,-2.03400,-26.54300,-26.54300,-26.54300,-26.54300,-23.69900,-24.50900,71.05530,71.05530,-0.35000,-0.35000,10.40500,,,,,,,,,,,-19.96660,-19.96660,-13.11950,-19.96660,1.56990,-0.1775,-0.1776
2021-09-30,,,17.01000,5.17900,-22.18900,-0.49300,-22.68200,-22.68200,-22.68200,-22.68200,-22.43900,-22.18900,69.02290,69.02290,-0.33000,-0.33000,10.18450,0.21080,0.26720,,,,,,,,,-26.05390,-26.05390,-18.45540,-20.56080,1.26090,-0.223,-0.223
2021-06-30,,,16.74500,6.52100,-23.26600,0.04400,-23.22200,-23.22200,-23.22200,-23.22200,-22.86100,-23.26600,68.98550,68.98550,-0.34000,-0.34000,12.70380,,,,,,,,,,,-21.68380,-21.68380,-19.84090,-21.68380,1.55210,-0.2784,-0.2782
2021-03-31,,,12.38200,5.23600,-17.61800,0.06700,-17.55100,-17.55100,-17.55100,-17.55100,-17.25800,-17.61800,68.94610,68.94610,-0.25000,-0.25000,16.85080,,,,,,,,,,,-13.74970,-13.74980,-12.84080,-13.74980,1.85140,-0.29820,-0.29960
2020-12-31,,,10.68800,5.18500,-15.87300,0.12200,-15.75100,-15.75100,-15.75100,-15.75100,-15.81300,-15.87300,68.89310,68.89310,-0.22000,-0.22000,15.37840,,,,,,,,,,,-11.03740,-11.03740,-10.23960,-11.03740,2.06980,-0.215,-0.215
2020-09-30,,,7.74300,3.90700,-11.65000,0.22900,-11.42100,-11.42100,-11.42100,-11.42100,-11.18500,-11.65000,68.88710,68.88710,-0.17000,-0.17000,15.87930,,,,,,,,,,,-7.29150,-7.29150,-6.77860,-7.29150,2.27380,-0.1082,-0.1085
2020-06-30,,,7.94200,3.21000,-11.15200,0.42600,-10.72600,-10.72600,-10.72600,-10.72600,-11.09700,-11.15200,68.88510,68.88510,-0.16000,-0.16000,18.36910,,,,,,,,,,,-6.47670,-6.47670,-6.07370,-6.47670,2.40410,-0.1125,-0.1125
2020-03-31,,,9.50900,4.41800,-13.92700,0.83900,-13.08800,-13.08800,-13.08800,-13.08800,-13.97900,-13.92700,68.88250,68.88250,-0.19000,-0.19000,15.59710,,,,,,,,,,,-7.47680,-7.47680,-6.93960,-7.47680,2.54130,-0.21350,-0.21350
