Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,30.90600,11.40100,19.50500,14.40200,14.40200,5.10300,,5.10300,0.88500,4.21800,4.21800,4.21800,4.41200,4.42300,0.96000,0.95000,,1.73210,26.82970,22.17670,0.00880,2.81340,2.99340,0.19610,2.81340,33.92800,1.8303,1.6546
2024-06-30,29.08200,10.52100,18.56100,14.88200,14.88200,3.67900,,3.67900,0.64600,3.03300,3.03300,3.03300,4.55500,4.56200,0.67000,0.66000,,2.19050,20.42190,16.83600,0.00880,2.21700,2.37340,0.14870,2.21700,31.00840,0.4689,0.3471
2024-03-31,27.99700,10.25600,17.74100,13.75600,13.75600,3.98500,,3.98500,0.62400,3.36100,3.36100,3.36100,4.37800,4.38600,0.77000,0.77000,,2.23240,23.04930,19.44010,0.00860,2.50380,2.68410,0.16710,2.50380,30.55010,1.66530,1.46900
2023-12-31,25.59800,7.61600,17.98200,13.93400,13.93400,4.04800,,4.04800,0.57700,3.47100,3.47100,3.47100,4.37400,4.38100,0.79000,0.79000,,1.13260,23.54310,20.18730,0.00940,2.62680,2.81920,0.18900,2.62680,30.23020,1.339,1.3348
2023-09-30,24.16700,6.44700,17.72000,13.07300,13.07300,4.64700,,4.64700,0.78800,3.85900,3.85900,3.85900,4.35500,4.36900,0.89000,0.88000,,1.12970,27.58680,22.90890,0.00920,3.36240,3.64910,0.21110,3.36240,26.31110,1.6743,1.6166
2023-06-30,22.04000,5.31600,16.72400,13.18000,13.18000,3.54400,,3.54400,0.56800,2.97600,2.97600,2.97600,4.38000,4.38800,0.68000,0.68000,,0.74850,21.88740,18.37950,0.00930,2.48480,2.68700,0.17140,2.48480,27.53330,1.3033,1.2764
2023-03-31,19.80800,3.74600,16.06200,12.54800,12.54800,3.51400,,3.51400,0.22200,3.29200,3.29200,3.29200,4.39500,4.41700,0.75000,0.75000,,0.56350,22.62280,21.19360,0.00910,2.66380,2.87340,0.19240,2.66380,28.06790,1.74710,1.72200
2022-12-31,20.60900,2.39300,18.21600,13.19600,13.19600,5.02000,,4.37000,0.65300,3.71700,3.71700,3.71700,4.42100,4.44500,0.85000,0.84000,,0.17180,24.87760,21.16020,0.01030,3.25490,3.53390,0.21870,3.25490,26.01300,1.6679,1.4072
2022-09-30,18.70600,0.98000,17.72600,12.20000,12.20000,5.52600,,5.52600,0.89500,4.63100,4.63100,4.63100,4.40100,4.42400,1.05000,1.05000,0.15350,0.18140,31.17460,26.12550,0.00960,4.28200,4.67140,0.25070,3.62460,24.60210,1.932,1.3661
2022-06-30,16.96600,0.76400,16.20200,12.02900,12.02900,4.17300,,4.17300,0.59500,3.57800,3.57800,3.57800,4.45000,4.46600,0.80000,0.80000,0.13860,0.16100,25.75610,22.08370,0.00880,2.93770,3.17250,0.19530,2.53040,27.54340,1.0847,0.1158
