Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,2.62170,1.83720,-4.45900,-0.01570,-4.47470,0.01100,-4.48570,-4.48570,-4.48570,-4.43730,-4.45900,26.53200,26.53200,-0.17000,-0.17000,2.99060,0.04050,0.05550,,,,,,,,,-50.34800,-50.34800,-31.22510,-48.30850,0.34320,-0.095,-0.0947
2024-06-30,,,4.43760,3.74520,-8.18280,0.04100,-8.14190,0.00120,-8.14310,-8.14310,-8.14310,-8.16220,-8.18280,19.21600,19.21600,-0.42000,-0.42000,2.84210,0.03090,0.04130,,,,,,,,,-69.09850,-69.09850,-42.42030,-66.96560,0.46810,-0.2867,-0.2878
2024-03-31,,,2.50690,1.87080,-4.37770,0.38340,-3.99430,0.01990,-4.01420,-4.01420,-4.01420,-4.35720,-4.37770,17.97900,17.97900,-0.22000,-0.22000,2.77020,0.04390,0.05870,,,,,,,,,-46.44950,-46.44950,-27.53750,-44.41020,0.47900,-0.19950,-0.19950
2023-12-31,,,2.37400,2.03320,-4.40720,-0.30220,-4.70950,0.01450,-4.72400,-4.72400,-4.72400,-4.38360,-4.40720,13.01100,13.01100,-0.29000,-0.29000,3.59170,0.03450,0.04510,,,,,,,,,-37.55680,-37.55670,-25.38500,-36.26220,0.77610,-0.4103,-0.4103
2023-09-30,,,2.36750,2.51750,-4.88500,0.18820,-4.69680,0.02150,-4.71830,-4.71830,-4.71830,-4.86450,-4.88500,12.70100,12.70100,-0.37000,-0.37000,2.29750,0.05600,0.07420,,,,,,,,,-64.36250,-64.36250,-33.46890,-60.75770,0.57350,-0.2939,-0.2939
2023-06-30,,,3.98790,3.74320,-7.73110,0.06970,-7.66140,0.02660,-7.68800,-7.68800,-7.68800,-7.71090,-7.73110,12.38700,12.38700,-0.62000,-0.62000,3.09730,0.04040,0.05210,,,,,,,,,-69.30570,-69.30570,-42.10080,-66.50800,0.87820,-0.3924,-0.3927
2023-03-31,0.05520,0.05520,2.79120,2.49380,-5.22980,0.10920,-5.12060,0.01670,-5.13730,-5.13730,-5.13730,-5.21050,-5.22980,11.93500,11.93500,-0.43000,-0.43000,3.74820,0.03060,0.03880,100.00000,-9477.68000,-9477.68000,-9279.79600,-9310.11100,0.00260,,,-33.93470,-33.93470,-24.09330,-32.89540,1.25250,-0.35340,-0.35430
2022-12-31,0.00000,0.00000,2.27380,2.28740,-4.56120,-0.03520,-4.59640,0.07810,-4.67450,-4.67450,-4.67450,-4.54310,-4.56120,11.88300,11.88300,-0.39000,-0.39000,5.11270,0.02560,0.03200,,,,,,0.00000,,,-24.75950,-24.75950,-19.39660,-24.12660,1.58880,-0.3286,-0.3294
2022-09-30,,,1.96480,2.78620,-4.75100,0.19680,-4.55420,0.00400,-4.55820,-4.55820,-4.55820,-4.73320,-4.75100,11.88300,11.88300,-0.38000,-0.38000,5.62040,0.02090,0.02580,,,,,,,,,-20.11320,-20.11320,-16.09220,-19.69260,1.90720,-0.2768,-0.2816
2022-06-30,0.09510,0.09510,2.58220,2.68930,-5.17640,0.10010,-5.07630,0.00910,-5.08540,-5.08540,-5.08540,-5.15640,-5.17640,11.88300,11.88300,-0.43000,-0.43000,7.57560,0.01970,0.02320,100.00000,-5442.98300,-5442.98300,-5337.71500,-5347.33300,0.00300,,,-18.82330,-18.82330,-15.94670,-18.45290,2.27360,-0.425,-0.4288
