Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,373.35200,7.12500,366.22700,278.77700,278.77700,87.45000,-52.08000,35.37000,10.86200,24.50800,24.50800,,24.50800,101.82600,87.45000,10.33300,11.27800,2.38000,2.16000,1.28530,0.11870,1.54980,98.09160,23.42290,23.42290,9.47360,6.56430,0.11090,0.23740,379.15700,2.92510,3.70460,0.72780,2.57800,81.09940,1.2713,1.2539
2024-06-30,330.58900,6.78000,323.80900,260.92500,260.92500,62.88400,-47.01900,15.86500,5.59900,10.26600,10.26600,,10.26600,76.68000,62.88400,10.32800,11.11200,0.99000,0.92000,1.27670,0.12190,1.66660,97.94910,19.02180,19.02180,4.79900,3.10540,0.10130,0.22660,397.12290,1.26420,1.61490,0.31470,1.11000,78.63470,-10.302,-10.4286
2024-03-31,353.13800,5.84200,347.29600,262.13700,262.13700,85.15900,-47.70400,37.45500,11.71100,25.74400,25.74400,,26.05400,98.83700,85.15900,10.40700,11.00200,2.50000,2.37000,1.26320,0.12330,1.29240,98.34570,24.11490,24.11490,10.60630,7.37790,0.10860,0.24520,367.03890,3.21190,4.11840,0.79170,2.81590,77.47170,-7.18490,-7.20830
2023-12-31,308.29000,6.68700,301.60300,233.08400,233.08400,68.51900,-50.68600,17.83300,6.23600,11.59700,11.59700,,11.10100,82.87200,68.51900,10.73600,11.64600,1.02000,1.01000,1.32240,0.12490,1.00570,97.83100,22.22550,22.22550,5.78450,3.60080,0.10720,0.22930,392.52950,1.46940,1.89270,0.40340,1.28580,76.72940,5.7473,5.3727
2023-09-30,312.66700,6.05100,306.61600,235.55500,235.55500,71.06100,-49.47400,21.58700,7.80800,13.77900,13.77900,,13.86100,84.57600,71.06100,10.51900,11.44000,1.32000,1.21000,1.32180,0.12620,1.16640,98.06470,22.72740,22.72740,6.90420,4.43320,0.10510,0.23220,387.63900,1.76810,2.26140,0.46310,1.54490,75.02070,6.3278,6.1214
2023-06-30,306.18900,5.92700,300.26200,226.44700,226.44700,73.81500,-85.51400,-11.69900,-2.13100,-9.56800,-9.56800,,-9.40000,86.95100,73.81500,11.01600,11.01600,-0.85000,-0.85000,1.30130,0.12490,1.19870,98.06430,24.10770,24.10770,-3.82080,-3.07000,0.09900,0.21860,411.70420,-1.21360,-1.54710,-0.30940,-1.06200,71.77910,-6.4911,-7.0795
2023-03-31,321.67900,6.26300,315.41600,244.63300,244.63300,70.78300,-51.73400,19.04900,4.58500,14.46400,14.46400,,14.61700,83.16900,70.78300,11.09300,11.96300,1.32000,1.22000,1.35110,0.12320,0.67540,98.05300,22.00420,22.00420,5.92170,4.54400,0.11020,0.22730,395.99090,1.80610,2.29270,0.49530,1.58360,72.31220,-7.19910,-7.49430
2022-12-31,313.58010,6.64300,306.93710,234.37200,234.37190,72.56520,-42.29300,30.27200,7.88500,22.38700,22.38700,,22.41300,84.53620,72.56510,11.66600,12.60800,1.94000,1.83000,1.39270,0.12490,0.41160,97.88160,23.14090,23.14080,9.65370,7.14750,0.11550,0.22260,404.34870,2.81610,3.58210,0.82480,2.46450,72.47950,11.9326,11.5927
2022-09-30,294.11100,6.70500,287.40600,216.09100,216.09100,71.31500,-64.07700,7.23800,2.57300,4.66500,4.66500,,4.52000,83.64500,71.31500,11.27100,12.19000,0.40000,0.37000,1.45420,0.13860,0.73320,97.72030,24.24760,24.24760,2.46100,1.53680,0.10300,0.21690,414.92060,0.60380,0.77420,0.16330,0.52020,70.40050,12.4957,11.7345
2022-06-30,237.22200,6.24200,230.98000,213.42900,213.42900,17.55100,-23.72000,-6.16900,-1.44900,-4.72000,-4.72000,,-3.87400,29.28400,17.55100,11.98000,11.98000,-0.32000,-0.32000,1.45270,0.13720,0.94340,97.36870,7.39860,7.39860,-2.60050,-1.63310,0.08120,0.16290,552.38530,-0.60410,-0.77200,-0.16160,-0.52120,68.72190,-8.0422,-8.0503
2022-03-31,266.02800,5.97600,260.05200,222.30600,222.30600,37.74600,-23.53300,14.21300,4.43500,9.77800,9.77800,,9.29200,50.11000,37.74600,12.46800,13.49900,0.75000,0.69000,1.45930,0.13190,0.95580,97.75360,14.18870,14.18870,5.34270,3.49290,0.08810,0.18090,497.56710,1.19690,1.51140,0.32380,1.03900,66.66230,-11.27090,-11.45540
2021-12-31,365.11800,5.63900,359.47900,229.50810,229.50810,129.97090,-38.01900,91.95200,29.05500,62.89700,62.89700,,62.89700,142.30390,129.97090,12.64200,13.58300,4.97000,4.59000,1.43880,0.13070,0.65780,98.45560,35.59700,35.59700,25.18420,17.22650,0.12000,0.26240,342.96220,7.62140,9.59860,2.06680,6.62530,65.77910,6.8762,6.8173
2021-09-30,315.34200,5.23700,310.10500,240.99400,240.99400,69.11100,-31.71700,37.39400,11.14400,26.25000,26.25000,,26.25000,80.81900,69.11100,12.69000,13.66400,2.07000,1.92000,1.34920,0.13790,0.80570,98.33930,21.91620,21.91620,11.85820,8.32430,0.10910,0.20800,432.66140,3.38730,4.33910,0.90790,2.92000,61.43120,8.4216,8.3644
2021-06-30,340.29300,5.15500,335.13800,265.53700,265.53700,69.60100,-26.43300,43.16800,12.00900,31.15900,31.15900,,31.15900,81.42900,69.60100,12.68900,13.68100,2.46000,2.28000,1.37200,0.14140,0.75100,98.48510,20.45330,20.45330,12.68550,9.15650,0.12540,0.23300,386.29230,4.14070,5.34900,1.14790,3.55510,59.28990,0.9256,0.5081
2021-03-31,373.28200,6.27500,367.00700,291.39000,291.39000,75.61700,-23.49000,52.12700,13.46900,38.65800,38.65800,,38.65800,87.54400,75.61700,12.57900,13.29900,3.07000,2.91000,1.34160,0.14680,0.80450,98.31900,20.25740,20.25740,13.96450,10.35630,0.13780,0.26920,334.27080,5.37110,7.03190,1.42690,4.58240,56.73950,0.54650,0.47140
2020-12-31,422.90800,4.91700,417.99100,281.25700,281.25700,136.73400,-22.93900,113.79500,31.91500,81.88000,81.88000,,81.88000,148.19500,136.73400,12.64300,13.21700,6.47000,6.19000,1.25430,0.15300,0.98360,98.83730,32.33190,32.33190,26.90780,19.36120,0.15580,0.32180,279.70530,11.94160,15.87810,3.01710,10.11470,54.93700,7.1964,7.1358
2020-09-30,276.25900,6.21100,270.04800,224.32700,224.32700,45.72100,-24.00300,21.71800,6.07900,15.63900,15.63900,,15.63900,57.09700,45.72100,12.55400,13.14700,1.25000,1.19000,1.27980,0.16760,1.25860,97.75180,16.55010,16.55010,7.86150,5.66100,0.10590,0.21210,424.26200,2.54200,3.51260,0.59950,2.11600,49.20290,-10.0741,-10.1152
2020-06-30,264.73000,6.19100,258.53900,216.25200,216.25200,42.28700,-19.02300,23.26400,5.61500,17.64900,17.64900,,17.64900,53.33400,42.28700,12.64000,13.12500,1.40000,1.34000,1.34650,0.19780,1.17990,97.66140,15.97360,15.97360,8.78780,6.66680,0.11200,0.22510,399.83310,2.93590,4.09350,0.74650,2.35530,47.91970,16.6995,16.5572
2020-03-31,234.77000,5.65900,229.11100,193.64500,193.64500,35.46600,-25.24300,10.22300,2.40500,7.81800,7.81800,,7.81800,46.84400,35.46600,12.89600,13.45600,0.61000,0.58000,1.40710,0.20160,0.90170,97.58960,15.10670,15.10670,4.35450,3.33010,0.10970,0.20180,445.91310,1.33250,1.87600,0.36540,1.06390,46.16050,-17.91190,-18.01050
2019-12-31,295.88100,5.48300,290.39800,225.76500,225.76500,64.63310,-29.66000,34.97300,9.53800,25.43500,25.43500,,25.43500,76.07910,64.63300,12.90400,13.85200,1.98000,1.83000,1.29150,0.20140,0.90660,98.14690,21.84430,21.84430,11.82000,8.59640,0.12000,0.30810,292.07830,4.29120,6.01680,1.03190,3.42680,46.31360,4.0582,3.9614
2019-09-30,234.79300,5.46900,229.32400,188.16600,188.16600,41.15800,-34.66200,6.49600,2.54700,3.94900,3.94900,,3.94900,52.64800,41.15800,12.82600,13.83300,0.31000,0.29000,1.35250,0.20870,0.95810,97.67070,17.52950,17.52950,2.76670,1.68190,0.10660,0.25730,349.83790,0.69690,0.99560,0.17920,0.55150,44.27470,4.3959,4.2697
2019-06-30,250.93500,5.67800,245.25700,191.85500,191.85500,53.40200,-36.01100,17.39100,5.01600,12.37500,12.37500,,12.37500,71.33400,53.40200,12.97600,13.86200,0.95000,0.89000,1.29250,0.26120,1.67600,97.73730,21.28120,21.28120,6.93050,4.93160,0.09460,0.25720,349.87580,2.19570,3.14390,0.46660,1.62220,43.87440,-3.8473,-4.099
2019-03-31,251.77000,5.33200,246.43800,195.71400,195.71400,50.72400,-34.67200,16.05200,4.85800,11.19400,11.19400,,11.19400,55.88400,50.72400,13.02000,13.85100,0.86000,0.81000,1.31260,0.26430,1.11560,97.88220,20.14700,20.14700,6.37570,4.44610,0.09960,0.26960,333.82110,2.01880,2.91130,0.44290,1.48530,42.60700,1.10660,0.85760
