Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,19842.28000,9429.07000,10413.21000,5834.47800,5834.48000,4578.73300,74.77280,4652.40800,1282.13400,3370.27400,3370.27400,3145.95600,1870.36600,1907.79600,1.68200,1.64900,0.59500,3.45910,47.13680,31.87390,0.00650,3.88480,4.29100,0.22140,1.57350,43.78980,13.515,13.6368
2024-06-30,17437.16000,9567.18000,7869.98400,7779.52500,7779.53000,90.45900,49.53740,139.99700,297.22440,-157.22740,-157.22740,-822.75160,1998.00000,1998.02000,-0.40920,-0.40920,0.58820,3.45450,1.90280,-11.18270,0.00500,-0.19160,-0.21270,-0.01080,-0.07890,42.13110,-13.515,-13.6368
2024-03-31,17422.23000,9414.10400,8008.12200,6234.09000,6234.08600,1774.03200,-1.08570,1771.86200,509.19330,1262.66900,1262.66900,1072.67200,2013.40000,2058.30000,0.60800,0.59700,0.58280,3.19440,23.52600,14.24250,0.00520,1.50920,1.67100,0.08710,0.62960,41.63070,0.00000,
2023-12-31,18029.11000,8829.29500,9199.81400,6075.50800,6075.50500,3124.30700,-91.99240,2781.22200,-145.19910,2926.42000,2926.42000,3203.09600,2064.10000,2104.00000,1.41830,1.37500,0.61000,6.53140,32.05920,36.92220,0.00610,3.54230,3.91850,0.20530,1.38150,41.47090,2.8837,2.6836
2023-09-30,16345.59000,7876.75100,8468.84000,5887.15600,5887.15900,2581.68500,,2581.68500,773.85240,1807.83200,1807.83200,1622.80400,2069.40000,2107.80000,0.85980,0.84900,0.61150,3.52440,31.47560,19.78500,0.00550,2.24610,2.49340,0.12170,0.87270,39.18700,8.5202,8.6091
2023-06-30,14566.65000,6865.15800,7701.49600,6400.64800,6400.65200,1300.84800,-146.11360,1154.73400,399.08640,755.64720,755.64720,170.10240,2079.00000,2108.70000,0.07630,0.07630,0.62840,3.66240,15.89850,2.34200,0.00510,0.95810,1.06310,0.05300,0.35600,38.74360,-8.5202,-8.6091
2023-03-31,14458.70000,6109.79300,8348.90400,6256.84900,6256.84700,2092.05600,,2092.05700,598.95720,1493.09900,1493.09900,1318.13500,2067.00000,2112.50000,0.70840,0.69770,0.63530,3.70210,26.31650,16.58120,0.00560,1.89770,2.10080,0.10590,0.69210,37.85350,0.00000,
2022-09-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,
2022-06-30,9070.17700,1994.31100,7075.86600,5469.98800,5469.98800,1605.87800,38.31120,1646.31700,357.57120,1288.74600,1288.74600,1254.69200,2080.70000,2115.20000,0.36180,0.35120,0.67630,3.91090,24.10780,18.37310,0.00460,1.75800,1.96180,0.08730,0.56900,36.05870,-1.8017,-1.8867
2022-03-31,9891.07000,1823.57500,8067.49500,6411.12900,6411.12900,1656.36600,48.25460,1704.62200,446.63560,1257.98600,1257.98600,1211.97600,2092.40000,2142.60000,0.58350,0.56110,0.67630,3.81770,22.02410,15.65900,0.00510,1.63250,1.81500,0.08330,0.52850,36.90060,0.00000,
