Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,855.80000,560.40000,295.40000,-205.10000,205.40000,89.99990,-4.10000,85.90000,22.80000,63.10000,63.10000,63.10000,109.99990,89.99990,114.10000,114.80000,0.53000,0.53000,1.62000,0.32380,0.47880,34.51740,10.51650,10.51650,10.03740,7.37320,0.37680,2.31670,2.41480,37.27040,6.76310,11.05470,2.77840,4.57350,8.18640,0.9385,1.2149
2024-05-31,727.30000,492.90000,234.40000,-217.50000,216.80000,17.60000,-3.50000,14.10000,3.20000,10.90000,10.90000,10.90000,37.80000,17.60000,114.80000,115.50000,0.09000,0.09000,1.61130,0.33840,0.51140,32.22880,2.41990,2.41990,1.93870,1.49870,0.34190,1.99070,2.24130,40.15540,1.24840,2.14610,0.51240,0.82600,7.64980,-0.51170,-0.61650
2024-02-29,775.20020,533.09990,242.10030,-213.50000,216.40020,25.70010,0.90000,26.60000,5.30000,21.30000,21.30000,21.30000,46.50010,25.70010,114.00000,114.50000,0.18000,0.18000,1.58030,0.33470,0.50310,31.23070,3.31530,3.31530,3.43140,2.74770,0.34660,2.30780,2.29150,39.27630,2.40110,4.11440,0.95230,1.59740,7.76610,0.5052,0.6055
2023-11-30,777.90000,525.60000,252.30000,-206.50000,208.50000,43.80010,-3.20000,40.60000,9.80000,30.80000,30.80000,30.80000,64.90010,43.80010,114.20000,114.70000,0.26000,0.26000,1.53630,0.33740,0.50930,32.43350,5.63060,5.63060,5.21920,3.95940,0.34620,2.02310,2.19440,41.01430,3.51640,6.13300,1.37080,2.32980,7.66850,1.043,1.0381
2023-08-31,854.60000,571.20000,283.40000,-235.90000,242.40000,41.00000,-4.00000,37.00000,9.50000,27.50000,27.50000,27.50000,62.30000,41.00000,114.00000,114.30000,0.23000,0.23000,1.52770,0.34330,0.52880,33.16170,4.79760,4.79760,4.32950,3.21790,0.38870,2.10770,2.29180,39.27100,3.22350,5.82500,1.25080,2.11700,7.47930,1.049,1.0761
2023-05-31,751.90000,517.30000,234.60000,-220.60000,227.30010,7.29990,-4.40000,2.90000,1.40000,1.50000,1.50000,1.50000,27.69990,7.29990,113.80000,114.30000,0.01000,0.01000,1.52900,0.34960,0.53850,31.20100,0.97090,0.97090,0.38570,0.19950,0.35380,1.68340,2.06960,43.48580,0.18090,0.33740,0.07060,0.11770,7.27260,0.09890,-0.00350
2023-02-28,801.70010,562.49980,239.20030,-206.80000,210.49980,28.70050,-4.30000,24.40000,8.70000,15.70000,15.70000,15.70000,51.50050,28.70030,112.80000,113.20000,0.13000,0.13000,1.46530,0.35030,0.58240,29.83660,3.58000,3.57990,3.04350,1.95830,0.36390,1.75950,2.14760,41.90720,1.90030,3.58280,0.71270,1.23460,7.31230,0.7774,0.6714
2022-11-30,826.90000,589.10000,237.80000,-208.10000,217.30000,20.50000,-3.90000,16.60000,5.20000,11.40000,11.40000,11.40000,44.00000,20.50000,112.80000,113.20000,0.10000,0.10000,1.34660,0.35500,0.63740,28.75800,2.47910,2.47910,2.00750,1.37860,0.36450,1.55640,1.98580,45.32110,1.40810,2.75100,0.50260,0.90820,7.16560,0.6691,0.546
2022-08-31,863.30000,612.50000,250.80000,-221.40000,221.90000,28.90000,-2.50000,26.40000,6.80000,19.60000,19.60000,19.60000,52.40000,28.90000,112.80000,113.30000,0.17000,0.17000,1.31420,0.35780,0.70490,29.05130,3.34760,3.34760,3.05800,2.27040,0.37490,1.54400,1.99470,45.11990,2.45180,4.90740,0.85120,1.57460,7.08790,-0.1678,-0.2527
2022-05-31,740.70000,549.10000,191.60000,-200.90000,204.20000,-12.60000,-3.20000,-15.80000,-4.40000,-11.40000,-11.40000,-11.40000,7.60000,-12.60000,112.70000,112.70000,-0.10000,-0.10000,1.56240,0.35350,0.59260,25.86740,-1.70110,-1.70110,-2.13310,-1.53910,0.33870,1.47610,2.02710,44.39850,-1.40030,-2.31380,-0.52130,-0.90530,7.21970,-0.48890,-0.60960
2022-02-28,753.10000,556.70000,196.40000,-194.30000,194.30000,2.10000,-3.10000,-1.00000,1.20000,-2.20000,-2.20000,-2.20000,23.10000,2.09990,113.80000,114.20000,-0.02000,-0.02000,1.69110,0.35910,0.56620,26.07890,0.27880,0.27880,-0.13280,-0.29210,0.33310,1.70660,1.97100,45.66330,-0.25820,-0.41990,-0.09730,-0.16550,7.60150,-0.3759,-0.5066
2021-11-30,738.20000,534.60000,203.60000,-187.70000,187.70000,15.90000,-3.90000,12.00000,2.40000,9.60000,9.60000,9.60000,36.90000,15.90000,112.80000,113.10000,0.08000,0.08000,1.69800,0.35810,0.56370,27.58060,2.15390,2.15390,1.62560,1.30050,0.31840,1.86860,1.92090,46.85320,1.12070,1.82930,0.41400,0.71940,7.64170,0.0108,-0.106
