Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,
2023-12-31,64.10090,26.98740,37.11350,34.73640,34.73630,2.37720,2.37720,-0.39630,2.77350,2.77350,2.77350,68.58220,72.29490,0.03910,0.04090,0.69020,2.22760,7.59750,8.86410,0.01350,0.48960,0.49000,0.11990,0.15170,8.25960,3.3339,3.1102
2023-09-30,60.69700,23.24800,37.44900,28.15600,28.15600,9.29300,9.29300,2.02800,7.26500,7.26500,7.26500,66.04500,72.65000,0.11000,0.10000,0.64880,1.84710,25.90670,20.25310,0.01720,1.27550,1.27650,0.34770,0.44800,8.30500,0,0
2023-06-30,65.15800,25.05600,40.10200,32.46100,32.46100,7.64100,7.64100,1.60300,6.03800,6.03800,6.03800,67.08900,67.08900,0.09000,0.08000,0.64110,1.78610,23.08880,18.24500,0.01660,1.07450,1.07530,0.30250,0.38560,8.19380,0,0
2023-03-31,72.00400,26.88000,45.12400,35.37900,35.37900,9.74500,9.74500,2.56100,7.18400,7.18400,7.18400,71.84000,79.82000,0.10000,0.09000,0.65140,1.86900,28.95990,21.34920,0.01600,1.22590,1.22690,0.34180,0.42730,8.54490,0.00000,
2022-12-31,89.32050,29.49580,59.82470,55.41370,55.41370,4.41100,4.41100,0.26880,4.14220,4.14220,4.14220,68.58220,76.35490,0.05720,0.03750,0.66570,1.99110,9.31000,8.74270,0.02200,0.70790,0.70850,0.19250,0.23670,8.53200,-0.0957,-0.2675
2022-09-30,58.39100,27.46800,30.92300,22.10600,22.10600,8.81700,8.81700,2.34700,6.47000,6.47000,6.47000,64.70000,71.88900,0.10000,0.09000,0.66200,1.95860,35.30610,25.90800,0.01270,1.18600,1.18710,0.32990,0.40090,7.95410,1.8847,1.8822
2022-06-30,64.55200,27.96400,36.58800,33.39400,33.39400,3.19400,3.19400,0.48900,2.70500,2.70500,2.70500,67.62500,67.62500,0.04000,0.04000,0.64450,1.81260,12.90610,10.93020,0.01260,0.47000,0.47040,0.13800,0.16710,8.39270,0,0
2022-03-31,69.98500,31.69000,38.29500,29.07100,29.07100,9.22400,9.22400,2.42800,6.79600,6.79600,6.79600,67.96000,67.96000,0.10000,0.10000,0.65880,1.93070,27.82420,20.50010,0.01550,1.11660,1.11770,0.31840,0.38100,8.87490,0.00000,
2021-12-31,74.72070,32.46370,42.25710,60.54340,60.54340,-18.28640,-18.28640,-2.33650,-15.94980,-15.94980,-15.94980,68.58220,71.98570,-0.22800,-0.21400,0.67930,2.11800,-19.29800,-16.83230,0.04250,-2.69500,-2.69780,-0.71530,-0.86430,8.62960,1.485,1.478
2021-09-30,73.27800,33.78800,39.49000,35.54300,35.54300,3.94700,3.94700,1.01300,2.93400,2.93400,2.93400,68.23300,75.23100,0.04300,0.03900,0.68790,2.20450,11.45220,8.51300,0.01500,0.48500,0.48550,0.12740,0.15130,8.82130,0,0
2021-06-30,72.05500,30.18200,41.87300,30.47200,30.47200,11.40100,11.40100,1.30100,10.10000,10.10000,10.10000,67.33300,67.33300,0.15000,0.15000,0.67270,2.05540,28.78680,25.50180,0.01770,1.67350,1.67540,0.45250,0.54770,8.79990,0,0
2021-03-31,66.46800,23.77900,42.68900,25.21700,25.21700,17.47200,17.47200,4.44900,13.02300,13.02300,13.02300,68.54210,72.35000,0.19000,0.18000,0.64770,1.83820,43.03340,32.07560,0.02010,2.23180,2.23450,0.64620,0.78640,8.50830,0.00000,
2020-12-31,50.30550,24.16360,26.14190,7.69140,7.69140,18.45050,18.45050,3.44930,15.00110,15.00110,15.00110,68.58220,76.26160,0.21480,0.22380,0.62210,1.64600,62.24930,50.61180,0.01670,2.76720,2.76960,0.84630,1.04580,7.90450,2.1272,2.1252
