Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,30.13800,49.19700,-0.87700,,-80.21200,3.59600,-76.61600,-76.61600,-76.61600,,-76.61600,-79.71200,-80.21200,41.87900,41.87900,-1.83000,-1.83000,17.25700,,,,,,,,,,,,-28.94460,-29.76440,-25.82220,-28.94460,6.44960,-0.2958,-0.3003
2024-06-30,,,,12.34200,10.88900,-1.63700,,-24.86800,3.01400,-21.85400,-21.85400,-21.85400,,-21.85400,-24.37400,-24.86800,38.63200,38.63200,-0.57000,-0.57000,29.23520,,,,,,,,,,,,-7.78400,-8.00570,-7.18570,-7.78400,7.31390,-0.4352,-0.4354
2024-03-31,,,,14.60200,8.47200,-0.40100,,-23.47500,2.07700,-21.39800,-21.39800,-21.39800,,-21.39800,-22.98500,-23.47500,36.20800,36.20800,-0.59000,-0.59000,11.23170,,,,,,,,,,,,-14.92340,-15.83590,-12.67380,-14.92340,4.30110,-0.34600,-0.34630
2023-12-31,,,,8.68900,4.14000,-1.08100,,-13.91000,2.61400,-11.29600,-11.29600,-11.29600,,-11.29600,-13.42100,-13.91000,16.49200,16.49200,0.28000,0.28000,14.89420,,,,,,,,,,,,-7.17170,-7.59350,-6.25160,-7.17170,4.97210,0.1164,0.1164
2023-09-30,,,,6.04300,3.31800,-1.02100,,-10.38200,-0.47900,-10.86100,-10.86100,-10.86100,,-10.86100,-9.89200,-10.38200,11.43680,11.43680,-0.95000,-0.95000,1.85080,,,,,,,,,,,,-46.77430,-77.66180,-17.09100,-46.77430,1.50130,-0.4492,-0.4492
2023-06-30,,,,5.14100,3.16900,-0.31300,,-8.62300,0.14800,-8.47500,-8.47500,-8.47500,,-8.47500,-8.13400,-8.62300,10.42400,10.42400,-0.81000,-0.81000,2.32980,,,,,,,,,,,,-68.20370,-313.30860,-27.38820,-68.20380,1.35940,-0.4672,-0.4672
2023-03-31,,,,5.31600,2.85400,-0.29900,,-8.46900,0.11300,-8.35600,-8.35600,-8.35600,,-8.35600,-7.97900,-8.46900,9.44700,9.44700,-0.88000,-0.88000,1.17600,,,,,,,,,,,,-316.63490,110.41230,-42.77450,-316.63510,0.32310,-0.71220,-0.71220
2022-12-31,,,,3.81000,2.40200,0.60200,,-5.61000,0.12400,-5.48600,-5.48600,-5.48600,,-5.48600,-5.12200,-5.61000,8.39700,8.39700,-0.43000,-0.43000,2.13960,,,,,,,,,,,,-53.01510,1590.14300,-20.70420,-53.01510,1.26830,-0.8144,-0.8152
2022-09-30,,,,3.77100,2.33200,-0.13200,,-6.23500,0.10300,-6.13200,-6.13200,-6.13200,,-6.13200,-5.74300,-6.23500,9.41800,9.41800,-0.65000,-0.65000,2.80200,,,,,,,,,,,,-40.34210,-152.46140,-19.17510,-40.34210,1.86300,-0.4845,-0.4845
2022-06-30,,,,3.69600,2.46700,-0.61600,,-6.77900,0.05400,-6.72500,-6.72500,-6.72500,,-6.72500,-6.28700,-6.77900,9.33900,9.33900,-0.72000,-0.72000,3.43490,,,,,,,,,,,,-33.11500,-77.80860,-18.24420,-33.11500,2.53540,0.0166,0.0158
