Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-10-31,293.61800,153.54700,140.07100,85.58800,85.58800,54.48300,4.02300,58.50600,14.33400,44.17200,44.17200,44.17200,,54.48300,49.85400,50.29700,0.89000,0.88000,,,,,,,,,,,,,,,,,
2024-07-31,282.39200,149.85800,132.53400,84.27400,84.27400,48.26000,3.73300,51.99300,12.73800,39.25500,39.25500,39.25500,57.27000,48.26000,49.85400,50.22100,0.79000,0.78000,2.27530,46.93260,17.08970,17.08970,18.41160,13.90090,0.30030,1.14030,36.68380,2.45340,8.55890,8.55890,4.17490,8.55890,9.03300,0.9473,0.7191
2024-04-30,262.48000,141.78300,120.69700,78.30100,78.30100,42.39600,3.75400,46.15000,11.30700,34.84300,34.84300,34.84300,51.34400,42.39600,49.85400,50.17200,0.70000,0.69000,2.17670,45.98330,16.15210,16.15210,17.58230,13.27450,0.28970,1.08510,42.75620,2.10500,8.03180,8.03180,3.84550,8.03180,8.54320,0.59560,0.37980
2024-01-31,382.38300,182.20200,200.18100,103.67800,103.67800,96.50300,6.83400,103.33700,23.75600,79.58100,79.58100,79.58100,105.86800,96.50310,49.58200,49.95500,1.60000,1.58000,2.00610,52.35090,25.23730,25.23730,27.02450,20.81190,0.42970,1.44270,43.96720,2.04700,19.25880,19.25880,8.94360,19.25880,8.19150,2.187,2.0013
2023-10-31,303.45700,156.24200,147.21500,83.15000,83.15000,64.06500,4.49000,68.55500,16.79300,51.76200,51.76200,51.76200,72.38500,64.06500,49.51300,49.93700,1.05000,1.04000,2.35440,48.51260,21.11170,21.11170,22.59130,17.05740,0.32940,1.02600,29.34500,3.06700,10.91980,10.91980,5.61890,10.91980,9.39670,1.2765,1.0743
2023-07-31,292.42800,154.01600,138.41200,81.65100,81.65100,56.76100,3.69300,60.45400,14.81400,45.64000,45.64000,45.64000,65.19400,56.76100,49.51300,49.87500,0.92000,0.92000,2.31340,47.33200,19.41030,19.41030,20.67310,15.60730,0.33940,1.13190,30.22510,2.97770,10.45500,10.45500,5.29740,10.45500,8.65350,0.9662,0.795
2023-04-30,282.83400,149.57700,133.25700,79.52700,79.52700,53.73000,3.13900,56.86900,13.93300,42.93600,42.93600,42.93600,62.16700,53.73000,49.51300,49.86100,0.87000,0.86000,2.09820,47.11490,18.99700,18.99700,20.10690,15.18060,0.33320,1.08600,44.49870,2.02250,10.59690,10.59690,5.05810,10.59690,8.03020,0.66780,0.48080
2023-01-31,401.80600,188.73300,213.07300,103.13600,103.13610,109.93690,4.21300,114.15000,26.30800,87.84200,87.84200,87.84200,118.34490,109.93700,49.26900,49.63100,1.78000,1.76000,1.87280,53.02880,27.36070,27.36070,28.40920,21.86180,0.47970,1.50820,31.76830,2.83300,23.34270,23.34270,10.48760,23.34270,7.51230,2.1602,1.9994
2022-10-31,332.34100,166.94000,165.40100,85.97800,85.97800,79.42300,1.88300,81.30600,19.92000,61.38600,61.38600,61.38600,86.60700,79.42300,49.21400,49.60400,1.25000,1.24000,2.10680,49.76850,23.89810,23.89810,24.46460,18.47080,0.37590,1.09590,20.67570,4.35290,14.09210,14.09210,6.94300,14.09210,8.69610,1.3206,1.1709
2022-07-31,301.97600,156.60700,145.36900,79.65600,79.65600,65.71300,0.70300,66.41600,16.27200,50.14400,50.14400,50.14400,73.18000,65.71300,49.21400,49.53500,1.02000,1.01000,2.01160,48.13930,21.76100,21.76100,21.99380,16.60530,0.37320,1.21880,23.20220,3.87900,12.89120,12.89120,6.19780,12.89120,7.76480,0.9687,0.8112
2022-04-30,309.06400,156.90400,152.16000,79.10100,79.10100,73.05900,0.12500,73.18400,17.93000,55.25400,55.25400,55.25400,80.49500,73.05900,49.21400,49.52800,1.12000,1.12000,1.82470,49.23250,23.63880,23.63880,23.67920,17.87790,0.39170,1.29500,70.01900,1.28540,15.62640,15.62640,7.00270,15.62640,7.05840,0.43420,0.29050
2022-01-31,380.93010,178.55900,202.37100,92.77100,92.77100,109.60000,1.79100,111.39100,27.47600,83.91500,83.91500,83.91500,115.97200,109.60000,48.99400,49.38500,1.71000,1.70000,1.57400,53.12550,28.77170,28.77170,29.24190,22.02900,0.48780,1.74900,31.51570,2.85570,26.81640,26.81640,10.74620,26.81640,6.29300,1.8344,1.7137
2021-10-31,319.43200,158.36600,161.06600,78.85100,78.85100,82.21500,0.19200,82.40700,20.19000,62.21700,62.21700,62.21700,89.01100,82.21500,48.94600,49.36200,1.27000,1.26000,2.49910,50.42260,25.73790,25.73790,25.79800,19.47740,0.32140,1.57430,56.74760,1.58600,11.83270,11.83270,6.26030,11.83270,10.56190,1.7125,1.6525
2021-07-31,295.12000,153.10100,142.01900,74.13700,74.13700,67.88200,0.22200,68.10400,16.68500,51.41900,51.41900,51.41900,75.23400,67.88200,48.94600,49.34100,1.05000,1.04000,2.37740,48.12250,23.00150,23.00150,23.07670,17.42310,0.31640,1.60690,44.26580,2.03320,10.76720,10.76720,5.51300,10.76720,9.59270,0.8689,0.7762
