Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,1.29560,1.39410,-0.92640,-3.66720,-0.61890,-4.28600,-4.28600,-4.28600,-4.28600,-3.61640,-3.66720,217.58000,217.58000,-0.02190,-0.02190,4.22480,,,-3.66540,-3.66540,-3.59900,-3.66540,0.53690,-0.0102,-0.0102
2024-05-31,1.28420,1.73540,-1.25930,-4.33070,-0.94510,-5.27580,-5.27580,-5.27580,-5.27580,-4.27890,-4.33070,217.55600,217.55600,-0.02200,-0.02200,5.34780,,,-4.37550,-4.37550,-4.28330,-4.37550,0.55420,-0.01050,-0.01050
2024-02-29,0.94590,3.07790,-1.30540,-5.47200,0.23460,-5.23740,-5.23740,-5.23740,-5.23740,-5.31920,-5.48130,214.63600,214.63600,-0.02760,-0.02760,6.23920,,,-4.17590,-4.17590,-4.07380,-4.17590,0.57650,-0.0176,-0.0185
2023-11-30,2.18670,3.00210,-1.18990,-6.40270,-1.78650,-8.18920,-8.18920,-8.18920,-8.18920,-6.37980,-6.40270,214.54500,214.54500,-0.03660,-0.03660,10.73250,,,-6.47280,-6.47280,-6.31250,-6.47280,0.58940,-0.0151,-0.0151
2023-08-31,4.04610,4.08420,-1.25140,-9.40910,1.47230,-7.93680,-7.93680,-7.93680,-7.93680,-9.38130,-9.40460,214.65100,214.65100,-0.03700,-0.03700,11.52630,,,-5.86790,-5.86790,-5.70620,-5.86790,0.63010,-0.0237,-0.0247
2023-05-31,3.48560,3.67110,-1.33150,-8.51410,0.32450,-8.18960,-8.18960,-8.18960,-8.18960,-8.48810,-8.50920,214.33000,214.33000,-0.03680,-0.03680,19.13440,,,-5.95710,-5.95710,-5.89100,-5.95710,0.64050,-0.02380,-0.02430
2023-02-28,3.07080,3.39730,-1.33400,-7.82410,0.32610,-7.49800,-7.49800,-7.49800,-7.49800,-7.80030,-7.82000,207.65600,207.65600,-0.03700,-0.03700,24.80660,,,-5.11590,-5.11590,-5.06610,-5.11590,0.68460,-0.03,-0.0306
2022-11-30,1.75960,1.72070,-1.38290,-4.88580,0.79740,-4.08840,-4.08840,-4.08840,-4.08840,-4.86460,-4.88010,208.24800,208.24800,-0.02230,-0.02230,17.45210,,,-3.03410,-3.03410,-2.99510,-3.03410,0.64620,-0.0178,-0.017
2022-08-31,3.78470,2.40020,-2.47990,-8.71160,0.14650,-8.56510,-8.56510,-8.56510,-8.56510,-8.66500,-8.68230,207.26700,207.26700,-0.03880,-0.03880,10.41090,,,-5.98320,-5.98320,-5.84570,-5.98320,0.68770,-0.0236,-0.0408
2022-05-31,3.26560,2.86050,-0.93060,-7.10420,0.08490,-7.01930,-7.01930,-7.01930,-7.01930,-7.05670,-7.07430,204.74500,204.74500,-0.03150,-0.03150,22.75450,0.00330,0.00500,-4.76300,-4.76300,-4.68290,-4.74720,0.71750,-0.01810,-0.01820
2022-02-28,1.68010,2.63100,-1.00130,-5.36570,0.07190,-5.29380,-5.29380,-5.29380,-5.29380,-5.31230,-5.33250,176.61900,176.61900,-0.02360,-0.02360,30.58060,0.00320,0.00470,-3.47550,-3.47550,-3.42710,-3.46450,0.74560,-0.0314,-0.0327
2021-11-30,0.98530,2.21190,-0.63680,-3.86610,0.01980,-3.84620,-3.84620,-3.84620,-3.84620,-3.83410,-3.83840,187.11600,187.11600,-0.02390,-0.02390,12.96480,0.00300,0.00440,-2.50350,-2.50350,-2.43300,-2.49580,0.75740,0.0049,0.0049
2021-08-31,1.25040,4.98490,-0.89360,-7.16130,,-7.16130,-7.16130,-7.16130,-7.16130,-7.12880,-7.13030,176.93400,176.93400,-0.04020,-0.04020,10.02080,0.00650,0.00890,-6.21820,-6.21820,-6.10460,-6.17760,0.65010,-0.0102,-0.0102
2021-05-31,0.48130,0.71850,-1.26570,-2.49610,,-2.49610,-2.49610,-2.49610,-2.49610,-2.46550,-2.46670,137.60900,137.60900,-0.01610,-0.01610,9.34330,0.00600,0.00800,-2.12770,-2.12770,-2.08490,-2.11500,0.66460,-0.02400,-0.02410
2021-02-28,,,,,,,,-1.86900,-1.87000,,,104.90000,104.90000,-0.02000,-0.02000,7.23100,0.04760,0.07290,-15.91450,-15.91590,-14.47830,-15.15820,,-0.0651,-0.0694
