Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,12.58800,12.58800,55.48100,11.71800,-54.61100,5.73700,-48.87400,0.08200,-48.95600,-48.95600,-48.95600,-54.17100,-54.61100,72.77940,72.77940,-0.67000,-0.67000,5.28460,100.00000,-433.83380,-433.83380,-388.25860,-388.91010,0.02450,,,-12.99060,-12.99060,-9.53190,-12.99060,5.61770,-0.3924,-0.4137
2024-05-31,12.09200,12.09200,48.92200,11.71000,-48.54000,4.08400,-44.45600,0.09000,-44.54600,-44.54600,-44.54600,-46.60800,-48.54000,62.37760,62.37760,-0.71000,-0.71000,5.57340,100.00000,-401.42250,-401.42250,-367.64800,-368.39230,0.02370,,,-12.01700,-12.01700,-8.71690,-12.01700,5.76000,-0.545,-0.5697
2024-02-29,16.58500,16.58500,50.00500,11.79900,-45.21900,3.79100,-41.42800,0.09000,-41.51800,-41.51800,-41.51800,-43.26100,-45.21900,54.90300,54.90300,-0.76000,-0.76000,2.86420,100.00000,-272.65000,-272.65000,-249.79200,-250.33470,0.05300,,,-24.60360,-24.60360,-13.27840,-24.60360,3.43420,-0.76410,-0.81660
2023-11-30,15.15900,15.15900,49.71300,10.78000,-45.33400,3.37800,-41.95600,,-41.95600,-41.95600,-41.95600,-43.54500,-45.33400,54.33800,54.33800,-0.77000,-0.77000,3.39820,100.00000,-299.05650,-299.05660,-276.77290,-276.77290,0.04260,,,-20.92640,-20.92640,-11.79870,-20.92640,4.11530,0.4892,0.4416
2023-08-31,18.46700,18.46700,47.85600,10.62300,-40.01200,3.03000,-36.98200,,-36.98200,-36.98200,-36.98200,-38.27300,-40.01200,54.39090,54.39090,-0.68000,-0.68000,4.35740,100.00000,-216.66760,-216.66760,-200.25990,-200.25990,0.05990,9.23350,9.74710,-15.81660,-15.81660,-11.99960,-15.81660,4.82060,-0.7532,-0.7984
2023-05-31,30.67600,30.67600,45.76300,11.67800,-26.76500,2.48800,-24.27700,,-24.27700,-24.27700,-24.27700,-24.42200,-26.76500,54.25900,54.25900,-0.45000,-0.45000,4.01340,100.00000,-87.25060,-87.25060,-79.14010,-79.14010,0.08750,,,-9.34010,-9.34010,-6.92390,-9.34010,5.45700,-0.3366,-0.3563
2023-02-28,12.68500,12.68500,45.81600,9.82100,-42.95200,2.21900,-40.73300,,-40.73300,-40.73300,-40.73300,-40.59000,-42.95200,54.02800,54.02800,-0.75000,-0.75000,4.44420,100.00000,-338.60460,-338.60460,-321.11160,-321.11160,0.03430,,,-14.86320,-14.86320,-11.00430,-14.86320,5.77630,-0.89680,-0.93890
2022-11-30,6.78300,6.78300,46.10600,9.36700,-48.69000,1.97300,-46.71700,,-46.71700,-46.71700,-46.71700,-46.30300,-48.69000,48.60800,48.60800,-0.85000,-0.85000,4.50710,100.00000,-717.82380,-717.82390,-688.73660,-688.73660,0.01630,,,-15.38280,-15.38280,-11.20960,-15.38280,6.43810,-0.8923,-0.9539
2022-08-31,10.79100,10.79100,47.76100,9.74800,-46.71800,1.00900,-45.70900,,-45.70900,-45.70900,-45.70900,-43.74900,-46.71800,50.86900,50.86900,-0.90000,-0.90000,5.25730,100.00000,-432.93480,-432.93480,-423.58450,-423.58450,0.02350,,,-13.34390,-13.34390,-9.95110,-13.34390,7.26530,-0.7128,-0.7637
2022-05-31,11.43200,11.43200,47.49300,9.65400,-45.71500,0.31400,-45.40100,,-45.40100,-45.40100,-45.40100,-42.63200,-45.71500,44.89800,44.89800,-1.01000,-1.01000,4.22200,100.00000,-399.88630,-399.88630,-397.13960,-397.13960,0.02900,,,-17.02080,-17.02080,-11.51400,-17.02080,5.92230,-0.7288,-0.7905
