Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,661.70000,544.50000,117.20000,75.90000,2.10000,73.80000,43.40000,-18.50000,24.90000,6.90000,18.00000,18.00000,,17.80000,57.60000,43.40000,35.20000,35.60000,0.50000,0.50000,3.05610,0.44770,0.81060,17.71200,6.55890,6.55890,3.76300,2.69000,0.23770,0.72770,2.12830,42.28650,1.48740,4.22240,0.64670,0.82150,33.70280,-0.52250,-0.74440
2024-05-31,656.49980,529.20000,127.29990,94.80000,0.10000,94.70000,32.59990,-19.00000,13.60000,4.50000,9.10000,9.10000,,8.80000,47.89990,32.59990,35.10000,35.40000,0.25000,0.25000,2.97620,0.45300,0.82820,19.39070,4.96570,4.96570,2.07160,1.34040,0.23700,0.72190,2.28590,39.37240,0.76480,2.27730,0.32850,0.41840,33.33330,0.689,0.4808
2024-02-29,567.30000,457.00000,110.30000,77.00000,-0.30000,77.30000,33.00000,-12.50000,20.50000,6.50000,14.00000,14.00000,,13.80000,41.80000,33.00000,34.80000,35.20000,0.40000,0.39000,2.89750,0.19040,0.23520,19.44300,5.81700,5.81700,3.61360,2.43260,0.28060,0.68060,2.20650,40.78790,1.19860,1.50830,0.69250,0.97040,32.96920,0.5794,0.4133
2023-11-30,545.40000,442.00000,103.40000,65.70000,0.60000,65.10000,38.30000,-6.60000,31.70000,7.90000,23.80000,23.80000,,23.80000,47.00000,38.30000,34.90000,35.30000,0.67000,0.67000,3.14230,0.19220,0.23800,18.95860,7.02240,7.02240,5.81220,4.36380,0.27750,0.68430,2.21350,40.66010,2.05970,2.59260,1.21080,1.66380,32.54660,0.496,0.2906
2023-08-31,549.70000,448.40000,101.30000,74.70000,-1.30000,76.00000,25.30010,-32.80000,-7.50000,-6.90000,-0.60000,-0.60000,,-0.60000,33.70010,25.30010,34.70000,35.10000,-0.02000,-0.02000,3.06790,0.21360,0.27170,18.42820,4.60250,4.60250,-1.36440,-0.10920,0.28130,0.73010,1.95900,45.94140,-0.05350,-0.06800,-0.03070,-0.04210,31.78640,-0.53280,-0.79200
2023-05-31,553.30000,445.20010,108.09990,70.80000,-1.00000,71.80000,36.29990,-6.10000,30.20000,7.00000,23.20000,23.20000,,22.40000,43.99990,36.30000,34.70000,35.10000,0.64000,0.64000,3.12350,0.19700,0.24540,19.53730,6.56060,6.56060,5.45820,4.04840,0.30180,0.77550,2.29300,39.25000,2.11080,2.69890,1.26560,1.69490,31.47840,1.2967,1.1066
2023-02-28,521.10000,426.80000,94.30000,56.70000,-3.60000,60.30000,34.00000,-4.20000,29.80000,8.00000,21.80000,21.80000,,21.50000,40.90000,34.00000,34.10000,34.60000,0.63000,0.62000,3.22010,0.14810,0.17380,18.09630,6.52470,6.52470,5.71870,4.12590,0.31140,0.74790,2.19230,41.05350,2.04180,2.29470,1.30280,1.73940,30.76320,0.4997,0.2182
2022-11-30,469.80000,384.00000,85.80000,52.80000,-0.60000,53.40000,32.40000,-1.60000,30.80000,8.30000,22.50000,22.50000,,22.50000,38.90000,32.40000,34.20000,34.70000,0.65000,0.64000,3.27560,0.16000,0.19050,18.26310,6.89660,6.89660,6.55600,4.78930,0.28530,0.64540,2.08520,43.16090,2.17330,2.45180,1.36620,1.82560,30.04790,-1.3247,-1.5042
2022-08-31,446.30000,364.40000,81.90000,50.10000,-0.60000,50.70000,31.20000,-0.80000,30.40000,8.10000,22.30000,22.30000,0.40000,22.70000,38.00000,31.20000,34.90000,35.40000,0.64000,0.63000,2.89240,0.09920,0.11010,18.35090,6.99080,6.99080,6.81160,5.08630,0.27910,0.63290,2.02130,44.52610,2.15150,2.42680,1.39470,1.93810,29.54420,0.19210,0.00280
2022-05-31,476.10010,386.30000,89.80010,56.90000,-1.50000,58.40000,31.40010,-0.90000,30.50000,6.60000,23.90000,23.90000,,23.60000,39.00010,31.40000,35.60000,36.00000,0.64000,0.64000,2.89260,0.08730,0.09560,18.86160,6.59530,6.59530,6.40620,4.95690,0.30250,0.70170,2.22480,40.45370,2.31030,2.61260,1.51850,2.10870,29.23060,1.1057,0.9091
2022-02-28,452.20000,371.80000,80.40000,48.90000,-1.20000,50.10000,30.30000,0.50000,30.80000,8.20000,22.60000,22.60000,-0.10000,22.30000,38.00000,30.30000,35.10000,35.70000,0.64000,0.63000,2.84810,0.09210,0.10150,17.77980,6.70060,6.70060,6.81110,4.93140,0.29140,0.69470,2.16050,41.65640,2.22070,2.52040,1.45620,2.01610,28.91440,0.4439,0.3262
2021-11-30,436.60000,358.20000,78.40000,47.10000,-1.20000,48.30000,30.10000,-1.40000,28.70000,7.90000,20.80000,20.80000,,20.70000,39.00000,30.10000,35.10000,35.60000,0.59000,0.58000,2.95660,0.09300,0.10250,17.95690,6.89420,6.89420,6.57350,4.74120,0.28540,0.67370,2.27280,39.59920,2.06550,2.34740,1.35980,1.87350,28.39100,0.4581,0.5562
