,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-20,2024-09-30,--,$0.40
1,2024-08-13,2024-06-30,--,$0.13
2,2024-05-20,2024-03-31,--,$0.36
3,2024-03-21,2023-12-31,--,$0.24
4,2023-12-21,2023-09-30,--,$0.10
5,2023-08-30,2023-06-30,--,$0.09
6,2023-05-15,2023-03-31,--,$0.21
7,2023-03-22,2022-12-31,--,$0.28
8,2022-11-24,2022-09-30,--,$0.16
9,2022-08-30,2022-06-30,--,$0.10
10,2022-05-17,2022-03-31,--,$0.31
11,2022-03-15,2021-12-31,--,$0.11
12,2021-11-30,2021-09-30,--,$0.12
13,2021-08-16,2021-06-30,--,$0.35
14,2021-05-12,2021-03-31,--,$0.42
15,2021-03-25,2020-12-31,--,$0.37
16,2020-11-10,2020-09-30,--,$0.46
17,2020-08-03,2020-06-30,--,$0.33
18,2020-05-21,2020-03-31,--,$0.03
19,2020-03-19,2019-12-31,--,$0.32
20,2019-11-19,2019-09-30,--,$0.22
21,2019-08-14,2019-06-30,--,$0.24
22,2019-05-20,2019-03-31,--,$0.33
23,2019-03-27,2018-12-31,--,$0.00
24,2018-11-15,2018-09-30,--,$0.21
25,2018-08-15,2018-06-30,--,$0.13
26,2018-05-24,2018-03-31,--,$0.15
27,2018-03-14,2017-12-31,--,$0.16
28,2017-11-27,2017-09-30,--,$0.18
29,2017-08-30,2017-06-30,--,$0.03
30,2017-05-25,2017-03-31,--,$0.09
31,2017-03-28,2016-12-31,--,$-0.13
32,2016-11-22,2016-09-30,--,$0.09
33,2016-08-15,2016-06-30,--,$0.15
34,2016-05-31,2016-03-31,--,$0.10
35,2016-03-22,2015-12-31,--,$-0.06
36,2015-11-30,2015-09-30,--,$0.14
37,2015-08-18,2015-06-30,--,$0.00
38,2015-05-28,2015-03-31,--,$0.05
39,2015-03-26,2014-12-31,--,$0.02
