,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-26,2024-10-31,--,$2.08
1,2024-08-27,2024-07-31,--,$1.89
2,2024-05-23,2024-04-30,$1.75,$1.70
3,2024-02-29,2024-01-31,$1.13,$1.66
4,2023-11-30,2023-10-31,$1.84,$2.36
5,2023-08-29,2023-07-31,$2.20,$2.78
6,2023-05-25,2023-04-30,$1.35,$2.21
7,2023-02-28,2023-01-31,$1.75,$1.46
8,2022-11-22,2022-10-31,$1.73,$2.24
9,2022-08-30,2022-07-31,$1.31,$1.71
10,2022-05-26,2022-04-30,$1.34,$1.38
11,2022-02-24,2022-01-31,$0.67,$0.60
12,2021-11-23,2021-10-31,$0.81,$0.62
13,2021-08-31,2021-07-31,$1.41,$0.70
14,2021-05-27,2021-04-30,$1.73,$1.28
15,2021-02-25,2021-01-31,$1.64,$1.50
16,2020-11-24,2020-10-31,$2.06,$1.97
17,2020-08-25,2020-07-31,$1.55,$1.66
18,2020-05-26,2020-04-30,$1.69,$1.33
19,2020-02-25,2020-01-31,$1.40,$1.30
20,2019-11-26,2019-10-31,$1.62,$1.84
21,2019-08-27,2019-07-31,$1.93,$2.13
22,2019-05-28,2019-04-30,$1.88,$1.87
23,2019-02-26,2019-01-31,$1.30,$1.40
24,2018-11-29,2018-10-31,$1.89,$1.60
25,2018-08-27,2018-07-31,$1.96,$2.04
26,2018-05-29,2018-04-30,$1.12,$1.64
27,2018-03-09,2018-01-31,$0.88,$0.84
28,2017-12-01,2017-10-31,$1.24,$1.23
29,2017-08-22,2017-07-31,$1.37,$1.23
30,2017-05-30,2017-04-30,$1.00,$1.13
31,2017-02-27,2017-01-31,$0.81,$0.89
32,2016-11-22,2016-10-31,$1.16,$1.10
33,2016-08-23,2016-07-31,$0.94,$1.26
34,2016-06-02,2016-04-30,$0.83,$0.86
35,2016-02-25,2016-01-31,$0.53,$0.73
36,2015-11-24,2015-10-31,$0.70,$1.10
37,2015-08-20,2015-07-31,$0.67,$0.92
38,2015-06-02,2015-04-30,$0.56,$0.68
39,2015-02-26,2015-01-31,$0.35,$0.44
