,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-13,2024-09-30,$0.05,$0.13
1,2024-08-13,2024-06-30,$0.06,$0.00
2,2024-05-14,2024-03-31,$0.03,$0.16
3,2024-02-23,2023-12-31,$0.11,$0.20
4,2023-11-08,2023-09-30,$0.09,$0.07
5,2023-08-08,2023-06-30,$0.03,$-0.07
6,2023-05-08,2023-03-31,$0.03,$0.00
7,2023-02-23,2022-12-31,$0.02,$0.01
8,2022-11-02,2022-09-30,$-0.06,$-0.05
9,2022-08-08,2022-06-30,$0.11,$0.12
10,2022-05-09,2022-03-31,$0.09,$0.02
11,2022-02-23,2021-12-31,$0.12,$0.13
12,2021-11-03,2021-09-30,$0.03,$0.15
13,2021-08-09,2021-06-30,$0.09,$0.02
14,2021-05-11,2021-03-31,$0.04,$-0.06
15,2021-02-18,2020-12-31,$-0.08,$-0.06
16,2020-11-03,2020-09-30,$-0.12,$-0.10
17,2020-08-11,2020-06-30,$-0.22,$-0.15
18,2020-05-14,2020-03-31,$-0.13,$-0.13
19,2020-02-20,2019-12-31,$-0.07,$-0.10
20,2019-11-11,2019-09-30,$-0.06,$-0.08
21,2019-08-08,2019-06-30,$0.00,$-0.04
22,2019-05-06,2019-03-31,$0.01,$0.03
23,2019-02-19,2018-12-31,$-0.01,$0.05
24,2018-10-31,2018-09-30,$0.02,$0.09
25,2018-07-31,2018-06-30,$0.13,$0.09
26,2018-05-02,2018-03-31,$0.20,$0.17
27,2018-02-21,2017-12-31,$0.27,$0.26
28,2017-11-01,2017-09-30,$0.20,$0.21
29,2017-08-03,2017-06-30,$0.14,$0.09
30,2017-05-03,2017-03-31,$0.03,$-0.01
31,2017-02-22,2016-12-31,$0.06,$0.09
32,2016-11-02,2016-09-30,$0.06,$0.08
33,2016-07-27,2016-06-30,$0.02,$0.02
34,2016-04-28,2016-03-31,$-0.03,$-0.07
35,2016-02-24,2015-12-31,$0.13,$0.05
36,2015-11-05,2015-09-30,$0.04,$0.05
37,2015-07-29,2015-06-30,$0.11,$-0.07
38,2015-05-07,2015-03-31,$0.03,$0.00
39,2015-02-19,2014-12-31,$0.04,$-0.02
