Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,12.40000,6.51500,5.88500,33.17800,20.95200,59.02000,-53.13500,0.65500,-52.48000,0.01600,-52.49600,-52.49600,-52.49600,-50.54400,-53.13500,214.30500,214.30500,-0.24000,-0.24000,12.23240,,47.45970,-428.50810,-428.50810,-423.22580,-423.35480,0.02490,2.99730,30.02660,-12.04910,-12.57480,-10.54330,-12.04910,2.01730,-0.0869,-0.108
2024-06-30,11.38100,5.62300,5.75800,31.20400,19.19000,54.69900,-48.94100,11.39500,-37.54600,0.01500,-37.56100,-37.56100,-37.56100,-47.12100,-48.94100,211.63700,211.63700,-0.18000,-0.18000,13.14980,,50.59310,-430.02370,-430.02370,-329.90080,-330.03250,0.02200,1.44190,62.41720,-8.10770,-8.42960,-7.25910,-8.10770,2.16760,-0.124,-0.1625
2024-03-31,7.58200,3.41400,4.16800,32.36800,20.72100,57.04400,-52.87600,13.29200,-39.58400,0.00800,-39.59200,-39.59200,-39.59200,-51.22300,-52.87600,208.15900,208.16000,-0.19000,-0.19000,11.81180,,54.97230,-697.38850,-697.38850,-522.07860,-522.18410,0.01390,0.79340,113.43180,-8.25230,-8.56640,-7.27980,-8.25230,2.27550,-0.09830,-0.12010
2023-12-31,6.10600,3.16300,2.94300,31.62000,22.26500,57.39100,-54.44800,12.55300,-41.89500,0.00900,-41.90400,-41.90400,-41.90400,-53.40100,-54.44800,202.57600,202.57600,-0.20000,-0.20000,10.49370,,48.19850,-891.71300,-891.71280,-686.12840,-686.27560,0.01100,0.53250,169.01900,-8.64010,-8.93140,-7.56960,-8.64010,2.34740,-0.1324,-0.1751
2023-09-30,6.13600,2.00800,4.12800,24.59900,18.97400,46.32200,-42.19400,-2.57800,-44.77200,0.03900,-44.81100,-44.81100,-44.81100,-42.13900,-42.19400,203.39000,203.39000,-0.22000,-0.22000,14.12120,,67.27510,-687.64670,-687.64670,-729.66100,-730.29660,0.01090,2.02310,44.48660,-8.98920,-9.24520,-7.92580,-8.98920,2.44220,-0.1082,-0.134
2023-06-30,5.51500,1.90100,3.61400,19.86900,14.50500,36.70300,-33.08900,-10.62900,-43.71800,,-43.71800,-43.71800,-43.71800,-33.43800,-33.08900,201.43100,201.43100,-0.22000,-0.22000,16.56190,,65.53040,-599.98190,-599.98190,-792.71080,-792.71080,0.00960,2.27140,39.62290,-8.35520,-8.55610,-7.57870,-8.35520,2.59200,-0.0794,-0.0909
2023-03-31,4.28500,1.03600,3.24900,16.23300,13.24800,31.27200,-28.02300,0.68500,-27.33800,,-27.33800,-27.33800,-27.33800,-28.14700,-28.02300,200.11300,200.11300,-0.14000,-0.14000,19.28770,,75.82260,-653.97900,-653.97900,-637.99300,-637.99300,0.00730,2.33260,38.58340,-4.95040,-5.04910,-4.64990,-4.95040,2.75950,-0.06900,-0.07920
2022-12-31,3.80700,0.90100,2.90600,13.69500,11.47800,26.52900,-23.62300,4.97600,-18.64700,,-18.64700,-18.64700,-18.64700,-23.46100,-23.62300,197.72800,197.72800,-0.10000,-0.10000,18.43390,,76.33310,-620.51500,-620.51500,-489.80830,-489.80830,0.00640,1.15640,77.82510,-3.28170,-3.33860,-3.11830,-3.28170,2.84300,-0.0759,-0.0843
2022-09-30,2.76300,0.73300,2.03000,13.29200,12.11800,26.94100,-24.91100,0.92800,-23.98300,,-23.98300,-23.98300,-23.98300,-23.87100,-24.91100,198.30100,198.30100,-0.12000,-0.12000,21.22370,,73.47090,-901.59250,-901.59250,-868.00570,-868.00570,0.00460,0.96070,93.68080,-4.16640,-4.22210,-3.95370,-4.16640,2.89390,-0.0644,-0.0736
2022-06-30,2.60800,0.74200,1.86600,9.65300,9.69000,20.79400,-18.92800,17.27400,-1.65400,,-1.65400,-1.65400,-1.65400,-17.36900,-18.92800,197.21400,197.21400,-0.01000,-0.01000,30.10610,,71.54910,-725.76680,-725.76680,-63.42030,-63.42030,0.00420,1.46350,61.49540,-0.27910,-0.28230,-0.26810,-0.27910,2.99330,-0.0434,-0.068
