Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10.00000,10.00000,5.20000,3.56800,1.23200,-2.66600,-1.43400,-1.43400,-1.43400,-1.43400,1.57400,1.23200,3.22800,3.22800,-0.44000,-0.44000,7.39970,100.00000,12.32000,12.32000,-14.34000,-14.34000,0.20830,0.81990,109.76400,-25.30440,-25.30440,-2.98760,-25.30440,1.74370,-1.9988,-1.9988
2024-06-30,,,5.33500,3.71400,-9.04900,-16.21200,-25.26100,-25.26100,-25.26100,-25.26100,-8.66300,-9.04900,3.16200,3.16200,-7.99000,-7.99000,6.95920,,,,,,,,,-416.71090,-416.71060,-56.04710,-416.71070,1.89080,-0.3417,-0.3406
2024-03-31,,,5.24700,3.88300,-9.13000,0.30000,-8.83000,-8.83000,-8.83000,-8.83000,-8.73800,-9.13000,2.08300,2.08300,-4.24000,-4.24000,5.18130,,,,,,,,,-29.30050,-29.30050,-24.04950,-29.30050,14.60790,-4.19880,-4.20210
2023-12-31,,,6.09500,3.58900,-9.72400,0.81100,-8.91300,-8.91300,-8.91300,-8.91300,-9.31700,-9.72400,2.01800,2.01800,-4.35000,-4.35000,5.75430,,,,,,,,,-23.49550,-23.49550,-19.34250,-23.49550,18.38830,-3.7437,-3.7452
2023-09-30,,,6.11200,3.57200,-11.18900,0.74400,-10.44500,-10.44500,-10.44500,-10.44500,-10.91400,-11.18900,2.03300,2.03300,-5.14000,-5.14000,7.24780,,,,,,,,,-22.94040,-22.94040,-19.35230,-22.94040,22.32620,-4.8212,-4.8183
2023-06-30,,,6.93700,3.33800,-10.27500,0.88800,-9.38700,-9.38700,-9.38700,-9.38700,-10.01900,-10.27500,2.00400,2.00400,-4.68000,-4.68000,8.92560,,,,,,,,,-17.04930,-17.04930,-14.66740,-17.04930,27.00130,-4.3445,-4.3854
2023-03-31,,,8.08600,5.29900,-14.59200,0.29500,-14.29700,-14.29700,-14.29700,-14.29700,-14.35100,-14.59200,1.99800,1.99800,-7.16000,-7.16000,8.60620,,,,,,,,,-22.68030,-22.68030,-19.26820,-22.68030,31.42000,-7.09210,-7.24980
2022-12-31,,,9.43700,5.23200,-14.66900,1.39400,-0.77500,-0.77500,-0.77500,-0.77500,-14.35300,-2.16900,2.31400,2.31400,-0.41760,-0.41760,8.35440,,,,,,,,,-1.01970,-1.01970,-0.86660,-1.01970,37.88680,-0.2382,-0.3041
2022-09-30,,,8.62400,4.98100,-13.60500,0.24800,-13.35700,-13.35700,-13.35700,-13.35700,-13.10000,-13.60500,2.33240,2.33240,-5.69720,-5.69720,9.55850,,,,,,,,,-17.23680,-17.23680,-14.60840,-17.23680,33.07760,-6.0596,-6.1217
2022-06-30,,,9.58100,4.49100,-14.07200,0.14700,-13.92500,-13.92500,-13.92500,-13.92500,-13.48000,-14.07200,2.33080,2.33080,-5.99700,-5.99700,11.12380,,,,,,,,,-15.52470,-15.52470,-13.37310,-15.52470,38.28630,-4.878,-4.8875
2022-03-31,,,9.37100,5.12200,-14.49300,6.54600,-7.94700,-7.94700,-7.94700,-7.94700,-13.84300,-14.49300,2.32540,2.32540,-3.44830,-3.44830,11.79040,,,,,,,,,-7.74090,-7.74090,-6.75450,-7.74090,43.81830,-7.90160,-8.07870
2021-12-31,,,10.89300,4.10200,-14.99500,0.04100,-14.95400,-14.95400,-14.95400,-14.95400,-14.35200,-14.99500,1.64680,1.64680,-4.34780,-4.34780,7.74990,,,,,,,,,-13.63170,-13.63170,-10.90150,-13.63170,46.94520,-9.2503,-9.5039
2021-09-30,,,10.41800,3.28700,-13.70500,-0.31400,-14.01900,-14.01900,-14.01900,-14.01900,-13.18000,-13.70500,1.82770,1.82770,-7.64620,-7.64620,9.09030,,,,,,,,,-11.33020,-11.33020,-9.30650,-11.33020,52.96020,-1.2882,-1.4727
2021-06-30,,,10.26500,2.39500,-12.66000,0.00700,-12.65300,-12.65300,-12.65300,-12.65300,-12.16800,-12.66000,1.21510,1.21510,-10.34480,-10.34480,0.59400,,,,,,,,,-253.05990,-253.06000,-13.61320,-253.06000,18.15070,-10.5707,-10.6199
2021-03-31,,,8.60100,4.43000,-13.03100,0.00900,-13.02200,-13.02200,-13.02200,-13.02200,-12.52000,-13.03100,1.21090,1.21090,-10.79460,-10.79460,1.42790,,,,,,,,,-260.43980,-260.43960,-13.93690,-260.43980,19.87870,-8.53270,-8.81600
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,16.0088,16.3442
2020-09-30,,,6.95800,1.68300,-8.64100,0.00600,-8.63500,-8.63500,-8.63500,-8.63500,-8.64100,-8.64100,1.23440,1.23440,-7.04650,-7.04650,,,,,,,,,,,,,,,-16.0088,-16.3442
