Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,75.21700,18.74400,56.47300,19.03700,57.44900,76.48600,-20.01300,3.90100,-16.11200,0.74200,-16.85400,-16.85400,-16.85400,-18.63800,-20.01300,124.32400,124.32400,-0.14000,-0.14000,2.54720,75.08010,-26.60700,-26.60700,-21.42070,-22.40720,0.16880,2.56410,35.10040,-5.81120,-5.89690,-3.78200,-5.81120,2.31220,0.0486,0.0356
2024-06-30,73.30000,19.48500,53.81500,21.14500,59.83000,80.97500,-27.16000,3.95000,-23.21000,0.20500,-23.41500,-23.41500,-23.41500,-25.84800,-27.16000,122.63300,122.63300,-0.19000,-0.19000,2.52220,73.41750,-37.05320,-37.05320,-31.66440,-31.94410,0.16460,2.10640,42.72730,-8.14930,-8.27200,-5.25710,-8.14930,2.32600,0.0753,0.0559
2024-03-31,72.62400,18.88900,53.73500,22.95300,55.48700,78.44000,-24.70500,3.67100,-21.03400,0.42600,-21.46000,-21.46000,-21.46000,-23.25500,-24.70500,120.82600,120.82600,-0.18000,-0.18000,2.67510,73.99070,-34.01770,-34.01770,-28.96290,-29.54950,0.16580,2.01360,44.69510,-7.42020,-7.53400,-4.90050,-7.42020,2.37820,-0.00040,-0.00940
2023-12-31,71.40300,18.26500,53.13800,22.19800,52.52900,74.67500,-21.53700,3.53700,-18.00000,0.54300,-18.54300,-18.54300,-18.54300,-20.11700,-21.53700,116.93800,116.93800,-0.15000,-0.15000,2.87210,74.41980,-30.16260,-30.16260,-25.20900,-25.96950,0.16460,2.42080,37.17830,-6.29100,-6.39260,-4.27570,-6.29100,2.48160,0.0215,0.0142
2023-09-30,70.63700,17.29100,53.34600,21.79700,52.47200,74.26900,-20.92300,3.44400,-17.47900,0.26800,-17.74700,-17.74700,-17.74700,-19.47500,-20.92300,117.90200,117.90200,-0.15000,-0.15000,2.71030,75.52130,-29.62050,-29.62050,-24.74480,-25.12420,0.16010,2.15290,41.80390,-6.08660,-6.19280,-4.02170,-6.08660,2.45440,0.0656,0.0618
2023-06-30,67.76700,17.18000,50.58700,22.43500,50.84500,81.47400,-30.88700,3.30700,-27.58000,0.17800,-27.75800,-27.75800,-27.75800,-29.48400,-30.88700,116.17400,116.17400,-0.24000,-0.24000,2.55600,74.64840,-45.57820,-45.57820,-40.69830,-40.96090,0.15590,1.98450,45.35130,-9.60980,-9.79000,-6.38680,-9.60980,2.45850,0.1764,0.167
2023-03-31,66.47700,19.18700,47.29000,23.70800,52.75500,76.46300,-29.17300,3.13800,-26.03500,0.28000,-26.31500,-26.31500,-26.31500,-27.82400,-29.17300,114.36900,114.36900,-0.23000,-0.23000,2.89870,71.13740,-43.88440,-43.88440,-39.16390,-39.58510,0.16110,2.17380,41.40210,-9.03610,-9.21430,-6.37890,-9.03610,2.51960,-0.04430,-0.05100
2022-12-31,65.25800,19.24300,46.01500,22.19200,49.62100,71.81300,-25.79800,2.16000,-23.63800,0.40700,-24.04500,-24.04500,-24.04500,-24.36200,-25.79800,111.43700,111.43700,-0.22000,-0.22000,2.60510,70.51240,-39.53240,-39.53240,-36.22240,-36.84610,0.15770,2.87280,31.32860,-8.15170,-8.32370,-5.81140,-8.15170,2.58290,-0.0413,-0.0529
2022-09-30,61.61400,18.07600,43.53800,21.59000,46.13800,67.72800,-24.19000,1.44200,-22.74800,-0.20400,-22.54400,-22.54400,-22.54400,-22.87400,-24.19000,112.01600,112.01600,-0.20000,-0.20000,2.50210,70.66250,-39.26060,-39.26060,-36.92020,-36.58910,0.14390,1.96320,45.84280,-7.64110,-7.81780,-5.26410,-7.64110,2.60850,-0.0282,-0.0346
2022-06-30,58.13000,17.06000,41.07000,20.30600,45.34700,65.65300,-24.58300,0.29300,-24.29000,0.27800,-24.56800,-24.56800,-24.56800,-23.57400,-24.58300,111.03600,111.03600,-0.22000,-0.22000,3.10620,70.65200,-42.28970,-42.28970,-41.78570,-42.26390,0.13620,2.08720,43.12040,-8.24280,-8.43070,-5.75830,-8.24280,2.65420,0.0969,0.0747
