Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,84.50500,28.27700,56.22800,55.97800,55.97800,0.25000,-0.07100,0.17900,0.13800,0.04100,0.04100,0.04100,4.72600,0.25000,43.79470,43.89320,0.00000,0.00000,1.51860,,,66.53810,0.29580,0.29580,0.21180,0.04850,0.26350,0.33450,19.29780,4.66370,0.03330,0.03330,0.01280,0.03330,2.75930,0.1137,-0.0113
2024-06-30,91.38400,31.05300,60.33100,58.48000,58.48000,1.85100,-0.05700,1.79400,0.57500,1.21900,1.21900,1.21900,6.47100,1.85100,43.68860,43.75960,0.03000,0.03000,1.52370,,,66.01920,2.02550,2.02550,1.96310,1.33390,0.28350,0.36080,18.02800,4.99220,0.99270,0.99270,0.37820,0.99270,2.74990,0.1107,0.0299
2024-03-31,91.72800,31.40900,60.31900,58.03600,58.03600,2.28300,-0.16600,2.11700,0.42800,1.68900,1.68900,1.68900,7.04300,2.28300,43.57070,43.71740,0.04000,0.04000,1.44460,,,65.75860,2.48890,2.48890,2.30790,1.84130,0.28140,0.35360,22.58200,3.98550,1.39240,1.39240,0.51820,1.39240,2.72020,0.42520,0.36300
2023-12-31,84.45800,29.80000,54.65800,53.18800,53.18800,1.47000,-0.24500,1.22500,0.58900,0.63600,0.63600,0.63600,6.36900,1.47000,43.42410,43.62080,0.01000,0.01000,1.45480,,,64.71620,1.74050,1.74050,1.45040,0.75300,0.26670,0.31810,28.04980,3.20860,0.53140,0.53140,0.20080,0.53140,2.68890,0.1383,0.0398
2023-09-30,92.11200,32.54900,59.56300,56.73400,56.73400,2.82900,-0.45300,2.37600,0.53200,1.84400,1.84400,1.84400,7.95500,2.82900,43.52280,43.73370,0.04000,0.04000,1.50610,0.07770,0.08420,64.66370,3.07130,3.07130,2.57950,2.00190,0.28540,0.32970,23.40240,3.84580,1.55280,1.55280,0.57140,1.43220,2.66490,0.332,0.2664
2023-06-30,98.55700,35.25500,63.30200,55.56800,55.56800,7.73400,-0.66800,7.06600,1.98700,5.07900,5.07900,5.07900,13.34800,7.73400,43.36340,43.50820,0.12000,0.12000,1.58850,0.14640,0.17150,64.22880,7.84720,7.84720,7.16950,5.15340,0.30280,0.32990,20.76630,4.33390,4.35630,4.35630,1.56070,3.71850,2.61600,0.3589,0.2507
2023-03-31,102.01900,36.48100,65.53800,61.41300,61.41300,4.12500,-0.79800,3.32700,0.81500,2.51200,2.51200,2.51200,9.97200,4.12500,43.23790,43.51000,0.06000,0.06000,1.52740,0.18350,0.22470,64.24100,4.04340,4.04340,3.26120,2.46230,0.30480,0.31590,26.03850,3.45640,2.25770,2.25770,0.75050,1.84350,2.49420,0.59350,0.51610
2022-12-31,87.47300,31.01100,56.46200,53.87000,53.87000,2.59200,-0.79300,1.79900,0.34600,1.45300,1.45300,1.45300,8.78700,2.59200,48.85570,49.24710,0.03000,0.04000,1.75770,0.29450,0.41740,64.54790,2.96320,2.96320,2.05660,1.66110,0.25290,0.25640,12.03210,7.48000,1.33590,1.33590,0.42020,0.94250,2.45100,-0.0866,-0.1675
2022-09-30,97.15400,32.54200,64.61200,59.10900,59.10900,5.50300,-0.31900,5.18400,1.36100,3.82300,3.82300,3.82300,11.86600,5.50300,50.42390,50.71740,0.08000,0.08000,1.48210,0.19980,0.24970,66.50470,5.66420,5.66420,5.33590,3.93500,0.26910,0.26790,23.07700,3.90000,3.14040,3.14040,1.05910,2.51290,2.53170,-0.0382,-0.0985
2022-06-30,107.60400,36.58600,71.01800,61.24000,61.24000,9.77800,-0.20100,9.57700,2.66300,6.91400,6.91400,6.91400,16.27100,9.77800,50.89010,51.25350,0.14000,0.13000,1.42340,0.03620,0.24910,65.99940,9.08700,9.08700,8.90020,6.42540,0.31170,0.33250,8.45150,10.64910,5.19900,5.19900,2.00250,5.01060,2.54420,0.0307,-0.0556
