Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,8.18890,6.53910,1.64980,1.28210,,1.28220,0.36760,0.04720,0.41480,0.09900,0.31580,0.31580,0.31580,0.71490,0.36760,0.96600,0.96600,0.32000,0.32000,8.18290,20.14640,4.48920,4.48920,5.06540,3.85640,0.24760,1.19410,1.45870,61.70080,1.06460,1.06460,0.95480,1.06460,30.70860,1.3364,1.0476
2019-06-30,8.87550,7.32750,1.54800,1.30670,,1.30660,0.24130,0.04930,0.29060,0.06100,0.22960,0.22960,0.22960,0.58760,0.24130,0.96600,0.96600,0.24000,0.24000,8.59660,17.44100,2.71880,2.71880,3.27370,2.58640,0.27090,1.20150,1.53360,58.68570,0.77660,0.77660,0.70080,0.77660,30.60170,1.4389,1.0478
2019-03-31,8.62170,6.95990,1.66180,1.34270,,1.34270,0.31910,0.04880,0.36780,0.08100,0.28680,0.28680,0.28680,0.65550,0.31910,0.96610,0.96610,0.30000,0.30000,8.18630,19.27420,3.70080,3.70080,4.26650,3.32700,0.26280,1.01870,1.44790,62.15760,0.97090,0.97090,0.87430,0.97090,30.58410,-0.70400,-1.63670
2018-12-31,8.51380,6.87370,1.64010,1.31750,,1.31750,0.32250,0.04400,0.36660,0.06400,0.30260,0.30260,0.30260,0.65780,0.32250,0.96600,0.96600,0.31000,0.31000,7.79040,19.26390,3.78850,3.78850,4.30540,3.55370,0.25610,1.12680,1.53980,58.45090,1.01670,1.01670,0.91000,1.01670,30.80300,0.4524,0.077
2018-09-30,8.85600,7.22180,1.63420,1.30890,,1.30890,0.32530,0.03840,0.36370,0.07600,0.28770,0.28770,0.28770,0.64500,0.32530,0.96600,0.96600,0.30000,0.30000,6.93200,18.45330,3.67380,3.67380,4.10740,3.24920,0.26490,1.37440,1.36200,66.08070,0.97020,0.97020,0.86080,0.97020,30.70400,0.7681,-0.2577
2018-06-30,9.79280,7.50440,2.28840,1.41200,,1.41190,0.87650,0.03760,0.91410,0.21100,0.70310,0.70310,0.70310,1.20350,0.87650,0.96610,0.96610,0.73000,0.73000,6.39040,23.36860,8.95010,8.95010,9.33430,7.17970,0.29160,1.37690,1.41770,63.48230,2.37730,2.37730,2.09390,2.37730,30.61620,0.504,0.0968
2018-03-31,10.01160,7.66860,2.34300,1.46470,,1.46480,0.87830,0.03350,0.91180,0.20400,0.70780,0.70780,0.70780,1.20480,0.87830,0.96600,0.96600,0.73000,0.73000,7.17410,23.40280,8.77270,8.77270,9.10730,7.06970,0.30700,1.66830,1.48220,60.71990,2.43440,2.43440,2.17070,2.43440,30.09840,0.22210,-0.01060
2017-12-31,8.45910,6.62600,1.83310,1.34300,,1.34310,0.49010,0.03290,0.52300,-0.24700,0.77000,0.77000,0.77000,0.79930,0.49010,0.96600,0.96600,0.79000,0.79000,8.67830,21.67030,5.79340,5.79340,6.18230,9.10220,0.26590,1.46330,1.58810,56.67240,2.66800,2.66800,2.42000,2.66800,29.87570,1.3968,1.1229
2017-09-30,8.38680,6.63210,1.75470,1.27860,,1.27860,0.47600,0.02480,0.50080,0.16500,0.33580,0.33580,0.33580,0.78520,0.47600,0.96610,0.96610,0.35000,0.35000,7.00930,20.92210,5.67610,5.67610,5.97170,4.00440,0.26200,1.30340,1.42850,63.00390,1.18740,1.18740,1.04910,1.18740,29.27870,0.8595,0.5767
2017-06-30,9.43550,7.36610,2.06940,1.42060,,1.42060,0.64880,0.02250,0.67140,0.20900,0.46240,0.46240,0.46240,0.95880,0.64880,0.96610,0.96610,0.48000,0.48000,7.23350,21.93210,6.87650,6.87650,7.11520,4.90020,0.29700,1.47440,1.58500,56.78080,1.64300,1.64300,1.45550,1.64300,29.13110,0.988,0.3467
2017-03-31,9.48330,7.22680,2.25650,1.50630,,1.50630,0.75020,0.02070,0.77090,0.26000,0.51090,0.51090,0.51090,1.05340,0.75020,0.96600,0.96600,0.53000,0.53000,6.79020,23.79450,7.91110,7.91110,8.12920,5.38760,0.29880,1.36680,1.53610,58.59130,1.83310,1.83310,1.60960,1.83310,28.85250,-0.14550,-0.32670
2016-12-31,8.75100,6.73150,2.01940,1.32880,,1.32880,0.69070,0.01990,0.71050,0.25800,0.45250,0.45250,0.45250,1.01360,0.69070,0.96600,0.96600,0.47000,0.47000,8.20980,23.07670,7.89260,7.89260,8.11950,5.17130,0.28040,1.48350,1.64380,54.75010,1.62250,1.62250,1.45020,1.62250,28.87360,1.1801,0.9272
2016-09-30,8.85430,6.86910,1.98520,1.32210,,1.32200,0.66310,0.01620,0.67930,0.21700,0.46230,0.46230,0.46230,0.97510,0.66310,0.96600,0.96600,0.48000,0.48000,6.70070,22.42080,7.48940,7.48940,7.67230,5.22150,0.28160,1.42980,1.50170,59.93330,1.67310,1.67310,1.47030,1.67310,28.60520,1.3005,0.4261
2016-06-30,9.82070,7.21180,2.60890,1.44990,,1.44990,1.15900,0.01610,1.17510,0.38000,0.79510,0.79510,0.79510,1.46710,1.15900,0.96600,0.96600,0.82000,0.82000,6.64900,26.56530,11.80170,11.80170,11.96510,8.09570,0.31590,1.44490,1.56420,57.53910,2.90760,2.90760,2.55730,2.90760,28.30660,0.987,0.6357
2016-03-31,9.59640,7.16780,2.42860,1.45870,,1.45870,0.96990,0.01320,0.98310,0.33600,0.64710,0.64710,0.64710,1.26930,0.96990,0.96600,0.96600,0.67000,0.67000,6.49750,25.30760,10.10690,10.10690,10.24400,6.74270,0.31520,1.45700,1.57010,57.32080,2.42130,2.42130,2.12510,2.42130,27.66360,0.70130,0.08460
2015-12-31,8.66640,7.02280,1.64350,1.27950,,1.27950,0.36410,0.01170,0.37570,0.14400,0.23170,0.23170,0.23170,0.68190,0.36410,0.96600,0.96600,0.24000,0.24000,7.78380,18.96470,4.20110,4.20110,4.33560,2.67400,0.29180,1.54750,1.59360,56.47690,0.87480,0.87480,0.78030,0.87480,27.42380,0.9164,0.1481
2015-09-30,9.01830,7.10770,1.91060,1.29410,,1.29420,0.61640,0.01210,0.62850,0.20600,0.42250,0.42250,0.42250,0.93250,0.61640,0.96600,0.96600,0.44000,0.44000,6.66340,21.18540,6.83520,6.83520,6.96890,4.68460,0.29690,1.46130,1.52800,58.90180,1.59820,1.59820,1.39100,1.59820,27.36400,1.153,0.671
2015-06-30,9.20620,6.95870,2.24750,1.40890,,1.40880,0.83870,0.01030,0.84900,0.27800,0.57100,0.57100,0.57100,1.15350,0.83870,0.96600,0.96600,0.59000,0.59000,7.14490,24.41310,9.10970,9.10970,9.22160,6.20190,0.30810,1.38880,1.55860,57.74370,2.18050,2.18050,1.91080,2.18050,27.10660,1.3738,0.8589
2015-03-31,9.28380,7.18990,2.09390,1.42580,,1.42590,0.66800,0.01040,0.67850,0.21600,0.46250,0.46250,0.46250,0.98070,0.66800,0.96600,0.96600,0.48000,0.48000,7.24190,22.55400,7.19580,7.19580,7.30810,4.98150,0.31560,1.42780,1.48130,60.75730,1.79340,1.79340,1.57200,1.79340,26.69560,0.79100,0.40670
2014-12-31,8.68830,6.97160,1.71670,1.31870,,1.31870,0.39800,0.01080,0.40870,0.13500,0.27370,0.27370,0.27370,0.72820,0.39790,0.96600,0.96600,0.28000,0.28000,8.53510,19.75830,4.58030,4.58030,4.70410,3.15030,0.29990,1.35040,1.53240,58.73070,1.06330,1.06330,0.94490,1.06330,26.64690,0.1341,-0.2041
2014-09-30,8.99580,6.91010,2.08570,1.32690,,1.32690,0.75880,0.01000,0.76880,0.22800,0.54080,0.54080,0.54080,1.07250,0.75880,0.96600,0.96600,0.56000,0.56000,6.34230,23.18510,8.43480,8.43480,8.54570,6.01120,0.30380,1.30810,1.50900,59.64070,2.10890,2.10890,1.82610,2.10890,26.54360,1.008,0.424
2014-06-30,9.50070,7.26020,2.24050,1.37990,,1.37990,0.86060,0.01040,0.87110,0.30200,0.56910,0.56910,0.56910,1.17400,0.86060,0.96600,0.96600,0.59000,0.59000,6.53420,23.58260,9.05850,9.05850,9.16830,5.98960,0.32550,1.39240,1.53380,58.67680,2.25150,2.25150,1.94970,2.25150,26.16380,0.6489,0.4152
2014-03-31,9.95040,7.68810,2.26230,1.41410,,1.41410,0.84830,0.01010,0.85840,0.29000,0.56840,0.56840,0.56840,1.15360,0.84830,0.96600,0.96600,0.59000,0.59000,5.72210,22.73580,8.52480,8.52480,8.62650,5.71200,0.34070,1.49180,1.54060,58.41710,2.28450,2.28450,1.94600,2.28450,25.75480,0.64950,0.11060
2013-12-31,9.20270,7.09290,2.10980,1.32520,,1.32520,0.78450,0.00950,0.79410,0.22700,0.56710,0.56710,0.56710,1.07590,0.78450,0.96600,0.96600,0.59000,0.59000,7.99120,22.92550,8.52510,8.52510,8.62880,6.16210,0.32680,1.45320,1.66990,53.89410,2.28010,2.28010,2.01400,2.28010,25.74650,0.6685,-0.0496
2013-09-30,9.46180,6.93130,2.53050,1.39190,,1.39190,1.13860,0.08560,1.22420,0.40400,0.82020,0.82020,0.82020,1.40940,1.13860,0.96600,0.96600,0.85000,0.85000,5.69740,26.74410,12.03340,12.03340,12.93840,8.66860,0.32870,1.41610,1.51430,59.43450,3.35080,3.35080,2.84900,3.35080,25.33950,1.1733,0.2406
2013-06-30,9.32760,7.11510,2.21260,1.32890,,1.32890,0.88360,0.05360,0.93720,0.29900,0.63820,0.63820,0.63820,1.14890,0.88360,0.96600,0.96600,0.66000,0.66000,5.96930,23.72050,9.47330,9.47330,10.04770,6.84220,0.33610,1.42520,1.60790,55.97370,2.68130,2.68130,2.29950,2.68130,24.64040,1.4742,-0.2174
2013-03-31,9.12570,7.11550,2.01030,1.35180,,1.35180,0.65840,0.01210,0.67050,0.21700,0.45350,0.45350,0.45350,0.92400,0.65840,0.96600,0.96600,0.47000,0.47000,6.94900,22.02850,7.21530,7.21530,7.34770,4.96980,0.33890,1.34650,1.55650,57.82230,1.94570,1.94570,1.68420,1.94570,24.12980,-0.14990,-0.20260
2012-12-31,8.05660,6.30430,1.75230,1.25190,,1.25190,0.50040,0.02390,0.52420,0.17600,0.34820,0.34820,0.34820,0.75070,0.50040,0.96600,0.96600,0.36000,0.36000,9.10580,21.74950,6.21080,6.21080,6.50690,4.32230,0.31090,1.27710,1.75990,51.13990,1.51400,1.51400,1.34390,1.51400,23.81030,1.0804,0.5722
2012-09-30,8.53760,6.61280,1.92480,1.26320,,1.26330,0.66160,0.01180,0.67330,0.21000,0.46330,0.46330,0.46330,0.91290,0.66160,0.96600,0.96600,0.48000,0.48000,6.97720,22.54480,7.74870,7.74870,7.88670,5.42710,0.32160,1.26810,1.56560,57.48520,2.00690,2.00690,1.74510,2.00690,23.89990,0.896,0.7437
2012-06-30,8.42920,6.53320,1.89600,1.28000,,1.28000,0.61600,0.03940,0.65540,0.21500,0.44040,0.44040,0.44040,0.86430,0.61600,0.96600,0.96600,0.46000,0.46000,7.26470,22.49380,7.30810,7.30810,7.77570,5.22510,0.32400,1.24980,1.55490,57.87980,1.93440,1.93440,1.69270,1.93440,23.57020,1.2832,0.9693
2012-03-31,9.20030,7.12200,2.07830,1.39160,,1.39160,0.68670,0.04300,0.72970,0.23600,0.49370,0.49370,0.49370,0.93070,0.68670,0.96600,0.96600,0.51000,0.51000,7.03560,22.58930,7.46380,7.46380,7.93160,5.36650,0.35650,1.40600,1.48150,60.74980,2.19700,2.19700,1.91340,2.19700,23.26110,-0.38240,-0.45710
2011-12-31,7.14500,5.61500,1.53000,1.20110,,1.20110,0.32890,0.01580,0.34470,0.11200,0.23270,0.23270,0.23270,0.57710,0.32890,0.96600,0.96600,0.24000,0.24000,8.70560,21.41370,4.60380,4.60380,4.82420,3.25670,0.28740,1.07730,1.62450,55.40320,1.05170,1.05170,0.93610,1.05170,22.90320,0.5446,-0.0002
2011-09-30,7.82160,6.07530,1.74630,1.28890,,1.28890,0.45740,0.01420,0.47160,0.15400,0.31760,0.31760,0.31760,0.69930,0.45740,0.96600,0.96600,0.33000,0.33000,7.13460,22.32690,5.84850,5.84850,6.03000,4.06110,0.31040,1.25810,1.46590,61.39690,1.44140,1.44140,1.26050,1.44140,22.80920,0.7129,0.3726
2011-06-30,8.13410,6.20540,1.92870,1.25850,,1.25850,0.67020,0.20230,0.87250,0.28500,0.58750,0.58750,0.58750,0.90850,0.67020,0.96600,0.96600,0.61000,0.61000,8.18150,23.71110,8.23910,8.23910,10.72670,7.22290,0.33050,1.26750,1.61180,55.83680,2.69070,2.69070,2.38720,2.69070,22.60050,0.2006,0.1877
2011-03-31,7.81440,6.36990,1.44450,1.28500,,1.28500,0.15950,0.01750,0.17700,0.06000,0.11700,0.11700,0.11700,0.40270,0.15950,0.96610,0.96610,0.12000,0.12000,6.92610,18.48530,2.04110,2.04110,2.26530,1.49750,0.31860,1.32690,1.54650,58.19580,0.54780,0.54780,0.47720,0.54780,22.11240,-0.34230,-0.58960
2010-12-31,6.87030,5.69070,1.17970,1.10650,,1.10640,0.07320,0.00490,0.07810,0.03200,0.04610,0.04610,0.04610,0.33140,0.07320,0.96600,0.96600,0.05000,0.05000,10.43060,17.17040,1.06500,1.06500,1.13680,0.67100,0.29040,1.32030,1.71030,52.62310,0.21580,0.21580,0.19490,0.21580,22.11430,0.083,-0.2572
2010-09-30,6.95030,5.67250,1.27780,1.13910,,1.13910,0.13860,0.01640,0.15500,0.04900,0.10600,0.10600,0.10600,0.38890,0.13860,0.96600,0.96600,0.11000,0.11000,7.03100,18.38420,1.99470,1.99470,2.23000,1.52500,0.28280,1.34940,1.48540,60.59130,0.49460,0.49460,0.43130,0.49460,22.18650,0.7822,0.5811
2010-06-30,7.93850,6.02810,1.91050,1.32220,,1.32220,0.58830,0.02380,0.61210,0.19200,0.42010,0.42010,0.42010,0.83440,0.58830,0.96600,0.96600,0.43000,0.43000,7.16320,24.06570,7.41020,7.41020,7.71000,5.29140,0.32410,1.48380,1.66890,53.92660,1.96080,1.96080,1.71520,1.96080,22.17680,0.5023,0.3917
2010-03-31,6.76140,5.49550,1.26590,1.23380,,1.23390,0.03200,0.01680,0.04890,0.01500,0.03390,0.03390,0.03390,0.27780,0.03200,0.96610,0.96610,0.04000,0.04000,6.95470,18.72190,0.47370,0.47370,0.72280,0.50090,0.27970,1.25790,1.59680,56.36370,0.16050,0.16050,0.14010,0.16050,21.84200,-0.14660,-0.18560
2009-12-31,6.46170,5.33420,1.12750,1.11250,,1.11250,0.01500,0.01840,0.03340,0.00600,0.02740,0.02740,0.02740,0.28540,0.01500,0.96600,0.96600,0.03000,0.03000,9.14130,17.44890,0.23230,0.23230,0.51660,0.42380,0.27350,1.42100,1.69440,53.11720,0.12940,0.12940,0.11590,0.12940,21.90700,0.2233,0.1301
2009-09-30,5.49010,4.74600,0.74420,1.13480,,1.13480,-0.39060,0.01980,-0.37080,-0.12400,-0.24680,-0.24680,-0.24680,-0.13610,-0.39060,0.96600,0.96600,-0.26000,-0.26000,8.12790,13.55460,-7.11520,-7.11520,-6.75420,-4.49560,0.22910,1.20650,1.46640,61.37440,-1.16250,-1.16250,-1.03000,-1.16250,21.97860,-0.3013,-0.5131
2009-06-30,4.67980,4.14350,0.53640,1.23490,,1.23490,-0.69850,0.03010,-0.66850,-0.22900,-0.43950,-0.43950,-0.43950,-0.44500,-0.69850,0.96600,0.96600,-0.45000,-0.45000,9.43800,11.46130,-14.92670,-14.92670,-14.28380,-9.39050,0.19440,1.01380,1.60450,56.09150,-2.03690,-2.03690,-1.82550,-2.03690,22.33410,0.0716,0.0271
2009-03-31,4.75930,4.48670,0.27260,1.28010,,1.28010,-1.00750,0.05360,-0.95390,-0.33000,-0.62390,-0.62390,-0.62390,-0.75730,-1.00750,0.96600,0.96600,-0.65000,-0.65000,9.52060,5.72800,-21.16840,-21.16840,-20.04210,-13.10830,0.19290,1.00150,1.56320,57.57590,-2.82150,-2.82150,-2.52920,-2.82150,22.88910,0.33260,0.26560
