Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,12.99500,9.58300,3.41200,0.50700,,0.58400,2.82800,0.11700,2.94500,0.56800,2.37700,2.37700,,2.37700,2.90500,2.82800,9.86400,10.32900,0.24000,0.23000,6.51900,,,26.25630,21.76220,21.76220,22.66260,18.29170,0.24910,,1.76540,50.98040,5.70200,5.72180,4.55680,5.70200,4.22100,0.3751,0.3644
2024-06-30,10.75300,8.90700,1.84600,0.54600,,0.61900,1.22700,0.07600,1.30300,0.35700,0.94600,0.94600,,0.94600,1.30000,1.22700,9.83000,10.30000,0.10000,0.09000,7.64530,,,17.16730,11.41080,11.41080,12.11760,8.79750,0.22130,,1.64340,54.76330,2.41530,2.42420,1.94730,2.41530,3.98080,0.1265,0.1265
2024-03-31,10.63800,8.88500,1.75300,0.53500,,0.60300,1.15000,-0.03000,1.12000,0.21000,0.91000,0.91000,,0.91000,1.21800,1.15000,9.79400,10.16900,0.09000,0.09000,8.66900,,,16.47870,10.81030,10.81030,10.52830,8.55420,0.22710,,2.02670,44.40780,2.39930,2.40840,1.94250,2.39930,3.86040,-0.22040,-0.23920
2023-12-31,11.01600,8.47900,2.53700,0.59400,,0.59400,1.94300,-0.34000,1.60300,-0.26700,1.87000,1.87000,,1.87000,1.94300,1.94300,9.62900,10.10800,0.19000,0.19000,3.82650,,,23.03010,17.63800,17.63800,14.55160,16.97530,0.22060,,2.10030,42.85130,5.02470,5.04420,3.74460,5.02470,3.85260,0.9264,0.9297
2023-09-30,14.46300,8.55700,5.90600,0.57500,,0.64900,5.25700,-0.24000,5.01700,0.33200,4.68500,4.68500,,4.68500,5.33100,5.25700,9.64700,10.13000,0.49000,0.46000,4.40440,,,40.83520,36.34790,36.34790,34.68850,32.39300,0.30980,,1.32060,68.15180,13.32630,13.38110,10.03470,13.32630,3.64240,0.2004,0.1898
2023-06-30,8.96700,7.68100,1.28600,0.57200,,0.64300,0.64300,-0.02100,0.62200,0.14700,0.47500,0.47500,,0.47500,0.71400,0.64300,9.63200,10.05200,0.05000,0.05000,4.42400,,,14.34150,7.17070,7.17070,6.93650,5.29720,0.22250,,1.63540,55.03180,1.57300,1.58050,1.17850,1.57300,3.13090,0.0187,0.0119
2023-03-31,10.27500,8.32300,1.95200,0.56400,,0.63100,1.32100,-0.41100,0.91000,0.15600,0.75400,0.75400,,0.75400,1.38800,1.32100,9.58300,10.06900,0.08000,0.07000,4.90890,,,18.99760,12.85640,12.85640,8.85640,7.33820,0.26190,,2.52580,35.63210,2.55130,2.56380,1.92160,2.55130,3.07460,-0.25480,-0.26520
2022-12-31,9.30200,7.25900,2.04300,0.39100,,0.44800,1.59500,-0.11700,1.47800,0.16700,1.31100,1.31100,-0.00500,1.30600,1.65200,1.59500,8.97400,9.57500,0.14070,0.13000,2.43080,,,21.96300,17.14690,17.14690,15.88910,14.04000,0.21900,,2.45110,36.71790,4.54360,4.56640,3.08670,4.54360,3.04620,0.6903,0.6808
2022-09-30,12.81300,8.34600,4.46700,0.53700,,0.59200,3.87500,-0.12400,3.75100,0.06200,3.68900,3.68900,-0.09900,3.59000,3.93000,3.87500,9.46400,10.00700,0.37930,0.36000,2.29900,,,34.86300,30.24270,30.24270,29.27500,28.01840,0.32390,,1.66900,53.92410,13.49160,13.56300,9.32670,13.49160,2.88760,0.2511,0.2484
2022-06-30,8.46700,6.83100,1.63600,0.46900,,0.51900,1.11700,-0.05100,1.06600,0.35200,0.71400,0.71400,-0.01000,2.75000,1.16700,1.11700,8.59900,9.15700,0.32000,0.30000,1.40310,,0.23280,19.32210,13.19240,13.19240,12.59010,32.47900,0.21590,,2.25250,39.95630,3.02270,3.04130,1.82030,3.02270,2.50410,0.1531,0.1181
