Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,1.88790,2.47880,-4.36670,26.87990,22.51320,22.51320,22.51320,22.51320,-4.36110,-4.36670,7.56900,7.56900,2.97000,2.97000,6.23150,,,,,,,,,-103.88770,-61.61230,52.58580,-103.88770,-3.09890,-0.575,-0.575
2024-06-30,,,3.86050,2.41710,-6.27760,-1.95590,-8.23350,-8.23350,-8.23350,-8.23350,-6.26980,-6.27760,7.56900,7.56900,-1.09000,-1.09000,7.47230,,,,,,,,,18.50570,13.87020,-17.78640,18.50570,-6.36230,-0.5202,-0.5202
2024-03-31,,,4.16730,2.51470,-6.68200,-1.88680,-8.56880,-8.56880,-8.56880,-8.56880,-6.67420,-6.68200,7.56900,7.56900,-1.13000,-1.13000,12.58330,,,,,,,,,23.42010,16.65240,-16.96440,23.42010,-5.23200,-0.80520,-0.80520
2023-12-31,,,4.72070,2.45130,-7.17190,-1.85050,-9.02250,-9.02250,-9.02250,-9.02250,-7.16420,-7.17190,6.50640,6.50640,-1.15000,-1.15000,12.57400,,,,,,,,,31.70510,20.82420,-15.85680,31.70510,-4.06940,-1.1105,-1.1105
2023-09-30,,,3.44350,2.63560,-6.07910,-1.74130,-7.82040,-7.82040,-7.82040,-7.82040,-6.07140,-6.07910,7.56900,7.56900,-1.03000,-1.03000,14.39700,,,,,,,,,39.01230,22.39820,-12.38780,39.01230,-2.86660,-0.4383,-0.4383
2023-06-30,,,1.88750,2.63250,-4.52000,-1.67200,-6.19200,-6.19200,-6.19200,-6.19200,-4.51220,-4.52000,5.51120,5.51120,-1.12000,-1.12000,27.37480,,,,,,,,,49.49320,22.61490,-9.22280,49.49310,-1.78910,-0.7019,-0.7019
2023-03-31,,,2.65360,2.69500,-5.34850,-1.62190,-6.97040,-6.97040,-6.97040,-6.97040,-5.34080,-5.34850,5.34020,5.34020,-1.31000,-1.31000,14.66000,,,,,,,,,26.18670,16.80120,-13.50990,26.18670,-4.98470,-0.02160,-0.02160
2022-12-31,,,3.18990,1.87980,-5.06970,-1.65630,-6.72610,-6.72610,-6.72610,-6.72610,-5.06330,-5.06970,5.34020,5.34020,-1.26000,-1.26000,29.15190,,,,,,,,,33.58950,19.27590,-12.20980,33.58960,-3.74990,-0.7696,-0.7727
2022-09-30,,,2.36740,2.83980,-5.20710,-1.69330,-6.90050,-6.90050,-6.90050,-6.90050,-5.20710,-5.20710,5.34020,5.34020,-1.29000,-1.29000,20.41130,,,,,,,,,48.43850,23.70060,-11.54720,48.43850,-2.66780,-1.7853,-1.7853
2022-06-30,,,4.13200,2.83320,-6.96520,-1.75250,-8.71770,-8.71770,-8.71770,-8.71770,-6.96520,-6.96520,5.34020,5.34020,-1.63000,-1.63000,14.67880,,,,,,,,,104.00190,37.49290,-13.42030,104.00220,-1.56970,-0.9724,-0.9724
