Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,,,4.95990,3.02940,-7.98930,-1.77520,-9.76440,-9.76440,-9.76440,-9.76440,-7.98930,-7.98930,5.34020,5.34020,-1.83000,-1.83000,17.14980,,,,,,,,,1326.48200,62.57030,-13.82720,1326.45400,-0.13780,-1.08770,-1.08770
2021-12-31,,,18.74650,2.63080,-21.37720,-1.73280,-23.11000,-21.30670,-21.30670,-21.30670,-21.37720,-21.37720,5.34020,5.34020,-3.97000,-3.97000,22.06540,,,,,,,,,-267.14640,309.07150,-27.62720,-267.14650,1.49360,-0.905,-0.905
2021-09-30,,,4.51290,3.00480,-7.51760,-1.68780,-9.20540,-9.20540,-9.20540,-9.20540,-7.50270,-7.51760,5.34020,5.34020,-1.72000,-1.72000,21.87600,,,,,,,,,-32.78520,-69.69280,-9.43570,-32.78520,5.25780,-1.6154,-1.6154
2021-06-30,,,5.52090,3.44240,-8.96330,-1.62590,-10.58920,-10.58920,-10.58920,-10.58920,-8.91930,-8.96330,5.34020,5.34020,-1.98000,-1.98000,16.92580,,,,,,,,,-29.27700,-49.71570,-10.05390,-29.27700,6.77290,-1.1095,-1.1095
2021-03-31,,,3.25870,4.24880,-7.50750,-1.29720,-8.80470,-8.80470,-8.80470,-8.80470,-7.46470,-7.50750,5.34020,5.34020,-1.68000,-1.68000,24.32220,,,,,,,,,-19.40480,-28.86370,-7.87320,-19.40480,8.49660,-0.97700,-0.97700
2020-12-31,,,3.55130,3.74820,-7.29950,-0.02530,-7.32480,-7.32480,-7.32480,-7.32480,-7.25490,-7.29950,5.10300,5.11460,-1.60000,-1.44000,8.68290,,,,,,,,,-13.90900,-19.38130,-12.71090,-13.90900,9.86140,-1.5242,-1.5242
2020-09-30,,,4.63860,3.45170,-8.09030,-0.02230,-8.11260,-8.11260,-8.11260,-8.11260,-8.04900,-8.09030,5.23970,5.23970,-1.52000,-1.52000,6.48630,,,,,,,,,-13.98170,-18.79940,-12.43870,-13.98170,10.87740,-1.7535,-1.7535
2020-06-30,41.17560,41.17560,5.76700,5.90050,29.50810,0.02130,29.52940,29.52940,29.52940,29.52940,29.53380,29.50810,4.93540,5.03480,6.00000,5.84000,4.84820,,,100.00000,71.66400,71.66400,71.71570,71.71570,0.62230,51.85680,70.18330,44.62880,51.85690,11.20810,-1.456,-1.456
2020-03-31,,,8.08250,4.18910,-12.27160,0.12040,-12.15120,-12.15120,-12.15120,-12.15120,-12.29370,-12.27160,4.89720,4.89720,-2.48000,-2.48000,5.40400,,,,,,,,,-65.24390,-323.61720,-17.66530,-65.24400,3.79900,-1.87910,-1.87910
2019-12-31,,,28.52420,3.84320,-32.36750,0.19550,-32.17200,-29.91780,-29.91780,-29.91780,-32.42790,-32.36750,4.87680,4.87680,-6.08000,-6.08000,7.11060,,,,,,,,,-107.69730,-231.73890,-38.60420,-107.69730,5.68610,-2.9095,-2.9095
2019-09-30,,,9.67430,4.60750,-14.28180,0.31980,-13.96200,-13.96200,-13.96200,-13.96200,-14.40160,-14.28180,4.87820,4.87820,-2.88000,-2.88000,6.20550,,,,,,,,,-25.14430,-34.34010,-12.59960,-25.14440,11.38290,-1.9518,-1.9518
2019-06-30,,,8.31960,4.58440,-12.90400,0.42750,-12.47650,-12.47650,-12.47650,-12.47650,-13.12260,-12.90400,4.87820,4.87820,-2.56000,-2.56000,9.33540,,,,,,,,,-18.54740,-23.81060,-10.37190,-18.54740,13.78980,-2.0736,-2.0736
2019-03-31,,,11.60620,4.70570,-16.31190,0.48470,-15.82720,-15.82720,-15.82720,-15.82720,-16.51560,-16.31190,4.87100,4.87100,-3.28000,-3.28000,11.63580,,,,,,,,,-20.44220,-25.30130,-12.19320,-20.44220,15.87170,-1.97100,-1.97100
2018-12-31,,,9.00760,4.61990,-13.62750,0.42470,-13.20280,-13.20280,-13.20280,-13.20280,-13.64990,-13.62750,4.84910,4.84910,-2.72000,-2.72000,24.94140,,,,,,,,,-14.62680,-17.51150,-9.48920,-14.62680,18.54530,-2.0191,-2.0191
2018-09-30,,,8.36950,4.05460,-12.42400,0.40330,-12.02070,-12.02070,-12.02070,-12.02070,-12.42820,-12.42400,4.84770,4.84770,-2.48000,-2.48000,26.20100,,,,,,,,,-11.85550,-13.89290,-7.98570,-11.85550,20.88110,-2.0559,-2.0559
2018-06-30,,,9.06220,3.87230,-12.93450,0.40500,-12.52950,-12.52950,-12.52950,-12.52950,-12.94650,-12.93450,4.84370,4.84370,-2.56000,-2.56000,22.28330,,0.01260,,,,,,,-11.32240,-13.07990,-7.78500,-11.32240,22.84680,-2.3175,-2.3175
2018-03-31,,,8.44930,4.29450,-12.74380,0.32550,-12.41830,-12.41830,-12.41830,-12.41830,-12.76940,-12.74380,4.84370,4.84370,-2.56000,-2.56000,15.83670,,0.02220,,,,,,,-10.23820,-11.66870,-7.11770,-10.23820,25.04180,-2.25690,-2.25690
2017-12-31,,,6.54100,2.99150,-9.53250,0.31830,-9.21420,0.16210,0.16210,0.16210,-9.59720,-9.53250,4.74210,4.74210,0.16000,0.16000,18.94380,,0.03010,,,,,,,0.12320,0.13890,0.08820,0.12320,27.16920,-1.697,-1.708
2017-09-30,,,8.95650,2.45060,-11.40710,0.14650,-11.26060,-11.26060,-11.26060,-11.26060,-11.40070,-11.40710,5.11000,5.11000,-2.24000,-2.24000,15.37620,,0.03990,,,,,,,-8.65020,-9.76560,-5.81920,-8.65020,26.90940,5.1572,5.1572
2017-06-30,,,7.14410,2.60140,-9.74550,-0.03460,-9.78010,-9.78010,-9.78010,-9.78010,-9.72340,-9.74550,4.58990,4.58990,-2.16000,-2.16000,5.35210,0.01340,0.06520,,,,,,,-9.97650,-11.76020,-7.67790,-9.84330,21.33510,-1.4408,-1.4408
2017-03-31,,,7.61430,2.87070,-10.48510,-0.15950,-10.64460,-10.64460,-10.64460,-10.64460,-10.41660,-10.48510,4.42120,4.42120,-2.40000,-2.40000,6.64030,0.02390,0.07110,,,,,,,-10.01500,-11.64400,-7.86700,-9.77580,23.16550,-1.36720,-1.36720
2016-12-31,,,6.49870,2.73860,-9.23740,-0.16670,-9.40410,-9.40410,-9.40410,-9.40410,-9.15700,-9.23740,3.93930,3.93930,-2.24000,-2.24000,8.65840,0.03500,0.08200,,,,,,,-8.87320,-10.32130,-7.07380,-8.56290,24.20790,-2.6687,-2.6687
2016-09-30,,,5.85210,2.37980,-8.23190,-0.19140,-8.42330,-8.42330,-8.42330,-8.42330,-8.13090,-8.23190,4.35080,4.35080,-1.92000,-1.92000,9.17320,0.04270,0.08660,,,,,,,-7.44520,-8.57180,-5.94370,-7.12720,26.00330,-0.5273,-0.5273
2016-06-30,,,2.71430,2.25020,-4.96450,-0.24910,-5.21360,-5.21360,-5.21360,-5.21360,-4.83730,-4.96450,3.64030,3.64030,-1.44000,-1.44000,15.61540,0.04910,0.08380,,,,,,,-4.32290,-4.93080,-3.55870,-4.11070,27.72130,-1.5459,-1.5459
2016-03-31,,,5.37490,2.38200,-7.75690,-0.24750,-8.00440,-8.00440,-8.00440,-8.00440,-7.59870,-7.75690,3.40030,3.40030,-2.32000,-2.32000,6.50520,0.09960,0.15030,,,,,,,-12.00970,-15.45850,-8.47670,-10.81300,19.08220,-1.77900,-1.77900
2015-12-31,,,6.25930,1.93490,-8.19410,-0.24510,-8.43920,-8.43920,-8.43920,-8.43920,-8.00180,-8.19410,2.92650,2.92650,-2.72000,-2.72000,6.29340,0.13320,0.17960,,,,,,,-15.25540,-20.86330,-10.21990,-13.22290,17.90200,-2.5758,-2.5758
2015-09-30,,,3.82820,1.87650,-5.70470,-0.23440,-5.93900,-5.93900,-5.93900,-5.93900,-5.47770,-5.70470,3.09010,3.09010,-1.92000,-1.92000,12.08680,0.13220,0.15630,,,,,,,-9.41700,-12.32220,-6.64930,-8.17220,20.40930,-1.8532,-1.8532
2015-06-30,,,4.48470,1.84760,-6.33230,-0.27780,-6.61010,-6.61010,-6.61010,-6.61010,-6.18650,-6.33230,3.09010,3.09010,-2.16000,-2.16000,9.38380,0.11280,0.14310,,,,,,,-9.66710,-12.35340,-7.00790,-8.57630,22.12790,-1.8412,-1.8412
2015-03-31,,,3.96120,1.91730,-5.87850,-0.21470,-6.09320,-6.09320,-6.09320,-6.09320,-5.80170,-5.87850,2.42710,2.42710,-2.48000,-2.48000,11.91740,0.11370,0.13040,,,,,,,-8.18590,-10.22930,-5.98270,-7.25540,24.08830,-2.02270,-2.02270
2014-12-31,,,3.03010,4.41580,-7.44590,0.00380,-7.44220,-7.44220,-7.44220,-7.44220,-7.44190,-7.44590,1.59050,1.59050,0.32000,0.32000,5.51010,,,,,,,,,-14.45090,-20.31700,-10.87230,-14.45090,22.34380,-8.664,-8.6775
2014-09-30,,,24.73780,2.41350,-27.15140,-0.00380,-27.15520,-27.15520,-27.15520,-27.15520,-27.12270,-27.15140,2.21900,2.21900,-12.24000,-12.24000,7.61940,,,,,,,,,-47.88000,-64.89360,-37.03250,-47.88000,24.60660,-9.965,-9.9802
2014-06-30,,,14.55470,3.09520,-17.64980,-1.71580,-19.36570,-19.36570,-19.36570,-19.36570,-15.97090,-17.64980,0.95060,0.95060,-20.40000,-20.40000,0.05100,,0.06870,,,,,,,-66.24290,-137.05290,-36.56910,-66.24300,27.44680,-2.5436,-2.5436
2014-03-31,,,0.58590,2.03740,-2.62330,-0.31510,-2.93840,-2.93840,-2.93840,-2.93840,-2.34870,-2.62330,0.86290,0.86290,-3.44000,-3.44000,,,,,,,,,,,,,,,-1.43650,-1.43650
2013-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,1.8579,1.8579
2013-09-30,,,0.19070,0.29180,-0.48250,-0.00570,-0.48820,-0.48820,-0.48820,-0.48820,-0.48250,-0.48250,0.51140,0.51140,-0.96000,-0.96000,,,,,,,,,,,,,,,-0.6971,-0.6971
2013-06-30,,,0.24980,0.12890,-0.37880,0.00280,-0.37600,-0.37600,-0.37600,-0.37600,-0.37880,-0.37880,0.48960,0.48960,-0.80000,-0.80000,,,,,,,,,,,,,,,-1.1608,-1.1608
2012-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
