Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.55490,0.19080,0.36410,2.30320,3.10300,5.48250,-5.11840,-0.28930,-5.40770,0.00120,-5.40890,-5.40890,-5.40890,-5.58650,-5.11840,22.23300,22.23300,-0.24000,-0.24000,3.94000,0.46090,0.87050,65.60890,-922.39450,-922.39450,-974.52230,-974.73110,0.03560,0.09850,1.46690,61.35450,-90.60390,-91.67990,-34.70540,-48.84100,0.26850,-0.2459,-0.2643
2024-06-30,0.22150,0.07310,0.14840,1.97590,2.58700,4.63050,-4.48220,-0.20420,-4.68630,-0.00180,-4.68460,-4.68460,-4.68460,-3.87020,-4.48220,22.21600,22.21600,-0.21000,-0.21000,6.46580,0.29870,0.43400,66.98410,-2023.69100,-2023.69100,-2115.87500,-2115.08500,0.01090,0.05560,2.39350,37.60160,-41.63980,-41.80450,-23.10350,-29.20380,0.50600,-0.1906,-0.1987
2024-03-31,0.27110,0.08850,0.18260,1.77070,1.80330,3.64530,-3.46260,-0.13690,-3.59950,,-3.59950,-3.59950,-3.59950,-3.39140,-3.46260,21.77500,21.77500,-0.17000,-0.17000,8.43400,0.22390,0.29450,67.34820,-1277.06800,-1277.06800,-1327.54700,-1327.54700,0.01110,0.09110,2.24960,40.00740,-23.06260,-23.11160,-14.76970,-17.89870,0.70620,-0.20980,-0.21280
2023-12-31,0.21310,0.07830,0.13480,2.07130,2.42130,4.58430,-4.44950,0.04340,-4.40610,,-4.41050,-4.41050,-4.41050,-4.35770,-4.44950,15.38400,15.38400,-0.20000,-0.20000,7.58920,0.19030,0.23860,63.26140,-2087.88700,-2087.88600,-2067.52200,-2069.55700,0.00770,0.11740,2.15470,41.76950,-24.03180,-24.03180,-15.89020,-19.45870,0.84740,-0.187,-0.1898
2023-09-30,0.24440,0.08620,0.15820,2.07280,2.04130,4.23940,-4.08130,0.08440,-3.99690,,-3.99690,-3.99690,-3.99690,-3.95590,-4.08130,15.09300,15.09300,-0.26000,-0.26000,4.67550,0.00510,0.03920,64.73010,-1670.17800,-1670.17800,-1635.65600,-1635.65600,0.01650,0.14300,2.35970,38.14050,-38.27130,-38.27280,-26.90880,-38.07440,0.65300,-0.1352,-0.1362
2023-06-30,0.32050,0.11050,0.21000,1.52720,1.48550,3.14600,-2.93600,0.04250,-2.89350,,-2.89350,-2.89350,-2.89350,-2.80270,-2.93600,13.10800,13.10800,-0.22000,-0.22000,8.70770,0.00430,0.01130,65.53380,-916.01680,-916.01680,-902.77120,-902.77120,0.02240,0.19000,2.05790,43.73330,-22.47180,-22.47350,-20.21460,-22.37410,0.85430,-0.1881,-0.1928
2023-03-31,0.29400,0.10510,0.18890,1.53740,1.56000,3.23060,-3.04170,0.09540,-2.94630,,-2.94630,-2.94630,-2.94630,-2.90860,-3.04170,11.87200,11.87200,-0.25000,-0.25000,8.01930,0.00790,0.01170,64.24300,-1034.63900,-1034.63900,-1002.18300,-1002.18300,0.02120,0.20990,2.37170,37.94750,-23.84360,-23.84730,-21.24500,-23.65450,1.04070,-0.22300,-0.22380
2022-12-31,0.23420,0.08550,0.14880,1.27160,1.74280,3.14910,-3.00040,0.11250,-2.88790,,-2.89420,-2.89420,-2.89420,-2.86560,-3.00040,11.81500,11.81500,-0.25000,-0.25000,9.24950,0.00630,0.01860,63.51710,-1280.87000,-1280.87000,-1232.85800,-1235.54700,0.01390,0.19570,3.02370,29.76510,-18.98770,-18.99180,-17.12990,-18.86800,1.28410,-0.2426,-0.2506
2022-09-30,0.34750,0.13150,0.21600,1.64820,1.48540,3.27310,-3.05720,0.07430,-2.98280,,-2.98280,-2.98280,-2.98280,-2.91760,-3.05720,11.81400,11.81400,-0.25000,-0.25000,9.56590,0.00560,0.02320,62.16760,-879.87810,-879.87810,-858.48070,-858.48070,0.01730,0.38310,1.89730,47.43540,-16.56500,-16.57040,-14.89030,-16.47190,1.52420,-0.2311,-0.2326
2022-06-30,0.30310,0.10240,0.20080,1.47290,1.24510,2.86070,-2.66000,0.02590,-2.63410,,-2.63410,-2.63410,-2.63410,-2.51730,-2.66000,11.81300,11.81300,-0.22000,-0.22000,10.90180,0.00520,0.02690,66.23270,-877.54830,-877.54830,-869.01610,-869.01610,0.01310,0.41920,2.65980,33.83690,-12.58050,-12.58690,-11.39270,-12.51530,1.77230,-0.2013,-0.2161
