Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,448.22900,313.38800,134.84100,18.35200,-17.51000,697.02200,-562.18100,-9.51300,-571.69400,59.33800,-631.03200,-631.03200,,-633.75700,-474.12990,-562.18100,1310.99400,1310.99400,-0.48000,-0.48000,1.83440,0.06510,0.07500,30.08310,-125.42270,-125.42270,-127.54510,-141.39130,0.09360,0.82880,3.99300,22.53950,-19.78730,-19.78730,-13.17740,-18.50010,2.42890,-0.014,-0.173
2024-06-30,492.56900,279.39600,213.17300,17.76000,139.37250,93.60360,119.56940,-6.74200,24.07000,58.84700,-34.77700,-34.77700,,-24.00400,214.57740,119.56940,1307.17600,1307.17600,-0.02000,-0.02000,2.92920,0.00660,0.01050,43.27780,24.27470,24.27470,4.88660,-4.87320,0.09500,0.74150,6.77560,13.28310,-0.90460,-0.90460,-0.67100,-0.89860,2.93300,0.048,-0.1198
2024-03-31,461.44400,277.21800,184.22600,19.09200,-10.50700,29.59900,154.62700,-24.53200,130.09500,81.61400,48.48100,48.48100,,39.75100,245.07300,154.62700,1303.19100,1307.67400,0.03000,0.03000,2.98720,0.00730,0.01150,39.92380,33.50940,33.50940,28.19300,8.61450,0.08710,0.81690,8.36970,10.75310,1.23370,1.23370,0.91540,1.22470,3.01040,0.54350,0.36230
2023-12-31,511.97400,306.43100,205.54300,26.38100,-8.68000,240.72710,-35.18410,-21.29600,-56.48000,60.91600,-117.39600,-117.39600,,-113.22400,73.79900,-35.18400,1232.09200,1237.40400,-0.10000,-0.10000,2.26730,0.04300,0.04910,40.14720,-6.87220,-6.87220,-11.03180,-22.11520,0.10500,0.88440,8.92890,10.07960,-3.00250,-3.00250,-2.40830,-2.87320,3.00210,0.185,-0.0523
2023-09-30,477.88800,307.38200,170.50600,17.35300,-8.96200,142.98300,27.52300,13.01300,40.53600,75.30600,-34.77000,-34.77000,,-43.07000,129.09100,27.52300,1297.17500,1297.17500,-0.03000,-0.03000,2.17860,0.00840,0.01220,35.67910,5.75930,5.75930,8.48230,-9.01260,0.09850,0.89450,8.82840,10.19440,-0.85520,-0.85520,-0.71670,-0.84800,3.12670,0.0753,-0.0909
2023-06-30,470.85400,280.53500,190.31900,18.51200,-0.70300,31.18000,159.13900,0.28300,159.42200,67.57200,91.85000,91.85000,,80.41800,253.80100,159.13900,1251.83200,1257.80400,0.06000,0.06000,2.78560,0.00920,0.01340,40.42000,33.79800,33.79800,33.85810,17.07920,0.09550,0.82730,10.73030,8.38750,2.21910,2.21910,1.86270,2.19860,3.19510,0.1286,-0.0202
2023-03-31,473.55600,259.92300,213.63300,21.03900,-16.67500,37.71400,175.91900,0.93600,176.85500,74.95100,101.90400,101.90400,,85.97300,273.07700,175.91900,1075.40200,1081.08400,0.08000,0.08000,3.99700,0.01080,0.01560,45.11250,37.14850,37.14850,37.34620,18.15480,0.12570,0.74220,9.78220,9.20040,3.22030,3.22030,2.70480,3.18550,2.93840,0.18850,0.08550
2022-12-31,592.46800,331.80000,260.66800,27.30800,-1.40600,28.71390,231.95410,3.59700,235.55100,59.08300,176.46800,176.46800,,157.75600,362.46210,231.95410,1064.25900,1071.00400,0.14000,0.14000,4.43110,0.01320,0.01840,43.99700,39.15050,39.15050,39.75760,26.62690,0.16090,0.99930,11.57300,7.77670,5.67100,5.67100,4.79370,5.59590,2.89550,0.2506,0.1914
2022-09-30,392.55400,306.55500,85.99900,16.19200,-15.28200,31.47400,54.52500,-7.83900,46.68600,67.92000,-21.23400,-21.23400,,-23.41000,148.73200,54.52500,1064.30100,1064.30100,-0.02000,-0.02000,5.21060,0.01420,0.02100,21.90760,13.88980,13.88980,11.89290,-5.96350,0.11160,1.04340,7.22750,12.45250,-0.71450,-0.71450,-0.60370,-0.70440,2.76730,0.0884,0.0158
2022-06-30,381.98500,264.07800,117.90700,16.59000,-4.41100,20.09200,97.81500,7.99000,105.80500,65.11900,40.68600,40.68600,,37.80400,179.68900,97.81500,1061.27000,1068.27600,0.04000,0.04000,4.63820,0.01550,0.02220,30.86690,25.60700,25.60700,27.69870,9.89670,0.10710,0.87970,3.64530,24.68900,1.35730,1.35730,1.14130,1.33620,2.82060,0.1163,-0.0074
2022-03-31,365.58300,225.91300,139.67000,19.23200,-2.33500,21.56700,118.10300,24.47200,142.57500,51.77200,90.80300,90.80300,,80.72300,195.36600,118.10300,1056.82400,1062.49200,0.08000,0.08000,5.16540,0.01660,0.02410,38.20470,32.30540,32.30540,38.99940,22.08060,0.10200,0.80980,3.04130,29.59260,3.01110,3.01110,2.53290,2.96120,2.84930,0.10100,0.03710
2021-12-31,526.11300,278.36200,247.75100,25.89500,20.40300,11.39690,236.35410,-1.49200,234.86200,81.72200,153.14000,153.14000,,136.94300,364.84710,236.35400,1053.80900,1061.54200,0.12000,0.13000,4.52490,0.01650,0.02540,47.09080,44.92460,44.92460,44.64100,26.02920,0.14770,1.02210,5.97420,15.06480,5.17190,5.17190,4.30010,5.08650,2.80310,0.2505,0.1446
2021-09-30,510.85900,275.69200,235.16700,16.40600,-0.28500,16.69100,218.47600,2.41500,220.89100,86.02000,134.87100,134.87100,,123.11000,330.24400,218.47600,1054.74700,1060.68700,0.12000,0.12000,4.88940,0.01900,0.02960,46.03360,42.76640,42.76640,43.23910,24.09860,0.15010,1.02190,8.23400,10.93040,4.75910,4.75910,3.96180,4.66850,2.68530,0.3023,0.229
