Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.78700,0.42000,0.36700,16.17100,12.28400,28.45500,-28.08800,2.81800,-25.27000,0.04300,-25.31300,-25.31300,-25.31300,-29.12400,-28.08800,142.39900,142.39900,-0.18000,-0.18000,13.41600,46.63280,-3568.99600,-3568.99600,-3210.92700,-3216.39100,0.00330,0.10270,0.77010,116.87420,-12.02400,-12.02400,-10.70530,-12.02400,1.47510,-0.1617,-0.1685
2024-06-30,0.62200,0.26800,0.35400,14.38100,12.42400,26.80500,-26.45100,3.35200,-23.09900,0.00000,-23.09900,-23.09900,-23.09900,-27.26800,-26.45100,141.93900,141.93900,-0.16000,-0.16000,20.57320,56.91320,-4252.57200,-4252.57200,-3713.66600,-3713.66600,0.00240,0.05520,1.04010,86.52730,-9.90270,-9.90800,-8.99680,-9.90270,1.63900,-0.1305,-0.1384
2024-03-31,0.45700,0.18800,0.26900,12.10100,11.52800,23.62900,-23.36000,3.88600,-19.47400,0.00000,-19.47400,-19.47400,-19.47400,-24.41800,-23.36000,141.77300,141.77300,-0.14000,-0.14000,30.65420,58.86210,-5111.59700,-5111.59700,-4261.27000,-4261.27000,0.00170,0.03800,1.88840,47.65860,-7.67380,-7.68890,-7.06640,-7.67380,1.78940,-0.16370,-0.17150
2023-12-31,0.40000,0.22200,0.17800,16.43700,11.62400,28.06100,-27.88300,5.83500,-22.04800,,-22.04800,-22.04800,-22.04800,-26.79000,-27.88300,141.30000,141.30000,-0.16000,-0.16000,22.94000,44.50000,-6970.75300,-6970.75000,-5511.99900,-5511.99900,0.00130,0.05630,1.08700,82.80000,-8.11730,-8.13320,-7.39250,-8.11730,1.91590,-0.1497,-0.1472
2023-09-30,0.22300,0.11500,0.10800,16.58700,10.69600,27.28300,-27.17500,2.44700,-24.72800,,-24.72800,-24.72800,-24.72800,-26.00500,-27.17500,141.66000,141.66000,-0.17000,-0.17000,25.87520,48.43050,-12186.10000,-12186.10000,-11088.79000,-11088.79000,0.00070,0.04950,0.47850,188.07170,-8.46660,-8.48480,-7.77380,-8.46660,2.06070,-0.151,-0.1607
2023-06-30,0.20500,0.12700,0.07800,15.83400,11.13600,26.97000,-26.89200,1.31900,-25.57300,0.00000,-25.57300,-25.57300,-25.57300,-25.80200,-26.89200,141.50700,141.50700,-0.18000,-0.18000,30.09850,38.04880,-13118.05000,-13118.05000,-12474.63000,-12474.63000,0.00060,0.06420,0.62690,143.56100,-8.11080,-8.12820,-7.49570,-8.11080,2.22710,-0.1602,-0.1657
2023-03-31,0.25400,0.13000,0.12400,18.16700,11.17800,29.34500,-29.22100,5.61000,-23.61100,0.00000,-23.61100,-23.61100,-23.61100,-28.41800,-29.22100,140.28000,140.28000,-0.17000,-0.17000,32.68790,48.81890,-11504.33000,-11504.33000,-9295.66900,-9295.66900,0.00070,0.07610,3.09760,29.05510,-6.96480,-6.98310,-6.46830,-6.96480,2.39580,-0.20460,-0.22920
2022-12-31,,,,18.15700,11.20300,,-38.84300,5.70300,-33.14000,,-33.14000,-33.14000,-33.14000,-28.56500,-38.84300,139.25500,139.25500,-0.24000,-0.24000,22.80540,,,,,,,,,,-9.23880,-9.23880,-8.46520,-9.23880,2.56320,-0.1417,-0.1669
2022-09-30,,,,16.67500,10.98300,,-27.65800,-4.05500,-31.71300,0.00000,-31.71300,-31.71300,-31.71300,-26.92900,-27.65800,139.54300,139.54300,-0.23000,-0.23000,29.97180,,,,,,,,,,-8.18510,-8.39040,-7.58720,-8.18510,2.77170,-0.1548,-0.1674
2022-06-30,,,,18.45900,11.74100,,-30.20000,-2.21400,-32.41400,0.00000,-32.41400,-32.41400,-32.41400,-29.59200,-30.20000,139.00000,139.00000,-0.23000,-0.23000,35.43610,,,,,,,,,,-7.83900,-8.02300,-7.31280,-7.83900,2.97090,-0.1862,-0.2075
