Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,249.47000,249.47000,88.66700,-124.66700,12.38200,-9.37800,3.00400,0.66200,2.34200,2.34200,2.34200,36.13600,12.38200,52.87600,54.78100,0.04000,0.04000,0.59350,0.49060,1.17680,100.00000,4.96330,4.96330,1.20420,0.93880,0.15500,6.59870,13.63910,0.42390,0.93280,0.14550,0.21590,10.43720,0.647,0.5667
2024-06-30,254.38100,254.38100,87.75100,-130.63400,12.36500,-9.28100,3.08400,1.27200,1.81200,1.81200,1.81200,35.99600,12.36500,52.68940,54.79290,0.03000,0.03000,0.58180,0.50270,1.21210,100.00000,4.86080,4.86080,1.21240,0.71230,0.15860,5.69910,15.79190,0.33140,0.74280,0.11300,0.16480,10.35570,0.1548,-0.0068
2024-03-31,311.48300,311.48300,92.91700,-139.58100,55.17600,-8.61800,46.55800,11.24500,35.31300,35.31300,35.31300,78.98500,55.17600,53.03500,55.39800,0.67000,0.64000,0.61260,0.51840,1.29740,100.00000,17.71400,17.71400,14.94720,11.33710,0.19000,8.30070,10.84250,6.52730,14.92120,2.15440,3.14330,10.28310,0.55460,0.01850
2023-12-31,245.54300,245.54300,79.85000,-124.99500,17.12400,-9.46500,7.65900,2.01500,5.64400,5.64400,5.64400,39.54700,17.12400,55.50700,58.52500,0.11000,0.11000,0.64830,0.52120,1.31990,100.00000,6.97390,6.97390,3.11920,2.29860,0.15120,6.43360,13.98920,1.09720,2.70530,0.34760,0.52530,9.65270,1.2233,1.1751
2023-09-30,248.87600,248.87600,80.11000,-126.99800,19.00600,-8.93800,10.06800,2.47700,7.59100,7.59100,7.59100,41.76800,19.00600,55.43500,58.59600,0.14000,0.13000,0.70190,0.52880,1.34470,100.00000,7.63670,7.63670,4.04540,3.05010,0.15540,5.80460,15.50510,1.46160,3.57810,0.47410,0.68860,9.59400,0.1492,-0.2242
2023-06-30,261.08600,261.08600,84.42600,-118.71800,35.58700,-8.83700,26.75000,6.13200,20.61800,20.61800,20.61800,57.94200,35.58700,56.08480,59.71210,0.37000,0.35000,0.78870,0.52130,1.30500,100.00000,13.63040,13.63040,10.24570,7.89700,0.15970,9.69250,9.28560,3.81270,8.88220,1.26130,1.82520,9.65440,0.7987,-0.6594
2023-03-31,294.11500,294.11500,85.35900,-133.51300,55.78300,-6.10100,49.68200,11.35400,38.32800,38.32800,38.32800,75.24300,55.78300,56.63100,59.53500,0.68000,0.64000,0.88980,0.52440,1.26540,100.00000,18.96640,18.96640,16.89200,13.03160,0.18590,8.29330,10.85210,7.35650,18.02190,2.42320,3.49840,9.26380,0.80390,-0.95940
2022-12-31,227.15190,227.15190,74.99600,-118.76300,15.11500,-5.63900,9.47600,2.19200,7.28400,7.28400,7.28400,30.72700,15.11500,57.95200,61.04700,0.14000,0.12000,0.91610,0.51730,1.22490,100.00000,6.65410,6.65420,4.17170,3.20670,0.14900,6.46710,13.91650,1.47830,3.92920,0.47780,0.71360,8.59510,0.9087,0.7928
2022-09-30,221.70000,221.70000,65.48800,-123.64000,15.39100,-2.46100,12.93000,2.25300,10.67700,10.67700,10.67700,32.57300,15.39100,58.14700,60.79400,0.18000,0.18000,1.05320,0.52540,1.23090,100.00000,6.94230,6.94230,5.83220,4.81600,0.14570,7.00960,12.83950,2.10180,5.34730,0.70180,0.99760,8.73360,0.5406,-0.011
2022-06-30,219.06700,219.06700,68.17900,-130.66500,3.36900,-8.21200,-4.84300,-0.92100,-3.92200,-3.92200,-3.92200,20.22300,3.36900,58.06070,58.06070,-0.07000,-0.07000,1.09650,0.52130,1.23650,100.00000,1.53790,1.53790,-2.21070,-1.79030,0.14540,5.69320,15.80850,-0.79090,-2.10230,-0.26030,-0.37860,8.80440,0.3433,-1.2226
2022-03-31,226.52500,226.52500,68.24500,-121.11900,21.83300,-15.41400,6.41900,2.78200,3.63700,3.63700,3.63700,37.16100,21.83300,57.90800,61.73200,0.06000,0.06000,1.15840,0.49400,1.10970,100.00000,9.63820,9.63820,2.83370,1.60560,0.15960,7.13850,12.60780,0.73730,1.98790,0.25620,0.37310,8.51030,0.29500,-0.50980
2021-12-31,172.55200,172.55200,54.05000,-87.05600,15.90400,-10.68700,5.21700,1.94100,3.27600,3.27600,3.27600,30.64600,15.90400,55.18300,59.32400,0.07000,0.07000,1.33300,0.46620,0.95720,100.00000,9.21690,9.21690,3.02340,1.89860,0.12500,5.72200,15.72880,0.66780,1.82760,0.23730,0.35650,8.47710,0.7943,0.6287
