Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,5617.00000,2358.00000,3259.00000,2278.00000,2334.00000,925.00000,,925.00000,195.00000,730.00000,730.00000,,682.00000,297.36500,301.84700,2.29000,2.26000,0.44730,1.27920,28.61120,21.09500,0.00960,3.17230,4.33780,0.21570,1.56220,87.79330,8.7022,7.9129
2024-06-30,5454.00000,2263.00000,3191.00000,2219.00000,2279.00000,912.00000,,912.00000,201.00000,711.00000,711.00000,,655.00000,300.56400,304.76500,2.18000,2.15000,0.44350,1.45480,28.67020,20.59100,0.00980,3.18920,4.49940,0.21840,1.59780,82.75210,-25.0923,-25.794
2024-03-31,5311.00000,2173.00000,3138.00000,2480.00000,2540.00000,598.00000,,598.00000,135.00000,463.00000,463.00000,,418.00000,301.99100,305.94300,1.38000,1.37000,0.44700,1.42690,19.22210,13.43620,0.00920,2.10790,2.96930,0.13700,1.04800,81.03710,-2.75870,-3.51050
2023-12-31,4958.00000,1915.00000,3043.00000,2798.00000,2857.00000,186.00000,,201.00000,-9.00000,210.00000,210.00000,,172.00000,322.33700,326.56800,0.64000,0.64000,0.44180,1.02380,6.64900,5.68970,0.01020,0.96230,1.41240,0.07060,0.49250,78.81930,13.1173,12.1532
2023-09-30,4395.00000,1704.00000,2691.00000,2120.00000,2180.00000,511.00000,,511.00000,89.00000,422.00000,422.00000,,398.00000,313.14700,317.32900,1.27000,1.25000,0.44010,0.91740,18.98920,14.79000,0.00950,1.94960,2.85690,0.14840,1.00040,76.54640,0.1307,-0.3486
2023-06-30,4651.00000,1541.00000,3110.00000,2134.00000,2194.00000,916.00000,,916.00000,153.00000,763.00000,763.00000,,726.00000,329.38300,333.54000,2.20000,2.17000,0.41510,0.88930,29.28390,23.20970,0.01060,3.43260,5.01150,0.25900,1.84380,75.14410,-2.8508,-3.3793
2023-03-31,4362.00000,1261.00000,3101.00000,2353.00000,2413.00000,688.00000,,688.00000,139.00000,549.00000,549.00000,,525.00000,341.10600,345.47200,1.54000,1.52000,0.39720,0.80840,22.50570,17.17370,0.01050,2.41060,3.49080,0.18880,1.33720,73.55980,-8.28430,-8.81110
2022-12-31,4126.00000,971.00000,3155.00000,2176.00000,2235.00000,920.00000,-31.00000,889.00000,156.00000,733.00000,733.00000,,696.00000,365.21400,370.10900,1.93000,1.91000,0.37320,0.72530,28.26710,22.13040,0.01040,3.15740,4.53810,0.24320,1.82400,72.17560,19.093,18.5329
2022-09-30,3400.00000,441.00000,2959.00000,2039.00000,2097.00000,862.00000,-13.00000,849.00000,159.00000,690.00000,690.00000,,669.00000,367.78900,372.41800,1.82000,1.80000,0.35310,0.71580,28.69210,22.60900,0.00970,2.91480,4.12460,0.22730,1.74040,69.70170,11.9936,11.4305
2022-06-30,3073.00000,120.00000,2953.00000,2046.00000,2106.00000,847.00000,-12.00000,835.00000,88.00000,747.00000,747.00000,,712.00000,367.37500,372.12300,1.94000,1.91000,0.34430,0.56480,28.37240,24.19300,0.00980,3.13980,4.48700,0.24880,1.90090,70.09160,-11.1147,-11.6038
2022-03-31,3093.00000,12.00000,3081.00000,2257.00000,2318.00000,763.00000,-9.00000,754.00000,150.00000,604.00000,604.00000,,583.00000,366.54200,372.03700,1.59000,1.57000,0.34680,0.69470,24.47260,18.92240,0.00960,2.49090,3.57440,0.18740,1.50450,71.43270,12.32670,11.95580
2021-12-31,3052.00000,-1.00000,3053.00000,2235.00000,2297.00000,756.00000,-26.00000,730.00000,33.00000,697.00000,697.00000,,662.00000,352.56500,357.96200,1.81000,1.79000,0.33000,0.55470,23.85620,21.63400,0.00970,2.74550,3.88820,0.22150,1.70670,74.76580,12.1947,11.502
2021-09-30,2990.00000,,2990.00000,2034.00000,,894.00000,-18.00000,876.00000,162.00000,714.00000,714.00000,,693.00000,347.71800,353.49400,1.99000,1.96000,0.32210,0.51860,29.27810,23.16180,0.00930,2.81790,4.01640,0.22100,1.77210,74.70410,1.2719,0.7201
2021-06-30,3034.00000,,3034.00000,2022.00000,,949.00000,-11.00000,938.00000,175.00000,763.00000,763.00000,,728.00000,345.88900,351.58200,2.11000,2.07000,0.34120,0.56920,30.76420,23.87670,0.00930,3.29010,4.88950,0.23370,1.99740,73.26570,-21.7193,-22.285
2021-03-31,2954.00000,4.00000,2950.00000,2255.00000,2313.00000,637.00000,-10.00000,627.00000,108.00000,519.00000,519.00000,,489.00000,350.74300,355.69000,1.39000,1.37000,0.35620,0.61050,21.18960,16.52590,0.00930,2.25370,3.37690,0.16380,1.33620,71.84660,-10.49230,-10.94770
2020-12-31,2931.00000,14.00000,2917.00000,2205.00000,2264.00000,653.00000,-12.00000,641.00000,104.00000,537.00000,537.00000,,498.00000,352.86500,357.10600,1.41000,1.39000,0.34510,0.80940,21.97460,17.07230,0.00930,2.26310,3.21750,0.17060,1.34230,74.18820,9.4538,9.0728
2020-09-30,2826.00000,42.00000,2784.00000,2029.00000,2088.00000,696.00000,-15.00000,681.00000,126.00000,555.00000,555.00000,,517.00000,352.58600,357.16800,1.47000,1.45000,0.35150,1.05410,24.46120,18.57040,0.01020,2.40400,3.45130,0.20400,1.40820,72.44370,-14.644,-15.0708
2020-06-30,3052.00000,115.00000,2937.00000,2064.00000,2122.00000,815.00000,-12.00000,803.00000,109.00000,694.00000,694.00000,,662.00000,352.15700,356.41300,1.88000,1.86000,0.38520,1.25730,27.83360,22.94630,0.01030,3.09790,4.50040,0.24760,1.71530,70.58510,3.7985,3.3566
2020-03-31,3269.00000,204.00000,3065.00000,2222.00000,2280.00000,785.00000,-11.00000,774.00000,140.00000,634.00000,634.00000,,580.00000,353.74600,357.99300,1.64000,1.62000,0.39440,2.15460,25.55300,19.14820,0.00840,2.96400,4.40520,0.17490,1.60920,67.79770,11.28230,10.96390
2019-12-31,3318.00000,270.00000,3048.00000,2323.00000,2381.00000,667.00000,-38.00000,638.00000,74.00000,564.00000,564.00000,,492.00000,369.91100,373.66600,1.35000,1.36000,0.33860,0.59150,20.95240,16.15760,0.01240,2.62700,3.79930,0.22960,1.52680,68.35970,2.7152,2.297
2019-09-30,3260.00000,357.00000,2903.00000,2096.00000,2155.00000,748.00000,-27.00000,721.00000,138.00000,583.00000,583.00000,,528.00000,366.73200,370.59500,1.44000,1.42000,0.31240,0.78770,24.85350,18.20060,0.01190,2.70920,3.72950,0.23830,1.59010,69.32730,13.3783,12.7487
2019-06-30,3267.00000,394.00000,2873.00000,2084.00000,2143.00000,730.00000,-12.00000,718.00000,131.00000,587.00000,587.00000,,537.00000,373.77300,377.57700,1.44000,1.42000,0.30880,0.71270,25.00000,18.69780,0.01190,2.69710,3.73080,0.24300,1.59390,68.31950,0.6509,0.1931
2019-03-31,3286.00000,354.00000,2932.00000,2228.00000,2288.00000,644.00000,-9.00000,635.00000,127.00000,508.00000,508.00000,,452.00000,377.91500,381.70300,1.20000,1.18000,0.30870,0.54110,21.68720,15.43720,0.01280,2.37960,3.32440,0.22250,1.40250,66.46300,-1.51690,-1.96490
2018-12-31,3308.00000,285.00000,3023.00000,2389.00000,2470.00000,553.00000,,529.00000,92.00000,437.00000,437.00000,,396.00000,371.98300,376.47600,1.02000,1.02000,0.30960,0.61720,17.54560,13.13430,0.01230,2.07630,2.92860,0.17870,1.21960,65.10650,3.1435,2.675
2018-09-30,3233.00000,244.00000,2989.00000,2049.00000,2096.00000,893.00000,,893.00000,129.00000,764.00000,764.00000,,708.00000,374.96300,379.38300,1.89000,1.87000,0.29620,0.53090,29.92630,23.72650,0.01280,3.66200,4.47410,0.32650,2.18990,64.70000,14.6991,14.3193
2018-06-30,3311.00000,248.00000,3063.00000,2124.00000,2172.00000,891.00000,,891.00000,158.00000,733.00000,733.00000,,697.00000,365.61900,370.41000,1.91000,1.88000,0.31520,0.64590,29.10810,22.77030,0.01230,3.78320,4.85490,0.29520,2.22400,61.69840,-3.794,-4.1689
2018-03-31,3270.00000,214.00000,3056.00000,2218.00000,2268.00000,788.00000,,788.00000,129.00000,659.00000,659.00000,,603.00000,367.43900,372.61900,1.64000,1.62000,0.32820,0.62640,25.78530,19.73170,0.01220,3.43180,4.46690,0.26330,1.97640,61.29880,12.97840,12.58390
2017-12-31,3123.00000,181.00000,2942.00000,1942.00000,1996.00000,946.00000,-204.00000,813.00000,464.00000,349.00000,349.00000,,313.00000,374.79300,380.21300,0.84000,0.85000,0.34240,0.69930,27.61550,10.63180,0.01230,1.82520,2.37710,0.14640,1.02840,60.70180,13.3469,12.9529
2017-09-30,3004.00000,158.00000,2846.00000,1937.00000,1991.00000,855.00000,-33.00000,822.00000,137.00000,685.00000,685.00000,,629.00000,372.76500,378.51800,1.69000,1.66000,0.34240,0.74840,28.91310,22.12450,0.01200,3.54900,4.61530,0.29030,2.00220,60.66480,-5.5924,-6.0205
2017-06-30,2935.00000,125.00000,2810.00000,1909.00000,1963.00000,847.00000,-71.00000,776.00000,156.00000,620.00000,620.00000,,584.00000,375.39500,380.91500,1.56000,1.53000,0.34720,0.77300,27.64520,20.80510,0.01180,3.28530,4.29660,0.26020,1.83400,58.98850,1.4175,0.9887
2017-03-31,2808.00000,140.00000,2668.00000,2003.00000,2055.00000,613.00000,-29.00000,584.00000,82.00000,502.00000,502.00000,,446.00000,381.22400,386.41700,1.17000,1.15000,0.34860,0.77830,21.87270,16.70410,0.01130,2.77380,3.65650,0.21200,1.53570,56.57900,9.08090,8.65650
2016-12-31,2632.00000,102.00000,2530.00000,2088.00000,2142.00000,388.00000,-43.00000,345.00000,-248.00000,593.00000,595.00000,,557.00000,391.48500,396.09000,1.44000,1.42000,0.35010,0.82070,13.64720,22.03320,0.01040,3.30130,4.35740,0.24520,1.82240,55.55600,-0.0067,-0.3412
2016-09-30,2730.00000,110.00000,2620.00000,1887.00000,1942.00000,678.00000,-42.00000,636.00000,72.00000,564.00000,563.00000,,507.00000,388.35800,393.21200,1.31000,1.29000,0.34790,0.79400,24.27480,19.35110,0.01020,2.96550,3.90400,0.21980,1.65520,57.52780,-6.778,-7.1688
2016-06-30,2672.00000,99.00000,2573.00000,1795.00000,1844.00000,729.00000,-20.00000,709.00000,92.00000,617.00000,617.00000,2.00000,585.00000,394.16000,398.84700,1.48000,1.47000,0.35040,0.81370,27.59830,22.77150,0.01010,3.26320,4.18280,0.24160,1.81320,56.72780,5.5001,5.094
2016-03-31,2601.00000,117.00000,2484.00000,1901.00000,1950.00000,534.00000,-104.00000,430.00000,62.00000,368.00000,368.00000,,319.00000,399.42100,403.61500,0.80000,0.79000,0.32410,0.75500,17.33870,12.86290,0.01020,1.95480,2.62000,0.15100,1.15540,54.42370,7.06610,6.64990
2015-12-31,2647.00000,109.00000,2538.00000,1802.00000,1852.00000,686.00000,-6.00000,680.00000,103.00000,577.00000,577.00000,,547.00000,407.85600,413.63800,1.35000,1.34000,0.35230,0.83980,26.80330,21.56090,0.01030,3.13040,4.21290,0.23540,1.76820,52.88350,8.2102,7.8281
2015-09-30,2715.00000,101.00000,2614.00000,1909.00000,1957.00000,657.00000,-10.00000,647.00000,67.00000,580.00000,580.00000,1.00000,539.00000,406.61200,412.16700,1.33000,1.31000,0.35830,1.09470,24.79880,20.65930,0.01060,3.08040,4.14400,0.23460,1.72840,53.32440,-0.7385,-1.3336
2015-06-30,2702.00000,94.00000,2608.00000,2084.00000,2133.00000,475.00000,-3.00000,472.00000,54.00000,418.00000,418.00000,,389.00000,410.67400,416.71200,0.95000,0.93000,0.29700,1.15510,18.11210,14.92710,0.00880,2.22380,3.00720,0.14190,1.36670,52.72790,-11.8117,-12.3047
2015-03-31,2696.00000,96.00000,2600.00000,2045.00000,2095.00000,505.00000,-6.00000,499.00000,94.00000,405.00000,405.00000,,373.00000,412.22500,418.75000,0.90000,0.89000,0.30590,1.13810,19.22190,14.36830,0.00930,2.14760,3.05340,0.14490,1.35030,50.61620,0.94810,0.71880
2014-12-31,2711.00000,102.00000,2609.00000,1949.00000,2009.00000,600.00000,-52.00000,548.00000,71.00000,477.00000,477.00000,,458.00000,424.22300,432.00700,1.10000,1.08000,0.32010,1.09570,21.03650,17.58160,0.00950,2.46300,3.53940,0.17400,1.52060,51.36860,0.9446,0.6497
2014-09-30,2683.00000,101.00000,2582.00000,1820.00000,1874.00000,708.00000,-20.00000,688.00000,128.00000,560.00000,560.00000,,542.00000,421.97400,429.73600,1.28000,1.26000,0.29880,1.07420,26.66670,21.00780,0.00940,2.81080,4.26310,0.20380,1.85600,50.37960,-3.1621,-3.318
2014-06-30,2687.00000,89.00000,2598.00000,1770.00000,1824.00000,774.00000,-28.00000,746.00000,124.00000,622.00000,622.00000,,602.00000,427.82400,435.32000,1.41000,1.38000,0.29400,1.03880,28.73650,23.18950,0.00920,3.03900,4.63630,0.22030,2.02360,51.06240,-3.4246,-3.7115
