Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,80.24800,0.44800,79.80000,52.77000,35.53200,,88.30200,-8.50200,14.59500,6.09300,-2.64300,8.73600,8.73600,8.73600,-7.46700,-8.50200,50.02200,52.80800,0.17000,0.17000,3.77810,0.50820,1.16110,99.44170,-10.59470,-10.59470,7.59270,10.88630,0.07400,0.09920,1.26060,71.39510,2.31220,2.31220,0.80540,1.13700,7.55260,0.3801,0.3652
2024-06-30,75.40000,1.70700,73.69300,51.07200,38.63800,,89.71000,-16.01700,5.88700,-10.13000,1.48600,-11.61600,-11.61600,-11.61600,-15.02500,-16.01700,50.01410,50.01410,-0.23000,-0.23000,5.16950,0.56770,1.31310,97.73610,-21.24270,-21.24270,-13.43500,-15.40580,0.07370,0.49310,1.25160,71.91050,-3.23440,-3.23440,-1.13510,-1.39830,7.18020,0.4696,0.463
2024-03-31,70.50200,0.24600,70.25600,57.45900,39.28700,,96.74600,-26.49000,2.41100,-24.07900,0.35700,-24.43600,-24.43600,-24.43600,-25.47900,-26.49000,49.87720,49.87720,-0.49000,-0.49000,5.96320,0.54890,1.22040,99.65110,-37.57340,-37.57340,-34.15360,-34.66000,0.07090,0.05900,1.22070,73.72640,-6.79660,-6.79660,-2.45840,-3.06570,7.18980,-0.09200,-0.10060
2023-12-31,70.16200,0.19900,69.96300,45.56600,41.44900,,87.01500,-17.05200,-8.59000,-25.64200,-5.91200,-19.73000,-19.73000,-19.73000,-16.02000,-17.05200,48.88900,48.88900,-0.40000,-0.40000,3.80390,0.11520,0.13020,99.71640,-24.30380,-24.30380,-36.54680,-28.12060,0.11750,0.04420,1.34690,66.82210,-5.34920,-5.34920,-3.30490,-4.73310,7.41750,-0.3216,-0.3474
2023-09-30,64.85000,0.27600,64.57400,43.24900,35.46900,,78.71800,-14.14400,14.87500,0.73100,-0.17500,0.90600,0.90600,0.90600,-13.06700,-14.14400,49.13400,54.15900,0.02000,0.02000,4.25880,0.18900,0.24150,99.57440,-21.81030,-21.81030,1.12720,1.39710,0.11040,0.11740,1.02700,87.63110,0.24550,0.24680,0.15420,0.19910,7.46520,0.1643,0.1695
2023-06-30,59.75700,0.34600,59.41100,38.15800,35.01000,,73.16800,-13.75700,-3.06600,-16.82300,0.19100,-17.01400,-17.01400,-17.01400,-12.72800,-13.75700,48.69410,48.69410,-0.35000,-0.35000,4.28070,0.18920,0.24230,99.42100,-23.02160,-23.02160,-28.15240,-28.47200,0.10840,0.14610,0.93910,95.84140,-4.90070,-4.90800,-3.08570,-3.97370,7.09370,-0.0013,-0.0293
2023-03-31,54.65900,0.21600,54.44300,36.57200,32.56700,,69.13900,-14.69600,-4.46000,-19.15600,0.29300,-19.44900,-19.44900,-19.44900,-13.74400,-14.69600,48.18380,48.18380,-0.40000,-0.40000,4.55820,0.19520,0.24860,99.60480,-26.88670,-26.88670,-35.04640,-35.58240,0.10450,0.20160,0.94600,95.14220,-5.84110,-5.84980,-3.71860,-4.70070,6.88240,0.21870,0.15640
2022-12-31,55.50270,0.63930,54.86330,24.24680,58.72690,,82.97510,-28.11170,15.60520,-12.50640,18.04640,-30.55290,-30.55290,-30.55290,-28.42300,-28.11170,45.71500,45.71500,-0.63090,-0.61910,4.70050,0.12360,0.14110,98.84810,-50.64920,-50.64920,-22.53300,-55.04760,0.10540,0.92390,1.65270,54.45790,-9.01520,-9.01520,-5.80010,-7.90070,7.04760,-0.3455,-0.3738
2022-09-30,48.52420,0.07420,48.45000,27.44390,13.73670,,41.18060,7.26940,-1.39920,5.87020,-1.46520,7.33530,7.33530,7.33530,8.75130,7.26940,46.99800,51.44300,0.15310,0.14130,5.22570,0.19740,0.25130,99.84710,14.98100,14.98100,12.09740,15.11690,0.09270,0.07380,0.74260,121.19270,2.11250,2.11250,1.40060,1.69540,7.24850,0.4126,0.4062
2022-06-30,40.17850,0.04270,40.13580,25.29830,23.61720,,48.91550,-8.77970,-1.60580,-10.38550,-2.70060,-7.68490,-7.68490,-7.68490,-6.86810,-8.77970,43.93600,43.93600,-0.17580,-0.17580,3.98270,0.28700,0.41110,99.89380,-21.85180,-21.85180,-25.84840,-19.12690,0.10830,0.06360,0.65980,136.40900,-3.71750,-3.71750,-2.07090,-2.65060,,-0.2004,-0.2097
2022-03-31,30.15560,0.33280,29.82290,24.93200,26.97820,0.00130,51.90880,-22.08600,-1.77520,-23.86120,-2.22070,-21.64060,-21.64060,-21.64060,-19.83310,-22.08600,43.86600,43.86600,-0.49650,-0.49650,4.58180,0.27970,0.39630,98.89650,-73.24020,-73.24020,-79.12700,-71.76290,0.07970,0.50000,0.60680,148.31140,-9.87640,-9.87640,-5.71840,-7.11390,,-0.94310,-0.94720
2021-12-31,8.88110,,8.88110,27.08570,32.81050,0.01740,,-50.99770,-1.80570,-52.80340,0.38450,-53.18780,-53.18780,-53.18780,-48.65540,-50.99770,42.48900,42.48900,-1.21490,-1.21490,4.29430,0.26730,0.37210,100.00000,-574.22540,-574.22540,-594.55680,-598.88570,0.02140,,0.26000,346.14660,-22.54730,-22.54730,-12.81730,-16.52060,5.37800,-0.5987,-0.6079
2021-09-30,8.16860,,8.16860,23.16280,27.64420,-0.03860,,-42.67700,-1.80500,-44.48190,-2.93020,-41.55180,-41.55180,-41.55180,-40.38260,-42.67700,43.79600,43.79600,-0.95140,-0.95140,5.23940,0.23720,0.32040,100.00000,-522.45100,-522.45100,-544.54750,-508.67660,0.01790,,0.17780,506.21200,-14.92620,-14.92620,-9.11110,-11.38620,6.34970,-0.6419,-0.6535
2021-06-30,8.01360,,8.01360,23.02320,33.26900,0.05590,,-48.22270,-1.78360,-50.00630,-3.93200,-46.07430,-46.07430,-46.07430,-45.70900,-48.22270,43.78600,43.78600,-1.04840,-1.04840,5.69590,0.21560,0.28450,100.00000,-601.76180,-601.76180,-624.01890,-574.95210,0.01620,,0.17570,512.18210,-14.83850,-14.83850,-9.33730,-11.63930,7.09140,-0.9382,-0.9396
