Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,253.60000,131.70000,121.90000,103.80000,219.90000,-98.00000,-10.80000,-108.80000,0.70000,-109.50000,-109.50000,-110.20000,18.50000,-98.00000,50.20000,50.20000,-2.20000,-2.20000,1.45700,0.45890,0.88700,48.06780,-38.64350,-38.64350,-42.90220,-43.45430,0.19440,1.68060,53.55280,-18.46860,25.77680,-8.39530,-9.99270,11.78730,0.5647,0.5508
2024-06-30,260.60000,131.80000,128.80000,110.00000,117.60000,11.20000,-10.90000,0.30000,-0.10000,0.40000,0.40000,-0.20000,19.10000,11.20000,50.10000,50.10000,-0.00400,-0.00400,1.47610,0.42260,0.76480,49.42440,4.29780,4.29780,0.11510,-0.07670,0.18370,1.56990,57.32920,0.05710,-0.09300,0.02820,0.03300,13.95220,0.1936,0.1795
2024-03-31,262.40000,134.20000,128.20000,107.50000,115.30000,12.90000,-11.10000,1.80000,0.90000,0.90000,0.90000,0.20000,21.10000,12.90000,50.10000,50.40000,0.01000,0.01000,1.50230,0.42940,0.78500,48.85670,4.91620,4.91620,0.68600,0.07620,0.18160,1.50550,59.78280,0.12860,-0.20630,0.06230,0.07340,13.94420,0.34330,0.30750
2023-12-31,260.60010,133.50000,127.10010,114.50000,122.20000,4.90000,-12.30000,-7.40000,-1.50000,-5.90000,-5.90000,-6.40000,13.70000,4.90000,49.90000,49.90000,-0.12000,-0.12000,1.52580,0.43210,0.79320,48.77210,1.88030,1.88030,-2.83960,-2.45590,0.18180,1.58230,56.88030,-0.84690,1.32580,-0.41160,-0.48090,13.90620,0.0581,0.0601
2023-09-30,258.30000,134.00000,124.30000,108.80000,116.50000,7.80000,-10.80000,-3.00000,-0.80000,-2.20000,-2.20000,-2.40000,16.00000,7.80000,49.90000,49.90000,-0.05000,-0.05000,1.52310,0.43220,0.79340,48.12230,3.01970,3.01970,-1.16140,-0.92920,0.17800,1.51500,59.40770,-0.31260,0.49570,-0.15160,-0.17750,14.04790,0.1247,0.0867
2023-06-30,262.30000,135.50000,126.80000,107.80000,201.30000,-74.50000,-10.20000,-84.70000,-10.60000,-74.10000,-74.10000,-74.40000,19.20000,-74.50000,49.80000,49.80000,-1.49000,-1.49000,1.61620,0.43440,0.80020,48.34160,-28.40260,-28.40260,-32.29130,-28.36450,0.18390,1.73140,51.98250,-10.55410,16.43750,-5.19560,-5.96910,14.01430,0.1963,0.1742
2023-03-31,265.10000,132.60000,132.50000,110.50000,118.30000,14.20000,-9.50000,4.70000,1.50000,3.20000,3.20000,2.70000,22.30000,14.20000,49.80000,50.10000,0.05000,0.05000,1.56780,0.41630,0.74250,49.98110,5.35650,5.35650,1.77290,1.01850,0.17360,1.64860,54.59070,0.41510,-0.67550,0.20960,0.24230,15.39060,0.59080,0.57880
2022-12-31,263.10000,133.30000,129.80000,104.50000,221.80000,-92.00000,-7.80000,-99.80000,-5.10000,-94.70000,-94.70000,-95.20000,25.60000,-92.00000,49.70000,49.70000,-1.92000,-1.92000,1.59370,0.42100,0.75720,49.33490,-34.96770,-34.96770,-37.93240,-36.18400,0.17230,1.63420,55.07410,-12.29710,19.84080,-6.20250,-7.11980,15.37130,0.0825,0.0463
2022-09-30,265.70000,132.30000,133.40000,107.50000,115.50000,17.90000,-6.20000,11.70000,2.80000,8.90000,8.90000,8.60000,26.20000,17.90000,49.60000,49.70000,0.17000,0.17000,1.50170,0.38690,0.65830,50.20700,6.73690,6.73690,4.40350,3.23670,0.16370,1.69560,53.07870,1.03030,-1.93690,0.54840,0.63170,17.40900,0.0171,0.0011
2022-06-30,268.00000,130.30000,137.70000,102.20000,110.40000,27.30000,-0.10000,27.20000,6.40000,20.80000,20.80000,20.10000,35.50000,27.30000,49.60000,49.60000,0.41000,0.41000,1.40870,0.39280,0.67460,51.38060,10.18660,10.18660,10.14930,7.50000,0.16530,1.73350,51.91790,2.44500,-4.34600,1.28280,1.48470,17.14500,0.6774,0.6331
2022-03-31,274.30000,129.70000,144.60000,100.70000,109.20000,35.40000,,35.40000,8.70000,26.70000,26.70000,26.10000,43.90000,35.40000,49.60000,49.60000,0.53000,0.53000,1.37750,0.00190,0.00490,52.71600,12.90560,12.90560,12.90560,9.51510,0.15740,1.63180,55.15500,1.78490,110.78850,1.53170,1.78140,383.56410,0.83470,0.78830
2021-12-31,276.10000,128.50000,147.60000,103.10000,112.10000,35.50000,3.20000,38.70000,8.90000,29.80000,29.80000,29.30000,44.50000,35.50000,49.60000,49.60000,-2.75000,-2.75000,1.30990,0.00240,0.00570,53.45890,12.85770,12.85770,14.01670,10.61210,0.16050,1.67840,53.62190,2.01580,98.67530,1.73260,2.01110,29.79360,0.4657,0.4315
2021-09-30,273.90000,131.20000,142.70000,104.20000,113.60000,29.10000,,29.10000,7.10000,22.00000,22.00000,21.60000,38.50000,29.10000,49.60000,49.60000,0.44000,0.44000,,,,52.09930,10.62430,10.62430,10.62430,7.88610,,,,,,,,,0.1331,0.1169
2021-06-30,286.10000,129.60000,156.50000,105.70000,115.10000,41.40000,1.80000,43.20000,10.40000,32.80000,32.80000,32.30000,50.80000,41.40000,49.60000,49.60000,0.65000,0.65000,,,,54.70120,14.47050,14.47050,15.09960,11.28980,,,,,,,,,-0.966,-0.9027
2021-03-31,270.50000,124.60000,145.90000,99.90000,109.00000,36.90000,0.10000,37.00000,8.70000,28.30000,28.30000,27.90000,46.00000,36.90000,7.15000,7.15000,3.90000,3.90000,,,,53.93720,13.64140,13.64140,13.67840,10.31420,,,,,,,,,2.85310,2.72730
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
