Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1126.80000,782.40000,344.40000,189.70000,,198.10010,146.30000,-34.10000,112.20000,24.60000,87.60000,87.60000,,81.80000,202.40000,146.30000,70.12100,70.66400,1.17000,1.16000,3.00110,0.41460,0.72440,30.56440,12.98370,12.98370,9.95740,7.25950,0.16650,0.62330,1.21870,73.84980,2.83430,15.48520,1.29440,1.65910,44.07920,1.7499,1.2304
2024-06-30,1182.30000,808.70000,373.60000,184.10000,,206.40000,167.20000,-29.30000,137.90000,35.90000,102.00000,102.00000,,96.20000,221.40000,167.20000,70.36500,70.84900,1.37000,1.36000,2.94790,0.41930,0.73770,31.59940,14.14190,14.14190,11.66370,8.13670,0.17980,0.65570,1.26060,71.39560,3.45750,16.12140,1.55110,2.00790,42.06320,1.759,1.2534
2024-03-31,1190.30000,792.70000,397.60000,190.70000,,213.00000,184.60000,-31.30000,153.30000,42.70000,110.60000,110.60000,,103.50000,239.90000,184.60000,70.26700,70.88000,1.47000,1.46000,1.87190,0.39660,0.87740,33.40330,15.50870,15.50870,12.87910,8.69530,0.18190,0.64380,1.31500,68.44320,4.04390,28.21430,1.69010,2.43990,38.84230,0.69550,0.07340
2023-12-31,1091.20000,759.89980,331.30020,189.50000,,212.10000,119.20020,-57.70000,61.50000,-0.40000,61.90000,61.90000,,58.70000,171.50020,119.20010,71.37800,72.08200,0.85000,0.84000,1.79090,0.39850,0.88660,30.36110,10.92380,10.92380,5.63600,5.37940,0.16680,0.61830,1.33690,67.31860,2.29060,20.53750,0.94620,1.37780,38.53580,1.7358,1.0411
2023-09-30,1142.70000,787.10000,355.60000,179.60000,,206.00000,149.60000,-25.40000,124.20000,33.30000,90.90000,90.90000,,87.90000,201.80000,149.60000,70.87900,71.53600,1.24000,1.23000,1.73340,0.38150,0.84710,31.11930,13.09180,13.09180,10.86900,7.69230,0.18300,0.65460,1.35620,66.36390,3.50010,22.48890,1.45560,2.16500,36.81170,2.758,2.1273
2023-06-30,1272.30000,866.90000,405.40000,184.90000,,204.70000,200.70010,-24.10000,176.60000,47.10000,129.50000,129.50000,,125.20000,251.90010,200.70010,71.88300,72.51300,1.74000,1.73000,2.65140,0.43580,0.79230,31.86360,15.77460,15.77460,13.88040,9.84040,0.20350,0.69260,1.36260,66.04810,4.88680,22.50220,2.07160,2.75740,37.19660,1.9984,1.3118
2023-03-31,1262.80000,846.00000,416.80000,186.80000,,229.20000,187.60000,-19.40000,168.20000,42.50000,125.70000,125.70000,,122.30000,233.20000,187.60000,72.50000,73.36100,1.69000,1.67000,2.75780,0.44820,0.83220,33.00600,14.85590,14.85590,13.31960,9.68480,0.21580,0.69950,1.44620,62.23310,5.15950,20.77000,2.14760,2.84700,33.65290,1.07140,0.50300
2022-12-31,1082.00000,774.19980,307.80060,167.30000,,180.80010,127.00050,-2.90000,124.10000,25.00000,99.10000,99.10000,,97.20000,169.00050,127.00040,73.60200,74.32400,1.34000,1.32000,2.47330,0.44860,0.83440,28.44730,11.73760,11.73760,11.46950,8.98340,0.18740,0.64990,1.34660,66.83460,4.21180,20.25340,1.71680,2.32240,32.41800,3.2307,2.5733
2022-09-30,1136.40000,802.90000,333.50000,159.80000,,201.80000,131.70000,-14.60000,117.10000,26.70000,90.40000,90.40000,,87.00000,171.60000,131.70000,73.17800,73.86700,1.19000,1.18000,2.02940,0.39310,0.81840,29.34710,11.58920,11.58920,10.30450,7.65580,0.21510,0.70890,1.38740,64.87060,4.14910,14.94220,1.71150,2.51800,29.95200,1.9702,1.3702
2022-06-30,1153.70000,801.30000,352.40000,155.90000,,176.49990,175.90000,-26.30000,149.60000,44.00000,105.60000,105.60000,,105.00000,216.60000,175.90000,73.66000,74.18300,1.43000,1.42000,2.69460,0.43100,0.79320,30.54520,15.24660,15.24660,12.96700,9.10120,0.21200,0.69200,1.33590,67.36930,4.61300,16.86900,1.94030,2.62460,31.16810,1.0552,0.4955
