Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,32.22200,8.21000,-40.43200,6.30300,-34.12900,-34.12900,-34.12900,-34.12900,-43.07000,-40.43200,93.81300,93.81300,-0.36000,-0.36000,26.34570,,,-6.98110,-6.98110,-6.67520,-6.98110,5.17830,-0.2899,-0.2955
2024-06-30,30.68000,7.42700,-38.10700,6.61000,-31.49700,-31.49700,-31.49700,-31.49700,-41.12600,-38.10700,93.51500,93.51500,-0.34000,-0.34000,30.24230,,,-6.17010,-6.17010,-5.92440,-6.17010,5.45130,-0.2583,-0.2604
2024-03-31,27.69400,7.05900,-34.75300,6.22800,-28.52500,-28.52500,-28.52500,-28.52500,-37.37800,-34.75300,87.56700,87.56700,-0.33000,-0.33000,37.08400,,,-5.33240,-5.33240,-5.15070,-5.33240,5.73450,-0.32660,-0.33000
2023-12-31,27.68400,6.17800,-33.86200,3.71900,-30.14300,-30.14300,-30.14300,-30.14300,-35.50100,-33.86200,63.72400,63.72400,-0.46000,-0.46000,19.49780,,,-9.45430,-9.45430,-8.86470,-9.45430,4.52540,-0.4168,-0.419
2023-09-30,23.78600,5.66600,-29.45200,3.73900,-25.71300,-25.71300,-25.71300,-25.71300,-31.33000,-29.45200,63.46000,63.46000,-0.41000,-0.41000,18.23490,,,-8.85350,-8.85350,-8.25820,-8.85350,4.57650,-0.3467,-0.3538
2023-06-30,19.55900,5.78000,-25.33900,3.87000,-21.46900,-21.46900,-21.46900,-21.46900,-27.77300,-25.33900,63.38000,63.38000,-0.34000,-0.34000,22.01370,,,-6.89310,-6.89310,-6.49350,-6.89310,4.90800,-0.3186,-0.3305
2023-03-31,19.87600,5.82800,-25.70400,2.86600,-22.83800,-22.83800,-22.83800,-22.83800,-27.53800,-25.70400,63.26600,63.26600,-0.36000,-0.36000,26.21810,,,-6.94500,-6.94500,-6.59300,-6.94500,5.19700,-0.36080,-0.42980
2022-12-31,16.61200,5.46700,-22.07900,2.66400,-19.41500,-19.41500,-19.41500,-19.41500,-23.74200,-22.07900,53.59400,53.59400,-0.30000,-0.30000,21.52540,,,-5.59970,-5.59970,-5.28870,-5.59970,5.48110,-0.1955,-0.2556
2022-09-30,13.89400,4.36800,-18.26200,0.76400,-17.49800,-17.49800,-17.49800,-17.49800,-17.97000,-18.26200,51.84500,51.84500,-0.34000,-0.34000,27.82370,0.00020,0.00020,-4.84170,-4.84170,-4.63950,-4.84090,5.71760,-0.2059,-0.2307
2022-06-30,12.40200,4.08900,-16.49100,0.42400,-16.06700,-16.06700,-16.06700,-16.06700,-15.92200,-16.49100,49.62300,49.62300,-0.32000,-0.32000,27.48950,,,-6.52190,-6.52190,-6.24210,-6.52190,4.94890,-0.327,-0.3381
2022-03-31,11.12400,3.70200,-14.82600,0.16600,-14.66000,-14.66000,-14.66000,-14.66000,-14.02900,-14.82600,49.54500,49.54500,-0.30000,-0.30000,26.85100,,,-5.63080,-5.63080,-5.37500,-5.63080,5.25380,-0.25370,-0.26120
2021-12-31,9.08800,3.73400,-12.82200,0.12600,-12.69600,-12.69600,-12.69600,-12.69600,-12.74400,-12.82200,37.52600,37.52600,3.70000,3.70000,26.97210,,,-4.62710,-4.62710,-4.45110,-4.62710,5.54310,-0.404,-0.4098
2021-09-30,9.88000,3.19600,-13.07600,0.12700,-12.94900,-12.94900,-12.94900,-12.94900,-13.01200,-13.07600,49.26500,49.26500,-0.26000,-0.26000,33.49810,,,-4.53720,-4.53720,-4.39770,-4.53720,5.78950,-0.1676,-0.1768
2021-06-30,7.86100,2.59900,-10.46000,0.10700,-10.35300,-10.35300,-10.35300,-10.35300,-10.40900,-10.46000,49.25800,49.25800,-0.21000,-0.21000,44.95760,,,-3.48870,-3.48870,-3.41130,-3.48870,6.02400,3.5614,3.5983
2021-03-31,5.36000,1.49700,-6.85700,0.04200,-6.81500,-6.81500,-6.81500,-6.81500,-6.77800,-6.85700,1.56000,1.56000,-4.37000,-4.37000,64.01670,,,-2.22430,-2.22430,-2.18960,-2.22430,6.22070,-3.88270,-3.92240
2020-12-31,5.13900,1.20500,-6.34400,0.00200,-6.34200,-6.34200,-6.34200,-6.34200,-6.29400,-6.34400,0.73900,0.73900,-4.49000,-4.49000,29.85840,,,18.97670,-5.00180,-4.83620,-5.00180,125.66300,-9.6952,-9.7647
2020-09-30,3.23800,0.40500,-3.64300,0.00100,-3.64200,-3.64200,-3.64200,-3.64200,-3.59300,-3.64300,0.98900,0.98900,-3.68000,-3.68000,,,,,,,,,2.5319,2.697
2020-06-30,3.63900,0.31800,-3.95700,0.00300,-3.95400,-3.95400,-3.95400,-3.95400,-3.91200,-3.95700,0.53200,0.53200,-7.43000,-7.43000,,,,,,,,,-6.1177,-6.4665
2020-03-31,2.96700,0.28100,-3.24800,0.06300,-3.18500,-3.18500,-3.18500,-3.18500,-3.20800,-3.24800,0.42000,0.42000,-7.57000,-7.57000,,,,,,,,,-6.52140,-6.54290
