Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,161.62700,35.81200,125.81500,36.08900,15.66400,-2.50600,58.81000,67.00500,14.41100,81.41600,14.54600,66.87000,66.87000,66.74400,76.29800,67.00500,47.54200,47.66900,1.40000,1.40000,7.18060,77.84280,41.45660,41.45660,50.37280,41.29510,0.08930,0.20350,1.84310,48.83080,4.21430,4.49500,3.69270,4.21430,33.43270,1.6727,1.3871
2024-06-30,158.50500,38.32800,120.17700,36.82600,19.84100,-2.52400,63.74000,56.43700,8.45300,64.89000,12.55300,52.33700,52.33700,52.21700,65.42200,56.43700,47.55000,47.62800,1.10000,1.10000,6.31240,75.81910,35.60580,35.60580,40.93880,32.94340,0.08920,0.22300,1.27430,70.62700,3.42780,3.67740,2.94600,3.42780,32.17850,1.407,1.2154
2024-03-31,165.25900,36.96900,128.29000,37.98500,19.25200,-3.63300,65.41800,62.87200,7.62500,70.49700,13.64400,56.85300,56.85300,56.65200,71.80000,62.87200,47.55800,47.62800,1.19000,1.19000,9.69970,77.62970,38.04450,38.04450,42.65850,34.28070,0.09820,0.21380,1.38190,65.12540,3.82870,4.12960,3.37660,3.82870,31.30130,1.51500,1.36370
2023-12-31,158.32000,36.01900,122.30100,33.64100,16.83000,-2.53300,57.55500,64.74600,10.86100,75.60700,13.62900,61.97800,61.97800,62.68400,74.41100,64.74600,47.56000,47.62300,1.30000,1.29000,7.71850,77.24920,40.89570,40.89570,47.75580,39.59320,0.09490,0.20490,1.13210,79.50040,4.28250,4.64430,3.71360,4.28250,30.55480,0.7788,0.6194
2023-09-30,141.07700,34.24800,106.82900,33.09900,18.08400,-2.65300,58.39300,48.43600,5.44300,53.87900,2.36300,51.51600,51.51600,51.27300,57.32300,48.43600,47.57000,47.63200,1.08000,1.08000,6.69020,75.72390,34.33300,34.33300,38.19120,36.34400,0.08690,0.18880,1.15460,77.95230,3.72670,4.07220,3.17430,3.72670,29.19160,1.2658,0.7425
2023-06-30,146.56500,32.13900,114.42600,32.31800,17.07700,-2.39800,55.78700,58.63900,5.41400,64.05300,14.37500,49.67800,49.67800,49.42800,66.09600,58.63900,47.57300,47.61800,1.04000,1.04000,10.87730,78.07190,40.00890,40.00890,43.70280,33.72430,0.09510,0.18280,1.33980,67.17220,3.71070,4.08060,3.22410,3.71070,28.27920,0.2043,-0.1773
2023-03-31,130.46700,32.97000,97.49700,31.42300,15.39600,-2.41900,52.12900,45.36800,6.26400,51.63200,11.79300,39.83900,39.83900,39.62600,51.15800,45.36800,47.52400,47.56700,0.83000,0.83000,8.26590,74.72930,34.77360,34.77360,39.57480,30.37240,0.08500,0.18920,1.40780,63.93130,3.06580,3.21250,2.59420,3.06580,27.45480,1.00110,0.80990
2022-12-31,169.03200,30.09800,138.93400,31.90600,18.51300,-2.53500,55.85090,83.08310,-2.43700,80.64600,15.51200,65.13400,65.13400,65.98300,89.82110,83.08310,47.39000,47.46900,1.37000,1.36000,6.62840,82.19390,49.15230,49.15230,47.71050,39.03580,0.11030,0.16430,1.82410,49.33840,5.10710,5.36880,4.24930,5.10710,26.69810,0.0555,-0.1841
2022-09-30,160.55600,37.39600,123.16000,30.41400,18.44200,-2.27900,54.69700,68.46300,1.62800,70.09100,16.63600,53.45500,53.45500,53.16600,76.03600,68.46300,47.39600,47.46700,1.12000,1.12000,7.07090,76.70840,42.64120,42.64120,43.65520,33.11370,0.10490,0.20750,2.05330,43.83130,4.41110,4.66160,3.49310,4.41110,25.37160,0.8011,0.5951
2022-06-30,136.56100,27.23900,109.32200,28.19700,19.86900,-2.44000,56.00800,53.31400,1.67200,54.98600,13.48400,41.50200,41.50200,41.26700,63.96200,53.31400,47.39400,47.45800,0.87000,0.87000,6.00570,80.05360,39.04040,39.04040,40.26480,30.21870,0.09110,0.16450,1.82240,49.38430,3.56150,3.76820,2.76780,3.56150,24.40440,0.706,0.483
