Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.02400,2.02400,30.42100,9.84100,-38.23800,3.55400,-34.68400,,-34.68400,-34.68400,-34.68400,-38.28400,-38.23800,90.45600,90.45600,-0.38000,-0.38000,7.38290,100.00000,-1889.22900,-1889.22900,-1713.63600,-1713.63600,0.00590,1.08410,83.01880,-12.33420,-12.33420,-10.07280,-12.33420,3.10540,-0.3601,-0.3675
2024-06-30,3.46400,3.46400,35.48000,11.48500,-43.50100,5.80400,-37.69700,0.00000,-37.69700,-37.69700,-37.69700,-43.59100,-43.50100,90.34100,90.34100,-0.42000,-0.42000,8.75390,100.00000,-1255.80200,-1255.80200,-1088.25000,-1088.25000,0.00930,1.78190,50.50810,-12.14220,-12.14220,-10.10810,-12.14220,3.43570,-0.359,-0.3836
2024-03-31,2.42900,2.42900,33.78800,14.64300,-46.00200,4.76800,-41.23400,0.00000,-41.23400,-41.23400,-41.23400,-46.83100,-46.00200,89.30300,89.30300,-0.46000,-0.46000,10.49290,100.00000,-1893.86600,-1893.86600,-1697.57100,-1697.57100,0.00600,0.91940,97.89210,-12.01150,-12.01150,-10.13560,-12.01150,3.80100,-0.41660,-0.43280
2023-12-31,3.55800,3.55800,31.27900,9.72100,-37.44200,3.13000,-34.31200,,-34.50500,-34.50500,-34.50500,-35.08500,-37.44200,73.80800,73.80800,-0.32000,-0.32000,11.97230,100.00000,-1052.33300,-1052.33300,-964.36210,-969.78640,0.00820,1.46180,61.56830,-9.36620,-9.36620,-7.98340,-9.36620,4.16510,-0.4057,-0.4516
2023-09-30,23.66200,23.66200,28.58400,9.71100,-14.63300,4.63100,-10.00200,,-10.00200,-10.00200,-10.00200,-15.49800,-14.63300,83.78400,83.78400,-0.12000,-0.12000,14.27210,100.00000,-61.84180,-61.84180,-42.27030,-42.27030,0.05170,6.80330,13.22880,-2.51140,-2.51140,-2.18610,-2.51140,4.50370,-0.1562,-0.1929
2023-06-30,3.75500,3.75500,26.50300,10.12000,-32.86800,3.34900,-29.51900,0.00000,-29.51900,-29.51900,-29.51900,-34.35500,-32.86800,61.41800,61.41800,-0.48000,-0.48000,7.81200,100.00000,-875.31290,-875.31290,-786.12510,-786.12510,0.01070,1.66080,54.19170,-10.95500,-10.95500,-8.44250,-10.95500,4.07650,-0.2455,-0.287
2023-03-31,3.50200,3.50200,25.70900,8.90900,-31.11600,3.07200,-28.04400,0.00000,-28.04400,-28.04400,-28.04400,-32.02100,-31.11600,61.18700,61.18700,-0.46000,-0.46000,8.83730,100.00000,-888.52080,-888.52080,-800.79960,-800.79960,0.01010,1.09340,82.31580,-10.07790,-10.07790,-8.07110,-10.07790,4.53770,-0.45660,-0.48980
2022-12-31,3.69200,3.69200,25.73600,8.53400,-30.57800,3.65900,-26.91900,,-26.98900,-26.98900,-26.98900,-30.97500,-30.57800,60.80100,60.80100,-0.44000,-0.44000,9.25230,100.00000,-828.22310,-828.22300,-729.11690,-731.01310,0.00990,1.52750,58.91930,-8.97030,-8.97030,-7.22080,-8.97030,4.93000,-0.4134,-0.4425
2022-09-30,3.30300,3.30300,19.99100,9.84900,-26.53700,-0.11000,-26.64700,0.00000,-26.64700,-26.64700,-26.64700,-26.43000,-26.53700,60.88700,60.88700,-0.44000,-0.44000,10.65180,100.00000,-803.42110,-803.42110,-806.75150,-806.75150,0.00830,1.06690,84.35970,-8.22150,-8.22150,-6.68140,-8.22150,5.31450,-0.366,-0.3881
2022-06-30,4.19200,4.19200,22.57900,10.04400,-28.43100,1.73400,-26.69700,0.00000,-26.69700,-26.69700,-26.69700,-27.95100,-28.43100,60.75800,60.75800,-0.44000,-0.44000,12.23110,100.00000,-678.22050,-678.22050,-636.85600,-636.85600,0.00990,1.15870,77.67650,-7.67400,-7.67400,-6.33580,-7.67400,5.71830,-0.3587,-0.4018
