Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.20740,0.03520,0.17220,0.04720,0.93660,0.98380,-0.81170,-0.12760,-0.93930,0.01140,-0.95070,-0.95070,-0.95070,-0.47850,-0.81170,2.69770,2.69770,-0.35000,-0.35000,1.45360,0.00030,0.00450,83.02610,-391.41300,-391.41300,-452.96400,-458.45710,0.02920,1.59120,3.86000,23.31600,-15.14280,-46.43160,-13.37300,-15.13900,1.19470,-0.36190,-0.36190
2024-06-30,0.29300,0.20220,0.09080,0.11140,1.66390,1.77530,-1.68450,0.16120,-1.52330,0.01880,-1.54210,-1.54210,-1.54210,-1.37090,-1.68450,0.85870,0.85870,2.68990,2.68990,1.06880,0.00080,0.01400,30.99610,-574.90640,-574.90660,-519.89480,-526.30580,0.06850,7.36080,23.92630,3.76160,-45.61390,-617.33370,-36.04190,-45.57690,2.02200,0.1468,0.1476
2024-03-31,1.59610,1.37910,0.21700,0.18150,1.40610,1.58760,-1.37060,-0.34280,-1.71330,,-1.71330,-1.71330,-1.71330,-1.13430,-1.37060,0.73830,0.73830,-2.32000,-2.32000,1.11940,0.00130,0.02180,13.59580,-85.86740,-85.86740,-107.34190,-107.34190,0.38350,28.58760,18.78480,4.79110,-55.79980,-264.01390,-41.16970,-55.72570,2.35290,-5.0633,-5.0809
2023-12-31,6.71380,6.36820,0.34560,0.13820,1.29670,1.43490,-1.08930,-0.10420,-1.19350,0.00600,-1.19950,-1.19950,-1.19950,-0.80140,-1.08930,5.40080,5.40080,-0.20990,-0.20990,1.93990,0.00150,0.00310,5.14760,-16.22500,-16.22500,-17.77690,-17.86640,1.36190,50.18920,33.87200,2.65710,-32.53620,-58.22150,-24.33280,-32.48710,0.37260,6.39,6.4102
2023-09-30,13.46390,13.30130,0.16260,0.08240,1.99890,2.08120,-1.91860,-0.19820,-2.11680,0.01490,-2.13170,-2.13170,-2.13170,-1.63280,-1.91860,0.27220,0.27220,-7.83000,-7.83000,0.64830,-0.00730,-4.08340,1.20790,-14.25020,-14.25020,-15.72200,-15.83280,2.43060,34.72960,81.53710,1.10380,227.65840,227.65870,-38.48350,229.31300,-0.31620,-6.96200,-6.98490
2023-06-30,15.25570,15.15140,0.10430,0.14590,2.62180,2.76760,-2.66330,-0.39070,-3.05400,0.06310,-3.11710,-3.11710,-3.11710,-2.36230,-2.66330,0.23850,0.23850,-34.69080,-34.69080,0.93180,-0.06630,-38.09830,0.68400,-17.45800,-17.45800,-20.01890,-20.43260,2.39400,37.82700,86.90330,1.03560,2391.70100,2391.68500,-48.91630,2550.15500,-0.50910,-11.6866,-11.6053
2023-03-31,18.15210,18.00430,0.14780,0.10600,2.92430,3.03020,-2.88240,-0.03210,-2.91460,0.01150,-2.92610,-2.92610,-2.92610,-2.82770,-2.88240,0.24740,0.24740,-11.83000,-11.83000,1.68930,0.00390,0.82660,0.81440,-15.87930,-15.87930,-16.05640,-16.11970,3.19210,84.22620,419.49830,0.21450,-114.32440,-114.32440,-51.45560,-113.88310,1.01920,-26.5363,-26.8451
2022-12-31,20.44420,20.21020,0.23400,0.16790,2.12190,2.28980,-2.05580,0.05510,-2.00070,0.01150,-2.01220,-2.01220,-2.01220,-2.01190,-2.05580,2.47050,2.47050,-0.83970,-0.83970,5.37830,0.00220,0.00320,1.14460,-10.05570,-10.05570,-9.78600,-9.84220,3.27660,102.23260,382.59170,0.23520,-39.23800,-39.23800,-32.24890,-39.15190,2.07580,-0.6334,-0.6454
2022-09-30,15.55630,15.51930,0.03710,0.12930,2.54310,2.67240,-2.63530,-1.02550,-3.66080,0.01150,-3.67230,-3.67230,-3.67230,-1.60150,-2.63530,1.98770,1.98770,-1.81950,-1.81950,6.33370,0.00180,0.00230,0.23840,-16.94040,-16.94040,-23.53280,-23.60680,1.84970,109.70220,,,-51.79420,-51.79420,-43.66570,-51.70250,2.87000,-1.23600,-1.25330
2022-06-30,15.84800,15.59800,0.25000,0.00540,2.51200,2.51740,-2.26740,-0.31340,-2.57900,0.00300,-2.58200,-2.58300,-2.58300,-1.46520,-2.26740,1.49610,1.49610,-1.74950,-1.74950,0.12470,-0.00510,-0.95490,1.57370,-14.30720,-14.30720,-16.27340,-16.29860,5.86030,72.18990,,,16.56130,16.56140,-95.51520,16.64550,-10.35020,-1.8588,-1.9008
2022-03-31,21.09640,21.08090,0.01550,0.06830,2.54920,2.61750,-2.60200,-0.61970,-3.22170,0.00390,-3.22560,-3.22560,-3.22560,-2.35190,-2.60200,1.50690,1.50690,-2.16930,-2.16930,,,,0.07350,-12.33400,-12.33400,-15.27130,-15.28980,,,,,,,,,,-1.3857,-1.428
2021-12-31,22.36210,22.22270,0.13950,0.12480,2.74500,2.86980,-2.73030,-0.42890,-3.15920,0.00480,-3.16400,-3.16400,-3.16400,-2.59830,-2.73030,1.50690,1.50690,-2.09940,-2.09940,,,,0.62380,-12.20960,-12.20960,-14.12740,-14.14890,,,,,,,,,,-0.7489,-0.7686
2021-09-30,20.36850,20.29690,0.07160,0.06840,2.57980,2.64830,-2.57660,-0.19290,-2.76950,0.00390,-2.77340,-2.77340,-2.77340,-2.43390,-2.57660,1.50660,1.50660,-1.81950,-1.81950,,,,0.35140,-12.65010,-12.65010,-13.59720,-13.61630,,,,,,,,,,-1.79770,-1.90230
2021-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
