,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-04,2024-09-30,$1.13,$1.28
1,2024-07-29,2024-06-30,$1.13,$1.22
2,2024-04-29,2024-03-31,$0.94,$0.98
3,2024-02-01,2023-12-31,$1.15,$1.25
4,2023-10-30,2023-09-30,$1.19,$1.18
5,2023-08-01,2023-06-30,$1.18,$1.21
6,2023-05-11,2023-03-31,$0.99,$1.01
7,2023-02-14,2022-12-31,$1.66,$1.70
8,2022-11-08,2022-09-30,$1.48,$1.51
9,2022-08-01,2022-06-30,$2.03,$2.32
10,2022-05-03,2022-03-31,$2.08,$2.41
11,2022-02-01,2021-12-31,$2.15,$2.56
12,2021-11-02,2021-09-30,$1.70,$2.31
13,2021-07-26,2021-06-30,$2.40,$2.83
14,2021-05-04,2021-03-31,$3.03,$3.72
15,2021-02-02,2020-12-31,$3.61,$3.96
16,2020-10-28,2020-09-30,$1.42,$2.09
17,2020-07-28,2020-06-30,$0.93,$1.57
18,2020-05-05,2020-03-31,$0.47,$0.67
19,2020-01-27,2019-12-31,$1.32,$1.35
20,2019-10-30,2019-09-30,$1.01,$1.06
21,2019-07-29,2019-06-30,$1.01,$1.00
22,2019-04-25,2019-03-31,$0.66,$0.69
23,2019-01-31,2018-12-31,$1.16,$1.18
24,2018-10-31,2018-09-30,$0.92,$0.90
25,2018-08-01,2018-06-30,$0.86,$0.91
26,2018-04-30,2018-03-31,$0.61,$0.63
27,2018-01-25,2017-12-31,$0.94,$0.97
28,2017-11-02,2017-09-30,$0.72,$0.73
29,2017-08-03,2017-06-30,$0.67,$0.67
30,2017-05-04,2017-03-31,$0.54,$0.55
31,2017-02-02,2016-12-31,$0.86,$0.83
32,2016-11-07,2016-09-30,$0.66,$0.68
33,2016-08-04,2016-06-30,$0.66,$0.67
34,2016-05-05,2016-03-31,$0.51,$0.56
35,2016-02-04,2015-12-31,$0.87,$0.86
36,2015-11-05,2015-09-30,$0.60,$0.66
37,2015-07-30,2015-06-30,$0.59,$0.60
38,2015-04-30,2015-03-31,$0.46,$0.50
39,2015-01-29,2014-12-31,$0.78,$0.85
