Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1105.29300,832.28200,273.01100,63.87400,63.87400,209.13700,-11.44900,197.68800,49.58400,148.10400,148.10400,148.10400,244.62300,209.13700,56.61300,56.87100,2.62000,2.60000,2.72150,0.31610,0.46830,24.70030,18.92140,18.92140,17.88560,13.39950,0.38320,2.39640,2.46060,36.57580,10.22160,12.72570,5.13520,6.99060,25.59360,4.2159,3.8186
2024-06-30,806.90600,630.68600,176.22000,59.47400,59.47400,116.74600,-12.63200,104.11400,26.18500,77.92900,77.92900,77.92900,151.94800,116.74600,56.61100,56.81100,1.38000,1.37000,2.51030,0.34120,0.52320,21.83900,14.46840,14.46840,12.90290,9.65780,0.30080,1.63650,1.90780,47.17360,6.00050,7.69020,2.90470,3.95340,22.94010,-0.8167,-1.7784
2024-03-31,329.59000,323.09600,6.49400,60.22100,60.22100,-53.72700,-10.22800,-63.95500,-16.32600,-47.62900,-47.62900,-47.62900,-20.82400,-53.72700,56.59000,56.59000,-0.84000,-0.84000,2.75130,0.35600,0.55850,1.97030,-16.30120,-16.30120,-19.40440,-14.45100,0.13110,0.85980,1.79410,50.16450,-3.90840,-5.10020,-1.89480,-2.51720,21.52670,-0.76360,-1.50680
2023-12-31,646.88920,534.42100,112.46810,75.26200,75.26210,37.20610,-10.39500,26.81100,6.11000,20.70100,20.70100,20.70100,69.19010,37.20600,56.56800,56.66800,0.37000,0.38000,2.63060,0.34760,0.53840,17.38600,5.75150,5.75150,4.14460,3.20010,0.24880,1.67200,2.42480,37.11710,1.63510,2.11080,0.79620,1.06670,22.37640,3.2289,2.6136
2023-09-30,1090.37200,820.98300,269.38890,59.16800,59.16800,210.22090,-15.34700,194.87400,48.21900,146.65500,146.65500,146.65500,242.33800,210.22090,56.56600,56.73500,2.59000,2.58000,2.37990,0.35210,0.54930,24.70620,19.27980,19.27980,17.87230,13.45000,0.40670,2.60870,2.21680,40.59890,11.79830,15.32320,5.47040,7.64360,21.97470,3.939,3.6108
2023-06-30,785.18900,632.20600,152.98300,59.45000,59.45000,93.53300,-16.67800,76.85500,20.01900,56.83600,56.83600,56.83600,126.59100,93.53300,56.56600,56.59900,1.00000,1.00000,2.49330,0.43180,0.76640,19.48360,11.91220,11.91220,9.78810,7.23850,0.29710,1.68870,1.87570,47.98310,5.19120,7.03190,2.15050,2.94960,19.35530,0.158,-0.2527
2023-03-31,307.90000,303.80500,4.09500,48.65800,48.65800,-44.56300,-8.66900,-53.23200,-11.91200,-41.32000,-41.32000,-41.32000,-14.80200,-44.56300,56.56600,56.56600,-0.73000,-0.73000,1.35080,0.37240,0.83780,1.33000,-14.47320,-14.47320,-17.28870,-13.41990,0.13230,0.81400,1.76360,51.03310,-4.23900,-6.01050,-1.77590,-2.66030,12184.61000,-1.40150,-2.09430
2022-12-31,537.52200,465.57000,71.95200,36.37500,36.37500,35.57700,-7.91200,27.66500,9.65400,18.01100,18.01100,18.01100,64.95200,35.57700,56.56600,56.56600,499.74000,499.74000,1.17740,0.30290,0.66600,13.38590,6.61870,6.61870,5.14680,3.35070,0.23430,1.44020,2.55770,35.18760,1.75100,2.43190,0.78500,1.22070,12857.36000,2.9708,2.2785
2022-09-30,975.42800,790.94100,184.48700,41.57200,41.57200,142.91500,-10.09400,132.82100,33.16400,99.65700,99.65700,99.65700,173.49200,142.91500,56.56600,56.56600,1.76000,1.76000,,,,18.91340,14.65150,14.65150,13.61670,10.21680,,,,,,,,,,3.3095,2.5995
2022-06-30,711.81300,608.47200,103.34100,42.93300,42.93300,60.40800,-10.26600,50.14200,11.58000,38.56200,38.56200,38.56200,90.28600,60.40800,56.56600,56.56600,0.68000,0.68000,,,,14.51800,8.48650,8.48650,7.04430,5.41740,,,,,,,,,,949.4245,1425.9941
2022-03-31,309.96600,308.85200,1.11400,45.71900,45.71900,-44.60500,-7.20200,-51.80700,-11.79700,-40.01000,-40.01000,-40.01000,-16.15400,-44.60500,0.08000,0.08000,-500.13000,-500.13000,,,,0.35940,-14.39030,-14.39030,-16.71380,-12.90790,,,,,,,,,,-952.03750,-1429.95000
2021-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
