Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,11239.09000,3629.08300,7610.00600,,-6270.08200,6405.68700,1204.31900,,1204.31900,157.59500,1046.72400,,1046.72400,,988.08400,1339.92400,1339.92400,578.00000,581.00000,1.70790,1.70790,0.19740,0.24600,10.71550,11.92200,10.71550,8.79150,0.04240,6.02810,12.15420,0.39530,4.42040,32.96660,4.0739,4.0316
2024-06-30,6514.92100,3478.86300,3036.05900,10.22980,-2260.05500,2371.12100,664.93750,,664.93700,140.29440,524.64260,,524.64260,,472.03220,765.77410,765.77410,581.00000,584.00000,0.81110,0.81110,0.22390,0.28850,10.20640,11.75420,10.20640,7.24540,0.02590,3.19650,6.88140,0.20840,2.25590,31.20510,1.4891,1.4571
2024-03-31,5598.29700,3587.89200,2010.40500,,-1124.55200,1242.41900,767.98630,119.34930,887.33610,193.47930,693.85680,,693.85680,,606.38340,885.85300,885.85300,584.00000,587.00000,1.03780,1.03780,0.20560,0.25880,13.71820,15.82360,15.85010,10.83160,0.02220,4.17750,8.98880,0.27490,3.01700,31.36370,-3.14070,-3.19630
2023-12-31,17519.50000,3533.20800,13986.30000,,-2039.77400,2124.03700,11862.26000,-11285.41000,576.84630,-65.64540,642.49150,,642.49150,,550.24950,11946.52000,11946.52000,586.00000,589.00000,0.94440,0.94490,0.20860,0.26360,67.70890,68.18980,3.29260,3.14080,0.07100,3.94920,8.62380,0.26030,2.83630,30.66600,4.2632,4.2442
2023-09-30,1817.78700,3444.03100,-1626.24500,,-1666.49100,1785.73900,-3411.98300,4292.18300,880.19930,181.85320,698.34610,,698.34610,,649.15630,-3292.73500,-3292.73500,586.00000,589.00000,1.11050,1.10300,0.21160,0.26830,-187.69990,-181.13980,48.42150,35.71140,0.00780,4.35250,9.69080,0.29860,3.10840,30.31580,2.4057,2.3469
2023-06-30,5558.41700,3367.92700,2190.49000,,-1315.78200,1421.40100,769.08890,-124.21460,644.87460,94.46260,550.41200,,550.41200,,490.90800,874.70850,874.70850,587.00000,590.00000,0.83310,0.83310,0.22880,0.29660,13.83650,15.73670,11.60180,8.83180,0.02340,3.19080,7.78700,0.23130,2.46080,29.39210,0.3644,0.311
2023-03-31,5309.67300,3373.70900,1935.96400,,-1102.14700,1201.93800,734.02540,75.39840,809.42400,130.83840,678.58560,,678.58560,,595.79520,833.81740,833.81740,587.00000,590.00000,1.01300,1.01300,0.22710,0.29380,13.82430,15.70370,15.24430,11.22090,0.02160,4.33610,9.64180,0.27580,3.03100,29.49490,0.02510,-0.06010
2022-12-31,9452.11400,4244.12100,5207.99400,-707.59860,-5038.49400,4425.53800,782.45510,,782.45470,-16.53750,798.99240,,798.99240,,704.49240,877.09740,877.09810,586.00000,589.00000,1.20010,1.19240,0.18970,0.23410,8.27810,9.27940,8.27810,7.45330,0.03710,3.82760,6.51320,0.31390,2.86520,38.53480,1.2109,1.1579
2022-09-30,6612.30600,4103.76700,2508.53900,70.49040,-1834.28300,1995.95100,512.58840,,512.58780,111.09900,401.48880,,401.48880,,357.04920,603.76620,603.76620,586.00000,589.00000,0.61300,0.61300,0.20170,0.25270,7.75200,9.13090,7.75200,5.39980,0.02680,1.82040,3.47920,0.16270,1.45310,37.63020,2.4087,2.3497
2022-06-30,1574.81400,3570.93600,-1996.12200,-42.28740,2839.52100,-2802.71510,806.59310,,806.59300,171.49890,635.09410,,635.09410,,614.73350,885.68620,885.68620,586.00000,589.00000,1.04940,1.04940,0.19230,0.23810,51.21830,56.24070,51.21830,39.03530,0.00640,2.91380,5.58390,0.25710,2.35350,37.18820,2.6406,2.8708
