Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,18.78300,6.00000,12.78300,10.77600,10.80100,1.98200,1.98200,0.42500,1.55700,1.55700,1.55700,21.09760,21.09760,0.07000,0.07000,0.15360,0.81780,15.62720,12.27630,0.00820,0.96840,1.16650,0.10060,0.81970,7.62070,0.0364,-0.0683
2024-06-30,17.76600,5.57800,12.18800,10.94400,10.96900,1.21900,1.21900,0.25300,0.96600,0.96600,0.96600,21.11100,21.11100,0.05000,0.05000,0.15760,0.91520,10.00160,7.92580,0.00790,0.61960,0.75120,0.06280,0.52190,7.38520,0.25750,0.25640
2024-03-31,14.78500,5.73900,9.04600,13.08200,13.10900,-4.06300,-4.06300,-1.09500,-2.96800,-2.96800,-2.96800,21.13800,21.13930,-0.14000,-0.14000,0.15790,0.75500,-44.91490,-32.81010,0.00590,-1.90760,-2.31440,-0.19510,-1.60640,7.37000,-0.3734,-0.4582
2023-12-31,17.32800,4.94800,12.38000,10.52400,10.55100,1.82900,1.82900,0.37700,1.45200,1.45200,1.45200,21.11350,21.11350,0.07000,0.07000,0.15540,1.17510,14.77380,11.72860,0.00780,0.91630,1.10760,0.09130,0.77380,7.50660,0.4793,0.4624
2023-09-30,17.44200,4.18400,13.25800,10.06200,10.08900,3.16900,3.16900,0.69700,2.47200,2.47200,2.47200,21.19100,21.19130,0.12000,0.12000,0.16090,1.13340,23.90260,18.64540,0.00840,1.62590,1.98330,0.15610,1.36420,7.19680,0.0684,0.0046
2023-06-30,17.24200,3.59800,13.64400,9.95100,9.97800,3.66600,3.66600,0.82300,2.84300,2.84300,2.84300,21.13610,21.14120,0.13000,0.13000,0.15910,1.07240,26.86900,20.83700,0.00860,1.84530,2.24500,0.17960,1.55170,7.29620,0.42900,0.32910
2023-03-31,16.91200,2.12700,14.78500,9.92100,9.95000,4.83500,4.08500,1.10200,2.98300,2.98300,2.98300,21.63750,21.64610,0.15000,0.14000,0.15810,0.98490,29.10580,21.25400,0.00880,1.92160,2.33440,0.18760,1.61780,7.31500,-0.0698,-0.0923
2022-12-31,17.40600,0.74300,16.66300,9.81900,9.84800,6.81500,6.81500,1.57500,5.24000,5.24000,5.24000,21.50490,21.51360,0.24000,0.24000,0.16080,0.40390,40.89900,31.44690,0.01040,3.44680,4.20790,0.32780,2.89240,7.07210,0.2905,0.1375
2022-09-30,17.22200,0.65700,16.56500,9.77500,9.80400,6.76100,6.76100,1.56700,5.19400,5.19400,5.19400,21.62450,21.63390,0.24000,0.24000,0.16520,0.19800,40.81500,31.35530,0.00980,3.52940,4.34190,0.30830,2.94620,6.84250,0.2356,0.1966
2022-06-30,16.32000,0.53300,15.78700,9.74000,9.76900,6.01800,6.01800,1.36600,4.65200,4.65200,4.65200,22.02790,22.03730,0.21000,0.21000,0.15870,0.18860,38.12000,29.46730,0.00930,3.01230,3.66690,0.27400,2.53440,7.03790,0.17080,0.15890
2022-03-31,15.35500,0.48300,14.87200,9.43500,9.46500,5.40700,5.40700,1.28200,4.12500,4.12500,4.12500,22.21300,22.22500,0.18000,0.18000,0.15620,0.18520,34.83440,26.57520,0.00890,2.62320,3.18180,0.23710,2.21340,7.10670,0.2901,0.2795
2021-12-31,15.66700,0.49200,15.17500,7.97200,8.00400,7.17100,7.17100,1.66100,5.51000,5.51000,5.51000,22.16610,22.17710,0.25000,0.25000,0.15140,0.17840,43.59270,33.49550,0.00980,3.37740,4.06650,0.32740,2.86610,7.35640,0.0791,0.006
2021-09-30,16.03900,0.58900,15.45000,7.05600,7.08700,8.36300,8.36300,1.93300,6.43000,6.43000,6.43000,22.17980,22.19150,0.29000,0.29000,0.15410,0.18210,50.53170,38.85200,0.00960,4.02480,4.86840,0.37460,3.40470,7.20790,0.3185,0.4315
2021-06-30,15.50800,0.63600,14.87200,7.50600,7.53700,7.33500,7.33500,1.58000,5.75500,5.75500,5.75500,22.34480,22.35880,0.26000,0.26000,0.15630,0.18530,44.53010,34.93810,0.01020,3.66620,4.45280,0.35590,3.09300,7.04620,0.05300,0.03150
2021-03-31,14.70100,0.66900,14.03200,9.59100,9.62600,4.40600,4.40600,0.99200,3.41400,3.41400,3.41400,22.29620,22.31280,0.16000,0.16000,0.16090,0.19180,31.39970,24.33010,0.00910,2.25210,2.75730,0.22040,1.88960,6.78240,0.3621,0.3491
2020-12-31,15.10400,0.76300,14.34100,9.07200,9.10700,5.23400,5.23400,1.19900,4.03500,4.03500,4.03500,22.32070,22.33760,0.18000,0.18000,0.16060,0.19140,36.49680,28.13610,0.01000,2.65680,3.25290,0.28100,2.23000,6.79680,0.3824,0.3411
2020-09-30,14.76800,0.88500,13.88300,10.60100,10.63600,3.24700,3.24700,0.70400,2.54300,2.54300,2.54300,22.26170,22.27630,0.11000,0.11000,0.16310,0.39620,26.87250,21.04610,0.00850,1.70620,2.09900,0.17840,1.42780,6.67290,0.09,0.0231
2020-06-30,14.86100,1.11000,13.75100,13.15000,13.18500,0.56600,0.56600,0.08600,0.48000,0.48000,0.48000,22.25670,22.27630,0.02000,0.02000,0.16450,0.40040,6.11830,5.18860,0.00670,0.32550,0.40160,0.03480,0.27190,6.62960,0.24860,0.21060
2020-03-31,15.18300,1.24100,13.94200,8.77800,8.81800,5.12400,3.87400,0.98000,2.89400,2.89400,2.89400,22.70760,22.74410,0.12000,0.13000,0.16320,0.19500,30.52320,22.80180,0.01070,1.94430,2.39540,0.24510,1.62700,6.54310,-0.0762,-0.1468
2019-12-31,15.92900,1.27400,14.65500,9.20800,9.24800,5.40700,5.40700,1.27900,4.12800,4.12800,4.12800,22.74840,22.77620,0.18000,0.18000,0.16600,0.19900,36.89530,28.16790,0.01240,2.83120,3.50670,0.34860,2.36120,6.40950,0.2368,0.204
2019-09-30,16.05100,1.16300,14.88800,8.96200,9.00300,5.88500,5.88500,1.35100,4.53400,4.53400,4.53400,22.64310,22.70270,0.20000,0.20000,0.16850,0.20270,39.52850,30.45410,0.01270,3.16800,3.94410,0.38650,2.63410,6.29150,0.2505,0.2313
2019-06-30,15.69200,1.08600,14.60600,9.15400,9.19400,5.41200,5.41200,1.22000,4.19200,4.19200,4.19200,22.61960,22.68530,0.19000,0.18000,0.17290,0.61970,37.05330,28.70050,0.01250,3.02320,3.79620,0.35980,2.50040,6.10720,0.28870,0.28510
2019-03-31,15.47200,0.93000,14.54200,8.91600,8.96200,5.58000,5.58000,1.37300,4.20700,4.20700,4.20700,22.58840,22.65960,0.18000,0.18000,0.17880,0.64270,38.37160,28.93000,0.01260,3.16030,4.01320,0.36360,2.59530,5.88850,-0.0223,-0.055
2018-12-31,15.11800,0.65600,14.46200,8.75800,8.80300,5.65900,5.65900,1.27100,4.38800,4.38800,4.38800,22.59870,22.66390,0.19000,0.19000,0.18440,0.49580,39.13010,30.34160,0.01260,3.42560,4.40000,0.38120,2.79390,5.66820,0.3282,0.3519
2018-09-30,15.22900,0.61100,14.61800,9.11900,9.16500,5.45300,5.45300,1.22400,4.22900,4.22900,4.22900,22.57980,22.65870,0.19000,0.19000,0.19130,0.23650,37.95240,29.43350,0.01250,3.45480,4.49990,0.36820,2.79400,5.41660,0.3971,0.3978
2018-06-30,15.15700,0.61800,14.53900,8.77300,8.81900,5.72000,5.72000,1.27800,4.44200,4.44200,4.44200,22.57020,22.65170,0.20000,0.20000,0.19450,0.24140,38.80860,30.13770,0.01290,3.70700,4.86450,0.38960,2.98600,5.30920,0.18640,0.19160
2018-03-31,13.90700,0.58700,13.32000,9.06900,9.12700,4.19300,4.19300,1.18400,3.00900,3.00900,3.00900,22.53150,22.62350,0.12000,0.12000,0.19830,0.24730,31.47900,22.59010,0.01160,2.57400,3.40640,0.26130,2.06360,5.17940,0.2211,0.2039
