Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,26.15900,11.04300,-37.20200,6.27700,-30.92500,0.22600,-31.15100,-31.15100,-31.15100,-39.69400,-37.20200,84.42200,84.42200,-0.37000,-0.37000,19.32930,,,,,,,,,-6.79380,-6.79380,-6.34500,-6.79380,5.42870,-0.271,-0.271
2024-06-30,,,34.69600,12.22000,-46.91600,6.63700,-40.27900,0.24300,-40.52200,-40.52200,-40.52200,-49.83600,-46.91600,84.25400,84.25400,-0.48000,-0.48000,19.02280,,,,,,,,,-8.50460,-8.50460,-7.93950,-8.50460,5.64390,-0.4989,-0.4989
2024-03-31,,,57.57500,12.23100,-69.80600,6.86800,-62.93800,0.23100,-63.16900,-63.16900,-63.16900,-73.19000,-69.80600,83.91600,83.91600,-0.75000,-0.75000,13.28370,,,,,,,,,-12.52430,-12.52430,-11.42240,-12.52430,5.98850,-0.47510,-0.47510
2023-12-31,,,35.04500,11.52800,-46.57300,7.75800,-38.81500,0.34900,-39.16400,-39.16400,-39.16400,-50.81400,-46.57300,83.39000,83.39000,-0.46000,-0.46000,18.23740,,,,,,,,,-7.05410,-7.05410,-6.58250,-7.05410,6.65410,-0.2619,-0.2619
2023-09-30,,,28.18100,12.60400,-40.78500,7.86400,-32.92100,0.22100,-33.14200,-33.14200,-33.14200,-44.99800,-40.78500,83.39980,83.39980,-0.40000,-0.40000,31.93330,,,,,,,,,-5.69710,-5.69710,-5.45030,-5.69710,6.97220,-0.2109,-0.2109
2023-06-30,,,22.06300,13.17200,-35.23500,7.30300,-27.93200,0.25100,-28.18300,-28.18300,-28.18300,-38.82800,-35.23500,83.39900,83.39900,-0.34000,-0.34000,38.41980,,,,,,,,,-4.67880,-4.67880,-4.50190,-4.67880,7.22250,-0.193,-0.193
2023-03-31,,,28.95400,12.61500,-41.56900,6.29900,-35.27000,0.19700,-35.46700,-35.46700,-35.46700,-44.55200,-41.56900,83.33200,83.33200,-0.43000,-0.43000,51.16010,,,,,,,,,-5.73730,-5.73730,-5.55800,-5.73730,7.41230,-0.35820,-0.35820
2022-12-31,,,27.54000,12.35900,-39.89900,5.59100,-34.30800,0.12300,-34.43100,-34.43100,-34.43100,-42.79500,-39.89900,83.24500,83.24500,-0.40000,-0.40000,35.76810,,,,,,,,,-5.37500,-5.37500,-5.16430,-5.37500,7.69100,-0.259,-0.2591
2022-09-30,,,4.90500,11.37600,-16.28100,4.38200,-11.89900,-3.83300,-8.06600,-8.06600,-8.06600,-18.64000,-16.28100,83.25900,83.25900,-0.10000,-0.10000,43.61870,,,,,,,,,-1.21620,-1.21620,-1.17480,-1.21620,7.96260,-0.2551,-0.2553
2022-06-30,,,19.85800,12.43700,-32.29500,1.08000,-31.21500,0.12000,-31.33500,-31.33500,-31.33500,-32.25200,-32.29500,83.25800,83.25800,-0.38000,-0.38000,27.46050,,,,,,,,,-4.74440,-4.74440,-4.51290,-4.74440,7.93270,-0.2298,-0.2523
2022-03-31,,,29.63300,12.54200,-42.17500,0.09800,-42.07700,,-42.07700,-42.07700,-42.07700,-42.16800,-42.17500,83.17640,83.17640,-0.51000,-0.51000,24.92950,,,,,,,,,-6.18880,-6.18880,-5.86690,-6.18890,8.16600,-0.70940,-0.71000
2021-12-31,192.18000,192.18000,57.81200,13.18600,121.18200,0.05000,121.23200,4.10000,117.13200,117.13200,117.13200,121.18900,121.18200,82.82000,88.24920,1.41000,1.35000,13.57880,100.00000,63.05650,63.05650,63.08250,60.94910,0.24870,,,16.49570,16.49570,15.15500,16.49570,8.54450,-0.846,-0.846
2021-09-30,32.81100,32.81100,43.01900,11.93900,-22.14700,0.05300,-22.09400,6.10000,-28.19400,-28.19400,-28.19400,-22.14000,-22.14700,82.81560,82.81560,-0.34000,-0.34000,3.21670,100.00000,-67.49870,-67.49870,-67.33720,-85.92850,0.03890,,,-4.84890,-4.84890,-3.34250,-4.84890,7.00150,0.2482,0.2482
2021-06-30,60.39100,60.39100,39.80300,11.90100,8.68700,0.05200,8.73900,7.20000,1.53900,1.53900,1.53900,8.69500,8.68700,82.74350,88.09140,0.02000,0.02000,3.18330,100.00000,14.38460,14.38460,14.47070,2.54840,0.06930,1.20780,74.51440,0.25740,0.25740,0.17660,0.25740,7.22260,-0.1991,-0.1991
2021-03-31,65.98500,65.98500,26.57100,8.75900,30.65500,0.05800,30.71300,,30.71300,30.71300,30.71300,30.66200,30.65500,82.57780,89.09910,0.37000,0.34000,3.30400,100.00000,46.45750,46.45750,46.54540,46.54540,0.07850,,,5.23880,5.23880,3.65350,5.23880,7.08580,-0.18900,-0.18900
2020-12-31,48.63300,48.63300,13.84600,14.14000,20.64700,0.00900,20.65600,0.00000,20.65600,20.65600,20.65600,20.65300,20.64700,21.59240,21.59240,2.62000,2.62000,2.73430,100.00000,42.45470,42.45470,42.47320,42.47320,0.05630,,,3.77070,3.77070,2.39180,3.77070,6.64510,15.8975,15.8984
2020-09-30,,,13.60100,4.02800,-17.62900,0.00700,-17.62200,,-17.62200,-17.62200,-17.62200,-17.62400,-17.62900,10.10990,10.10990,-1.74000,-1.74000,,,,,,,,,,,,,,,-0.9361,-0.9376
2020-06-30,,,7.75500,2.24800,-10.00300,0.01000,-9.99300,,-9.99300,-9.99300,-9.99300,-9.99900,-10.00300,10.09630,10.09630,-0.99000,-0.99000,,,,,,,,,,,,,,,-0.7722,-0.7728
2020-03-31,,,2.82100,1.22400,-4.04500,0.05700,-3.98800,,-3.98800,-3.98800,-3.98800,-4.04100,-4.04500,10.09100,10.09100,-0.40000,-0.40000,,,,,,,,,,,,,,,-0.44670,-0.44670
2019-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
