Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,69.36200,26.07200,43.29000,,37.93800,-4.73300,42.67100,0.61900,0.00500,0.62400,0.00100,0.62300,0.62300,0.62300,0.61900,0.61900,18.39400,18.39400,0.00000,0.00000,0.45470,-0.13900,-0.12210,62.41170,0.89240,0.89240,0.89960,0.89820,0.84780,5.81960,69.78070,1.28980,-4.60900,-1.43600,0.76150,-5.24990,,0,0
2024-03-31,71.16900,29.72000,41.44900,,40.00000,-5.46000,45.46000,-4.01100,0.18100,-3.83000,,-3.83000,-3.83000,-3.83000,-4.01100,-4.01100,18.56840,18.56840,-0.18000,-0.18000,0.46610,,,58.24030,-5.63590,-5.63590,-5.38160,-5.38160,0.83440,6.48480,97.09280,0.92690,28.19700,8.73870,-4.49040,28.19700,,0.00000,
2023-12-31,135.55600,60.17100,75.38500,,72.54300,-7.69700,80.24000,-4.85510,0.58100,-4.27400,-0.00800,-4.26600,-4.26600,-4.26600,-4.85510,-4.85500,18.83220,18.83220,-0.14620,-0.18000,0.64130,-0.29610,-0.22850,55.61170,-3.58160,-3.58160,-3.15290,-3.14700,1.07320,10.43370,213.81070,0.42090,50.89460,10.83320,-3.37740,65.96570,,-1.1,-1.161
2023-09-30,154.32400,62.46900,91.85500,,83.84600,-7.99300,91.83900,0.01600,0.07300,0.08900,,0.08900,0.08900,0.08900,0.01600,0.01600,18.84970,18.84970,0.00000,0.00000,0.70230,,,59.52090,0.01040,0.01040,0.05770,0.05770,1.06580,8.50030,73.03550,1.23230,-2.07510,-0.25500,0.06150,-2.07510,,0,0
2023-06-30,191.76700,81.57700,110.19000,,102.21400,-9.57400,111.78800,-1.59800,0.14100,-1.45700,,-1.45700,-1.45700,-1.45700,-1.59800,-1.59800,18.89860,18.89860,-0.15370,-0.12000,0.74270,,,57.46040,-0.83330,-0.83330,-0.75980,-0.75980,1.14420,8.65350,134.66780,0.66830,46.02010,4.23480,-0.86930,46.02020,,0,0
2023-03-31,147.78100,65.27900,82.50200,,78.16900,-8.29100,86.46000,-3.95800,0.05000,-3.90800,0.04800,-3.95600,-3.95600,-3.95600,-3.95800,-3.95800,18.89210,18.89210,-0.18000,-0.18000,0.69320,,,55.82720,-2.67830,-2.67830,-2.64450,-2.67690,1.03750,5.94960,399.40810,0.22530,-3090.82200,11.88020,-2.77720,-3090.62500,,0.00000,
2022-12-31,156.41800,72.03200,84.38600,,80.52500,-8.77100,89.29600,-4.91000,-56.07200,-60.98200,-12.71600,-48.26600,-48.26600,-48.26600,-4.91000,-4.91000,18.85790,18.85790,-2.57950,-2.57950,0.75260,,,53.94910,-3.13900,-3.13900,-38.98660,-30.85710,0.94910,5.05130,225.06190,0.39990,-1245.25800,161.25760,-29.28530,-1245.25300,0.10260,1.8998,1.8638
2022-09-30,121.02700,51.00700,70.02000,,63.41500,-7.07700,70.49200,-0.47200,0.06400,-0.40800,,-0.40800,-0.40800,-0.40800,-0.47200,-0.47200,18.85730,18.85730,0.00000,0.00000,0.70040,,,57.85490,-0.39000,-0.39000,-0.33710,-0.33710,0.65360,4.53480,164.66260,0.54660,-0.77230,-2.09470,-0.22040,-0.77230,,0,0
2022-06-30,132.35500,59.19700,73.15800,,67.88600,-7.74800,75.63400,-2.47600,0.08900,-2.38700,0.00900,-2.39600,-2.39600,-2.39600,-2.47600,-2.47600,18.84890,18.84890,-0.12000,-0.12000,0.71770,,,55.27410,-1.87070,-1.87070,-1.80350,-1.81030,0.68160,5.35480,418.84490,0.21490,-4.38700,-12.75960,-1.23380,-4.38700,,0,0
2022-03-31,93.76800,46.25400,47.51400,,47.09800,-6.79800,53.89600,-6.38200,0.87000,-5.51200,,-5.51200,-5.51200,-5.51200,-6.38200,-6.38200,18.84600,18.84600,-0.29990,-0.29990,0.68050,,,50.67190,-6.80620,-6.80620,-5.87830,-5.87830,0.51640,4.11510,243.55330,0.36950,-9.42510,-27.31690,-3.03540,-9.42510,,0.00000,
