Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,18.86400,6.27600,-25.14000,2.69900,-22.44100,-22.44100,-22.44100,-22.44100,-26.09300,-25.14000,38.10510,38.10510,-0.59000,-0.59000,12.75280,-11.39760,-11.39760,-10.45300,-11.39760,6.32460,-0.4102,-0.4348
2024-06-30,15.02500,6.41200,-21.43700,2.63900,-18.79800,-18.79800,-18.79800,-18.79800,-22.30800,-21.43700,36.13260,36.13260,-0.52000,-0.52000,16.16080,-8.70040,-8.70040,-8.15230,-8.70040,6.97730,-0.1014,-0.0916
2024-03-31,11.47300,6.19500,-17.66800,1.18200,-16.48600,-16.48600,-16.48600,-16.48600,-18.02100,-17.66800,22.59080,22.59080,-0.73000,-0.73000,12.40380,-15.26780,-15.26780,-13.67890,-15.26780,4.76980,-0.75620,-0.79230
2023-12-31,15.47800,5.57500,-21.05300,1.80100,-19.25200,-19.25200,-19.25200,-19.25200,-21.58400,-21.05300,22.07820,22.07820,-0.87000,-0.87000,9.74910,-15.88520,-15.88520,-13.92400,-15.88520,5.38090,-0.5603,-0.6124
2023-09-30,10.26700,5.87000,-16.13700,1.67100,-14.46600,-14.46600,-14.46600,-14.46600,-16.74600,-16.13700,22.08120,22.08120,-0.66000,-0.66000,15.53850,-10.47130,-10.47130,-9.57430,-10.47130,6.25000,-0.4395,-0.4394
2023-06-30,10.52100,4.99900,-15.52000,1.60600,-13.91400,-13.91400,-13.91400,-13.91400,-16.15900,-15.52000,21.97100,21.97100,-0.63000,-0.63000,21.84440,-9.32670,-9.32670,-8.69360,-9.32670,6.75990,-0.4135,-0.4187
2023-03-31,9.75800,4.63500,-14.39300,1.63700,-12.75600,-12.75600,-12.75600,-12.75600,-15.40100,-14.39300,21.92060,21.92060,-0.58000,-0.58000,21.81680,-7.94920,-7.94920,-7.49480,-7.94920,7.32070,-0.51810,-0.51920
2022-12-31,5.86200,4.08300,-9.94500,1.01600,-8.92900,-8.92900,-8.92900,-8.92900,-10.33600,-9.94500,4.12190,4.12190,4.98000,4.98000,20.27240,-5.23770,-5.23770,-4.92700,-5.23770,7.77710,4.3695,4.921
2022-09-30,7.94200,1.63300,-9.57500,0.37700,-9.19800,-9.19800,-9.19800,-9.19800,-9.64100,-9.57500,1.77830,1.77830,-5.17000,-5.17000,12.30980,20.16400,-11.96070,-10.48650,-11.96070,42.84230,-3.6278,-3.8632
2022-06-30,4.07700,1.84800,-5.92500,0.10500,-5.82000,-5.82000,-5.82000,-5.82000,-5.84700,-5.92500,1.76960,1.76960,-3.29000,-3.29000,,,,,,,-3.2912,-3.8982
2022-03-31,6.06800,1.14400,-7.21200,-0.00800,-7.22000,-7.22000,-7.22000,-7.22000,-7.16700,-7.21200,1.76960,1.76960,-4.08000,-4.08000,,,,,,,-4.75710,-4.99160
2021-12-31,,,,,,,,,,,,,,0.00000,,,,,,,5.8532,5.9102
2021-09-30,2.21600,0.45500,-2.67100,0.23100,-2.44000,-2.44000,-2.44000,-2.44000,-2.67100,-2.67100,1.76910,1.76910,-1.38000,-1.38000,,,,,,,-5.8532,-5.9102
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
