Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,61.27700,36.53000,24.74700,18.85500,,20.45300,4.29400,-1.41200,2.88200,1.73400,1.14800,1.14800,1.14800,5.94700,4.29400,48.94000,50.15800,0.02000,0.02000,1.96820,0.40660,0.68530,40.38550,7.00750,7.00750,4.70320,1.87350,0.26980,1.00970,89.13780,1.18890,22.61180,0.50540,0.70550,1.96980,0.1743,0.167
2024-06-30,64.26300,38.90800,25.35500,20.08300,,21.70500,3.65000,-1.33300,2.31700,0.27900,2.03800,2.03800,2.03800,5.32700,3.65000,48.79800,49.57700,0.04000,0.04000,2.13540,0.43710,0.77650,39.45510,5.67980,5.67980,3.60550,3.17130,0.27310,0.79430,113.31260,2.13340,-15.98060,0.86600,1.20090,1.95340,0.043,0.0255
2024-03-31,64.26900,41.04700,23.22200,24.08700,,25.59200,-2.37000,-1.25000,-3.62000,-0.23100,-3.38900,-3.38900,-3.38900,-0.80900,-2.37000,48.49200,48.49200,-0.07000,-0.07000,2.23010,0.43680,0.77550,36.13250,-3.68760,-3.68760,-5.63260,-5.27310,0.27440,0.82380,109.25640,-3.54320,25.38580,-1.44680,-1.99560,1.97910,0.04810,0.02700
2023-12-31,66.18600,40.86500,25.32100,27.27900,,28.84500,-3.52400,-1.42000,-4.94400,-2.07300,-2.87100,-2.87100,-2.87100,-1.90200,-3.52400,48.60900,50.17500,-0.06000,-0.06000,2.43860,0.43680,0.77560,38.25730,-5.32440,-5.32440,-7.46990,-4.33780,0.26760,0.80600,111.66310,-2.81240,36.97360,-1.16070,-1.58390,2.09820,0.1927,0.157
2023-09-30,71.77300,43.03200,28.74100,20.99200,,22.51800,6.22300,-1.43100,4.79200,1.59100,3.20100,3.20100,3.20100,7.80400,6.22300,48.71100,50.25700,0.07000,0.06000,2.89250,0.42820,0.74890,40.04430,8.67040,8.67040,6.67660,4.45990,0.29460,0.77590,115.98940,3.02760,-272.89260,1.31410,1.73120,2.16620,0.0629,0.0494
2023-06-30,74.60900,45.84700,28.76200,22.33000,,23.89900,4.86300,-1.15400,3.70900,1.37600,2.33300,2.33300,2.33300,6.48800,4.86300,48.47600,50.31700,0.05000,0.05000,2.85630,0.43350,0.76530,38.55030,6.51800,6.51800,4.97130,3.12700,0.31250,0.85390,105.40190,2.25500,-54.39500,0.97730,1.27740,2.13370,0.0561,0.0469
2023-03-31,78.48600,49.16900,29.31700,20.67000,,22.26700,7.05000,-1.84600,5.20400,1.71300,3.49100,3.49100,3.49100,8.71800,7.05000,48.43800,50.28800,0.07000,0.07000,2.71060,0.43270,0.76290,37.35320,8.98250,8.98250,6.63050,4.44790,0.32210,0.90120,99.86280,3.36370,-73.17120,1.43280,1.90810,2.14530,-0.06710,-0.07710
2022-12-31,74.16700,44.53900,29.62800,20.96300,,22.45800,7.17000,-1.17600,5.99400,1.71100,4.28300,4.28300,4.28300,8.74900,7.17000,48.17500,50.42000,0.09000,0.08000,2.25590,0.42560,0.78380,39.94770,9.66740,9.66740,8.08180,5.77480,0.30520,0.92510,97.28450,4.26460,-48.01030,1.76230,2.44960,2.07930,0.1289,0.1135
2022-09-30,68.83600,39.78600,29.05000,20.33400,,21.62000,7.43000,-0.65600,6.77400,1.21800,5.55600,5.55600,5.55600,8.80000,7.43000,47.88800,49.84400,0.12000,0.11000,2.24600,0.41500,0.75540,42.20180,10.79380,10.79380,9.84080,8.07140,0.32170,0.95610,94.12760,5.93320,-73.18230,2.59620,3.47080,1.95360,-0.0051,-0.0161
2022-06-30,70.70100,41.37000,29.33100,20.88500,,22.18300,7.14800,-0.47200,6.67600,1.71900,4.95700,4.95700,4.95700,8.53200,7.14800,48.16000,50.74200,0.10000,0.10000,2.11750,0.41730,0.76180,41.48600,10.11020,10.11020,9.44260,7.01120,0.31950,1.03400,87.04420,5.26270,-63.96120,2.24020,3.06660,1.97240,0.0172,-0.0039
2022-03-31,72.56300,43.95500,28.60800,19.58700,,20.87600,7.73200,-0.49400,7.23800,2.30800,4.93000,4.93000,4.93000,9.10700,7.73200,48.52600,51.32600,0.10000,0.10000,2.01620,0.41270,0.74690,39.42510,10.65560,10.65560,9.97480,6.79410,0.30930,1.08060,83.28870,5.06000,-93.69060,2.10160,2.97160,2.02010,0.08010,0.05970
2021-12-31,69.56900,41.06300,28.50600,19.99100,,21.36000,7.14600,-0.55600,6.59000,3.01200,3.57800,3.57800,3.57800,8.60200,7.14600,48.63800,51.75600,0.08000,0.06000,2.04280,0.41390,0.75000,40.97510,10.27180,10.27180,9.47260,5.14310,0.29380,1.08120,83.24050,3.63640,-74.43320,1.51100,2.13120,2.01390,0.0443,0.0286
2021-09-30,71.09500,43.24900,27.84600,19.23600,,20.58300,7.26300,-0.47200,6.79100,2.37000,4.42100,4.42100,4.42100,8.69800,7.26300,48.75100,51.51000,0.09000,0.09000,1.99320,0.41770,0.76120,39.16730,10.21590,10.21590,9.55200,6.21840,0.29200,1.09030,82.54760,4.49850,-79.11600,1.81550,2.61930,2.00760,0.3582,0.3479
2021-06-30,70.59700,43.00700,27.59000,20.49200,,21.74700,5.84300,-0.54500,5.29800,1.19200,4.10600,4.10600,4.10600,7.18700,5.84300,48.30700,51.31500,0.08000,0.08000,2.04300,0.42470,0.78260,39.08100,8.27660,8.27660,7.50460,5.81610,0.29580,1.00930,89.16750,4.23820,-53.09020,1.72020,2.43820,2.00260,0.1775,0.1671
2021-03-31,66.57100,41.15600,25.41500,19.04000,,20.40000,5.01500,-0.58300,4.43200,1.00800,3.42400,3.42400,3.42400,6.46500,5.01500,48.50400,52.31300,0.07000,0.07000,2.17420,0.41840,0.76210,38.17730,7.53330,7.53330,6.65760,5.14340,0.27690,1.00900,89.19560,3.39590,-77.22140,1.42430,1.97500,2.07430,0.23040,0.22200
2020-12-31,66.38900,38.34000,28.04900,22.99300,,24.54700,3.50200,-0.71300,2.78900,1.34100,1.44800,1.44800,1.44800,5.14700,3.50200,47.71700,49.97200,0.04000,0.04000,2.26240,0.42590,0.78530,42.24950,5.27500,5.27500,4.20100,2.18110,0.27720,0.98390,91.46950,1.46060,-20.87960,0.60450,0.83850,2.05730,0.1324,0.1247
2020-09-30,61.63500,36.76200,24.87300,20.31800,,21.89900,2.97400,-0.69200,2.28200,0.22700,2.05500,2.05500,2.05500,4.65000,2.97400,47.88000,49.90800,0.04000,0.04000,2.48270,0.44340,0.84250,40.35530,4.82520,4.82520,3.70240,3.33410,0.26790,0.93050,96.72280,2.19520,-15.64050,0.89320,1.22190,1.95210,0.1966,0.1895
2020-06-30,57.39400,33.75900,23.63500,18.59300,,20.12200,3.51300,-0.84700,2.66600,2.05400,0.61200,0.61200,0.61200,5.13300,3.51300,47.60100,48.96200,0.01000,0.01000,2.50300,0.46120,0.90460,41.18030,6.12090,6.12090,4.64510,1.06630,0.26350,0.85220,105.61520,0.69310,-5.13340,0.28090,0.37350,1.85200,0.4535,0.4484
2020-03-31,63.71000,41.01700,22.69300,21.88100,,23.41300,-0.72000,-1.14900,-1.86900,-0.50900,-1.36000,-1.36000,-1.36000,0.93800,-0.72000,47.31500,47.31500,-0.03000,-0.03000,3.02830,0.48630,0.99660,35.61920,-1.13010,-1.13010,-2.93360,-2.13470,0.30130,0.88810,101.34500,-1.58070,9.17560,-0.64310,-0.81200,1.83260,0.09740,0.09370
2019-12-31,65.50100,36.54300,28.95800,22.19100,,23.86800,5.09000,-1.56100,3.52900,1.43500,2.09400,2.09400,2.09400,6.91700,5.09000,46.91700,47.62000,0.04000,0.04000,2.41940,0.45490,0.95710,44.21000,7.77090,7.77090,5.38770,3.19690,0.29940,0.84980,105.90440,2.33510,-17.05210,0.95720,1.27300,1.88870,0.3093,0.292
2019-09-30,68.14300,37.72500,30.41800,23.09200,,24.76400,5.65400,-1.55000,4.10400,2.37300,1.73100,1.73100,1.73100,7.47400,5.65400,47.42600,48.40400,0.04000,0.04000,2.53260,0.50130,1.12750,44.63850,8.29730,8.29730,6.02260,2.54020,0.30870,0.82470,109.13640,2.04930,-9.41580,0.78420,1.02190,1.77920,0.1076,0.0987
2019-06-30,67.32800,38.14600,29.18200,24.22300,,25.89800,3.28400,-1.53100,1.75300,1.33900,0.41400,0.41400,0.41400,5.09700,3.28400,46.88000,47.40100,0.01000,0.01000,2.43770,0.51490,1.18000,43.34300,4.87760,4.87760,2.60370,0.61490,0.30970,0.81540,110.37730,0.51070,-1.80580,0.19040,0.24780,1.71660,-0.0156,-0.0221
2019-03-31,64.79100,40.76500,24.02600,23.01200,,24.69600,-0.67000,-1.57700,-2.24700,-1.34900,-0.89800,-0.89800,-0.89800,1.18800,-0.67000,45.80800,45.80800,-0.02000,-0.02000,2.25350,0.51960,1.19530,37.08230,-1.03410,-1.03410,-3.46810,-1.38600,0.29990,0.85440,105.33270,-1.14100,3.41700,-0.41570,-0.54810,1.71330,0.02790,0.02020
2018-12-31,67.90100,38.16000,29.74100,24.50200,,26.40100,3.34000,-1.55700,1.78300,2.63500,-0.85200,-0.85200,-0.85200,5.40000,3.34000,44.67300,46.06700,-0.01000,-0.01000,2.41560,0.53170,1.24020,43.80050,4.91890,4.91890,2.62590,-1.25480,0.31620,0.89420,100.64740,-1.08410,3.10680,-0.39680,-0.50780,1.72980,0.1784,0.1681
