Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-12-31,27.70100,8.77600,18.92500,2.01600,,9.46600,9.45900,-3.66300,5.79600,5.79600,5.79600,-0.17200,5.87300,20.80800,9.45900,18.17810,18.17810,0.30000,0.30000,1.01870,0.36320,0.63670,68.31890,34.14680,34.14680,20.92350,21.20140,0.03940,5.96600,10.29780,8.73980,1.42500,1.42500,0.82390,0.90740,22.37510,0.9343,0.7156
2019-09-30,26.43900,10.51000,15.92900,1.49900,,8.83500,7.09400,-3.73400,3.36000,3.36000,3.36000,0.03400,3.29700,18.33300,7.09400,18.17800,18.17800,0.18000,0.18000,1.20260,0.36820,0.65620,60.24810,26.83160,26.83160,12.70850,12.47020,0.03780,7.81410,5.18720,17.35050,,0.82750,0.48090,0.52280,,0.8534,0.8161
2019-06-30,27.41700,7.04400,20.37300,0.98000,,8.21900,12.15400,-4.11900,8.03500,8.03500,8.03500,-0.20300,7.68000,23.25800,12.15400,18.17810,18.17810,0.43000,0.43000,1.32850,0.37400,0.67010,74.30790,44.33020,44.33020,29.30660,28.01180,0.03890,4.73710,3.71150,24.24880,,1.96600,1.14100,1.23080,,0.0678,-0.0108
2019-03-31,26.81700,7.14900,19.66800,1.00700,,8.24300,11.42500,-4.19500,7.23000,7.23000,7.23000,-146.53500,-139.30500,22.47000,11.42500,18.17800,18.17800,-8.16000,-8.16000,1.19880,0.38220,0.69160,73.34150,42.60360,42.60360,26.96050,-519.46530,0.03670,4.46530,3.26640,27.55340,,1.77780,0.99040,1.09840,,0.63520,0.61120
2018-12-31,27.57700,7.70600,19.87100,1.18800,,8.42300,11.44800,-4.50400,6.94400,6.94400,6.94400,6.29400,13.23800,22.64000,11.44800,18.10000,18.10000,0.57000,0.57000,0.56060,0.22370,0.33070,72.05640,41.51290,41.51290,25.18040,48.00380,0.01990,5.08310,1.71010,52.62860,0.90090,0.78790,0.50130,0.61170,48.48250,0.668,1.1581
2018-09-30,31.78400,10.40000,21.38400,1.33900,-28.80500,38.54700,-17.16300,-4.55600,-21.71900,-21.71900,-21.71900,-0.91000,-22.62900,-4.84900,-17.16300,18.10020,18.10020,-1.37000,-1.37000,0.54230,0.31290,0.51510,67.27910,-53.99890,-53.99890,-68.33310,-71.19620,0.02260,1.22920,2.21090,40.70730,,-2.46460,-1.54220,-1.69350,,0.9313,0.8964
2018-06-30,28.81800,10.07400,18.74400,1.46400,,10.02400,8.72000,-4.55100,4.16900,4.16900,4.16900,-0.14200,4.02700,21.30600,8.72000,18.10020,18.10020,0.07000,0.07000,0.46480,0.31420,0.51610,65.04270,30.25890,30.25890,14.46670,13.97390,0.01980,0.97510,3.96780,22.68270,,0.45470,0.28620,0.31180,,0.6909,2.2998
2018-03-31,29.41600,11.58100,17.83500,1.72200,,10.33700,7.49800,-4.50300,2.99500,2.99500,2.99500,2.26500,5.26000,19.95800,7.49800,18.10020,18.10020,0.13000,0.13000,0.65290,0.31070,0.50800,60.63030,25.48950,25.48950,10.18150,17.88140,0.01990,2.00570,4.64190,19.38840,,0.32350,0.20270,0.22300,,1.03460,1.03460
2017-12-31,64.10500,28.11300,35.99200,1.67200,,23.33300,12.65900,-5.89900,6.76000,6.76000,6.76000,,3.91200,35.07600,12.65900,17.69200,17.69200,0.18040,0.18040,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2017-06-30,62.06100,25.57800,36.48300,1.54000,,20.08400,16.39900,-6.58000,9.81900,9.81900,9.81900,,6.90800,39.08800,16.39900,17.56130,17.56130,0.41990,0.41990,0.99980,0.34830,0.63880,58.78570,26.42400,26.42400,15.82150,11.13100,0.03910,5.84240,29.01400,3.10190,,1.05610,0.61940,0.68820,,1.7098,1.7008
2017-03-31,60.27000,21.91600,38.35400,1.43500,,19.96100,18.39300,-6.14000,12.25300,12.25300,12.25300,,9.29400,41.00300,18.39300,17.43180,17.43180,0.55980,0.55980,1.06580,0.35970,0.64210,63.63700,30.51770,30.51770,20.33020,15.42060,0.03780,3.70640,30.67180,2.93430,,1.31540,0.76800,0.84220,,1.83890,1.76900
2016-12-31,62.40100,23.04800,39.35300,1.75000,,20.16800,19.18500,-5.44100,13.74400,13.74400,13.74400,,10.75400,41.69800,19.18500,17.11990,17.11990,0.62980,0.62980,1.27860,0.37750,0.64910,63.06470,30.74470,30.74470,22.02530,17.23370,0.03900,4.84100,24.99040,3.60140,1.68170,1.48140,0.85970,0.92220,53.17500,1.8663,0.9162
2016-09-30,60.26800,22.54200,37.72600,1.78200,,19.87100,17.85500,-6.08500,11.77000,11.77000,11.77000,,8.81700,39.80800,17.85500,17.09530,17.09530,0.48990,0.48990,1.63290,0.38350,0.63990,62.59710,29.62600,29.62600,19.52940,14.62970,0.03800,5.11620,20.04920,4.48890,,1.27540,0.74180,0.78620,,3.8267,3.8077
2016-06-30,60.90400,20.90500,39.99900,1.45600,,19.39300,20.60600,-5.73300,14.87300,14.87300,14.87300,,11.85700,42.35700,20.60600,17.08500,17.08500,0.69980,0.69980,1.16950,0.38560,0.64550,65.67550,33.83360,33.83360,24.42040,19.46840,0.03910,3.94140,19.60220,4.59130,,1.61460,0.95510,0.99190,,1.8674,1.8404
2016-03-31,58.04700,21.28800,36.75900,1.26500,,18.71800,18.04100,-5.93900,12.10200,12.10200,12.10200,,9.14200,39.51300,18.04100,17.08500,17.08500,0.55980,0.55980,0.85280,0.38840,0.65230,63.32630,31.08000,31.08000,20.84860,15.74930,0.03720,4.57310,17.06760,5.27310,,1.31820,0.77500,0.80630,,1.49840,-2.80820
2015-12-31,59.35700,20.62800,38.72900,1.26800,,18.31300,20.41600,-5.06000,15.35600,15.35600,15.35600,,12.25300,41.23000,20.41600,16.43790,16.43790,0.76980,0.76980,1.62990,0.37220,0.60550,65.24760,34.39520,34.39530,25.87060,20.64290,0.03820,4.68070,22.14810,4.06350,1.85630,1.63740,0.98700,1.02800,54.50400,2.2968,1.8037
2015-09-30,57.58900,20.47900,37.11000,2.16700,,18.41700,18.69300,-4.89900,13.79400,13.79400,13.79400,,10.72300,38.95100,18.69300,17.08510,17.08510,0.62980,0.62980,1.65870,0.37060,0.60040,64.43940,32.45930,32.45930,23.95250,18.61990,0.03650,4.64590,19.53490,4.60710,,1.44530,0.87460,0.90970,,2.1259,-1.9747
2015-06-30,54.51300,19.21600,35.29700,1.33600,,16.37400,18.92300,-4.81400,14.10900,14.10900,14.10900,,11.06500,38.00700,18.92300,16.64480,16.64480,0.62980,0.62980,2.41200,0.35010,0.54690,64.74970,34.71280,34.71280,25.88190,20.29790,0.03520,4.53850,24.68890,3.64540,,1.45110,0.91000,0.94300,,2.0709,-3.9561
2015-03-31,48.88500,16.90000,31.98500,1.83700,,16.21100,15.77400,-3.62300,12.15100,12.15100,12.15100,,9.15600,34.09700,15.77400,14.90560,14.90560,0.62980,0.62980,2.36330,0.39710,0.69240,65.42910,32.26760,32.26760,24.85630,18.72970,0.03280,4.39760,27.50990,3.27160,,1.41800,0.81640,0.85490,,1.67100,-0.35810
2014-12-31,49.71500,109.97300,-60.25800,1.55000,,15.90900,-76.16700,-3.75600,-79.92300,-79.92300,-79.92300,,10.43300,-57.69400,-76.16700,13.34020,13.34020,0.69980,0.69980,3.84640,0.39520,0.65860,-121.20690,-153.20730,-153.20730,-160.76240,20.98560,0.03340,32.02480,19.20980,4.68510,-10.64010,-9.15960,-5.36450,-5.54000,58.66730,2.2922,4.5919
2014-09-30,48.17100,-13.88800,62.05900,1.87600,,16.25000,45.80900,-4.14800,41.66100,41.66100,41.66100,,8.10600,64.33400,45.80900,13.17340,13.17340,0.62980,0.62980,3.78160,0.39290,0.65330,128.83060,95.09660,95.09660,86.48570,16.82760,0.03190,-3.83650,22.97140,3.91790,,4.69870,2.76110,2.85250,,2.6262,0.3276
2014-06-30,47.44400,-14.08000,61.52400,1.59800,,15.97100,45.55300,-4.17500,41.37800,41.37800,41.37800,,3.78200,63.91400,45.55300,12.65330,12.65330,0.27990,0.27990,2.05660,0.43390,0.77370,129.67710,96.01430,96.01430,87.21440,7.97150,0.03470,-3.90570,21.03950,4.27770,,5.51380,3.02780,3.12130,,2.3524,2.3522
2014-03-31,47.44700,-13.73100,61.17800,1.29200,,15.66200,45.51600,-4.62000,40.89600,40.89600,40.89600,,7.05600,64.44200,45.51600,12.63820,12.63820,0.55980,0.55980,2.15900,0.42890,0.75810,128.93970,95.93020,95.93020,86.19300,14.87130,0.03430,-3.98350,13.71700,6.56120,,5.32740,2.95840,3.04240,,2.12020,2.11150
2013-12-31,47.01800,96.85900,-49.84100,1.37300,,22.75300,-72.59400,-5.30300,-77.89700,-77.89700,-77.89700,,-2.47500,-53.64500,-72.59400,10.80970,13.91400,-0.48990,0.00000,1.89410,0.42510,0.74650,-106.00410,-154.39620,-154.39620,-165.67490,-5.26390,0.03350,35.35000,10.77160,8.35530,-12.59000,-9.96860,-5.55700,-5.73050,61.83040,2.5689,1.1075
2013-09-30,42.74200,-12.47000,55.21200,2.12000,,15.34100,39.87100,21.13900,61.01000,61.01000,61.01000,,28.15900,56.77200,39.87100,11.27370,14.56320,2.44930,2.23930,2.05760,0.41860,0.72680,129.17500,93.28300,93.28300,142.74020,65.88130,0.03010,-4.60830,11.67810,7.70670,,7.58400,4.29080,4.40910,,0.7554,-11.886
2013-06-30,41.76900,-12.23200,54.00100,3.38300,,16.19600,37.80500,28.35800,66.16300,66.16300,66.16300,,33.36800,53.86300,37.80500,9.77240,13.43660,3.35900,2.86910,1.93410,0.42920,0.76000,129.28490,90.50970,90.50970,158.40220,79.88700,0.03420,-5.06290,14.40810,6.24650,,9.84000,5.41190,5.61660,,4.1584,7.7865
2013-03-31,39.96500,-10.74400,50.70900,2.60100,,14.46800,36.24100,13.96400,50.20500,50.20500,50.20500,,19.34800,50.54000,36.24100,9.77210,9.77210,1.95940,1.95940,1.19480,0.43700,0.78440,126.88350,90.68190,90.68190,125.62240,48.41240,0.03330,-3.45470,8.81650,10.20820,,7.68600,4.17790,4.32740,,1.82990,-11.47330
2012-12-31,38.30900,-10.29200,48.60100,2.25200,-43.17900,57.42600,-8.82500,-3.77600,-12.60100,-12.60100,-12.60100,,-37.56500,5.27600,-8.82500,9.75380,9.75380,-3.91880,-3.91880,1.38340,0.44410,0.79880,126.86570,-23.03630,-23.03630,-32.89300,-98.05790,0.03580,-4.41150,16.32950,5.51150,-2.90290,-2.19600,-1.17750,-1.22080,57.88490,2.9976,5.0373
2012-09-30,37.95400,-10.09000,48.04400,2.36000,,14.38000,33.66400,-3.83100,29.83300,29.83300,29.83300,,3.82000,47.74800,33.66400,9.75530,9.75530,0.41990,0.41990,1.50410,0.42490,0.73880,126.58480,88.69690,88.69690,78.60310,10.06480,0.03380,-4.11840,19.46360,4.62400,,4.75520,2.65500,2.73470,,2.1829,2.1803
2012-06-30,37.84800,-10.59100,48.43900,2.25900,0.34100,13.94300,34.49600,-8.78400,25.71200,25.71200,25.71200,,-0.77300,48.62200,34.49600,9.74400,9.74400,-0.07000,-0.07000,1.49280,0.42030,0.72510,127.98300,91.14350,91.14350,67.93490,-2.04240,0.03330,-5.59480,19.92000,4.51810,,4.02210,2.26370,2.33160,,1.4738,1.4569
2012-03-31,39.83900,-9.11900,48.95800,2.28800,0.95600,13.52700,35.43100,-8.04400,27.38700,27.38700,27.38700,,3.16000,49.73900,35.43100,9.74370,9.74370,0.34990,0.34990,0.98570,0.53960,1.22440,122.88960,88.93550,88.93550,68.74420,7.93190,0.03390,-5.64290,8.74620,10.29020,,5.37750,2.33140,2.47590,,2.03960,2.03760
2011-12-31,43.95400,8.80000,35.15400,14.25000,,26.51000,8.64400,-7.64000,1.05000,1.05000,1.03900,0.00000,1.03900,23.02900,8.64400,9.74340,9.74340,0.14000,0.14000,1.11960,0.54320,1.22470,53.05550,19.66600,19.66600,2.38890,2.36380,0.03670,2.19450,12.87090,6.99250,0.20080,0.20080,0.08690,0.09170,52.18530,-0.7155,0.7359
2011-09-30,30.85500,-7.45500,38.31000,3.03500,,11.64600,26.66400,59.12600,85.79000,85.79000,85.79000,,67.17100,37.59900,26.66400,6.30980,6.30980,10.49690,10.49690,1.21550,0.54210,1.20150,124.16140,86.41710,86.41710,278.04240,217.69890,0.02520,-0.75530,2.91910,30.83130,,16.26840,7.00500,7.44870,,2.1721,2.7586
2011-06-30,27.85200,-6.89200,34.74400,3.90300,,12.13600,22.60800,8.40500,31.01300,31.01300,31.01300,,14.84400,31.92400,22.60800,5.53840,5.53840,2.65920,2.65920,3.10220,0.61860,1.62220,124.74510,81.17190,81.17190,111.34930,53.29600,0.03290,-25.52590,11.70250,7.69070,,9.26370,3.66160,3.84490,,2.2264,-2.5826
2011-03-31,27.65400,-6.31300,33.96700,1.29200,,9.40900,24.55800,-8.06900,16.48900,16.48900,16.48900,,2.34500,33.43200,24.55800,5.30890,5.30890,0.41990,0.41990,3.97620,0.66520,1.98660,122.82850,88.80450,88.80450,59.62610,8.47980,0.03670,-35.07220,10.39620,8.65700,,6.91070,2.18990,2.31390,,2.11890,2.11890
2010-12-31,29.00500,-20.57000,49.57500,32.57000,,41.04000,8.53500,-8.14000,2.74000,2.74000,2.39000,0.00000,2.39000,17.41500,8.53500,5.30890,5.30890,0.41990,0.41990,3.83100,0.66410,1.97700,71.19460,29.42600,29.42600,9.44660,8.24000,0.03830,-257.12500,12.61090,7.13670,,0.99680,0.31520,0.33480,,2.3337,3.8916
2010-09-30,30.34800,9.53000,20.81800,0.97000,,8.88000,11.93800,-8.32000,3.61000,3.61000,3.61200,0.00000,3.61200,20.29800,11.93800,4.89860,4.89860,0.69980,0.69980,3.47380,0.66380,1.97480,68.57120,39.33700,39.33700,11.89540,11.90190,0.03970,17.64820,7.64430,11.77340,,1.50490,0.47260,0.50590,,1.2208,-6.3111
2010-06-30,31.75400,10.21000,21.54400,0.63000,,8.35000,13.19400,-8.05000,5.13000,5.13000,5.05700,0.00000,5.05700,21.40400,13.19400,4.44400,4.44400,1.11970,1.11970,1.99820,0.71100,2.46020,67.80250,41.55070,41.55070,16.15550,15.92560,0.04420,23.74420,13.45510,6.68890,,2.62470,0.70340,0.75850,,3.0444,-2.8368
2010-03-31,31.12900,7.83000,23.29900,0.63000,,7.99000,15.30900,-7.88000,7.43000,7.43000,6.77500,0.00000,6.77500,22.80900,15.30900,3.87100,3.87100,1.74950,1.74950,5.29580,0.70790,2.42390,74.81770,49.17920,49.17920,23.86840,21.76430,0.04330,43.50000,25.72650,3.49830,,3.46440,0.94230,1.01190,,2.82870,-5.81760
2009-12-31,29.40400,9.15000,20.25400,0.64000,,8.10000,12.15400,-8.30000,6.00000,6.00000,5.27600,0.00000,5.27600,19.28400,12.15400,3.54630,3.54630,1.46960,1.46960,3.17340,0.75100,3.01680,76.14610,41.33450,41.33450,20.40540,17.94310,0.04320,83.18180,140.01900,0.64280,,3.35770,0.77470,0.83600,,4.6076,4.5202
2009-09-30,30.49800,7.46000,23.03800,0.83000,,7.82000,15.21800,-8.09000,7.13000,7.13000,7.13200,0.00000,7.13200,22.33800,15.21800,3.54630,3.54630,1.95940,1.95940,3.29180,0.74960,2.99430,75.51320,49.89840,49.89840,23.37860,23.38510,0.04450,,52.58280,1.71160,,4.50510,1.04120,1.12790,,3.9252,3.9252
2009-06-30,31.24400,8.32000,22.92400,0.62000,,7.62000,15.30400,-7.19000,8.10000,8.10000,8.10400,0.00000,8.10400,22.85400,15.30400,3.54630,3.54630,2.23930,2.23930,2.42400,0.74280,2.88870,73.35810,48.98220,48.98220,25.92500,25.93780,0.04520,,56.80730,1.58430,,4.93880,1.17160,1.27000,,6.4155,-0.9584
2009-03-31,30.20400,6.72000,23.48400,0.78000,,7.59000,15.89400,-7.07000,8.80000,8.80000,8.88000,0.00000,8.88000,22.79400,15.89400,3.62550,3.62550,2.44930,2.44930,2.97560,0.77060,3.35980,77.73800,52.62220,52.62220,29.13520,29.40010,0.04470,,18.19520,4.94640,,6.29390,1.31320,1.44370,,4.81030,4.81030
